PHYLUM,LINEAGE,CLASS,ORDER,FAMILY,COMMON NAME,CODE (5 letter code),SCIENTIFIC NAME,TAXON ID (see NCBI),GENOME OR TRANSCRIPTOME?,TECHNOLOGY,SOURCE,ACCESSION NUMBER,REFERENCE,EXTRA INFO,C (ASSEMBLY),S (ASSEMBLY),D (ASSEMBLY),F (ASSEMBLY),M (ASSEMBLY),C+F (GOOD if >85*),Busco database,No. ISOFORMS,C (LONGEST),S (LONGEST),D (LONGEST),F (LONGEST),M (LONGEST),C+F (GOOD if >85*),Busco database,No. GENES,EggNOG-mapper,FANTASIA
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Megaloptera,Corydalidae,,CSIM1,Ctenochauliodes similis,1890692,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4035112,,,98.1,55.1,43,1.2,0.7,99.3,metazoa_odb10,"12,801",80.4,80,0.4,1.3,18.3,81.7,metazoa_odb10,12801,10875,12755
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Neuroptera,Chrysopidae,,CNIP1,Chrysoperla nipponensis,413239,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR12449797,,,97.1,64,33.1,1.5,1.4,98.6,metazoa_odb10,"15,021",88.5,87.6,0.9,1.9,9.6,90.4,metazoa_odb10,15021,12423,14986
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Odonata,Coenagrionidae,,ISEL1,Ischnura elegans,197161,Genome,,NCBI Genome,GCF_921293095.1,,Chromosome level,-,-,-,-,-,-,-,-,98.6,98.2,0.4,0.2,1.2,98.8,metazoa_odb10,15994,13826,15340
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Odonata,Coenagrionidae,,ISEN1,Ischnura senegalensis,126660,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11658066,,,98.2,31.3,66.9,1.4,0.4,99.6,metazoa_odb10,"43,943",85,82.2,2.8,1.5,13.5,86.5,metazoa_odb10,43943,14630,43846
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Odonata,Cordulegastridae,,CBOL1,Cordulegaster boltonii,126173,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921583,,,88.5,60.2,28.3,8.3,3.2,96.8,metazoa_odb10,"16,966",82.7,82.2,0.5,8,9.3,90.7,metazoa_odb10,16966,13311,16943
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Orthoptera,Acrididae,grasshoppers/crickets,LMIG1,Locusta migratoria manilensis,229990,Transcriptome,Illumina Genome Analyzer II,NCBI SRA,SRR2037099,,,93.8,56.4,37.4,3.5,2.7,97.3,metazoa_odb10,"14,562",91.9,91.2,0.7,1.2,6.9,93.1,metazoa_odb10,14562,11358,14508
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Orthoptera,Gryllotalpidae,,GRYL1,Gryllotalpa sp. AD-2013,1323563,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921602,,,87.7,55.5,32.2,8.9,3.4,96.6,metazoa_odb10,"17,217",79.9,78.5,1.4,9.5,10.6,89.4,metazoa_odb10,17217,12146,17168
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Orthoptera,Tetrigidae,,TSUB1,Tetrix subulata,288127,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921646,,,93.3,66.4,26.9,4.6,2.1,97.9,metazoa_odb10,"19,405",89.2,87.6,1.6,4.5,6.3,93.7,metazoa_odb10,19405,15906,19344
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Phasmatodea,Heteropterygidae,,AASP1,Aretaon asperrimus,173775,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1172270,,,98.5,49.5,49,0.7,0.8,99.2,metazoa_odb10,"14,294",92.8,91.9,0.9,0.7,6.5,93.5,metazoa_odb10,14294,11170,14247
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Phasmatodea,Timematidae,,TCAL1,Timema californicum,61474,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR13084980,,,92.7,58.4,34.3,5.5,1.8,98.2,metazoa_odb10,"19,551",89.3,88.9,0.4,4.9,5.8,94.2,metazoa_odb10,19551,14962,19527
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Phthiraptera,Menoponidae,,MGAL1,Menopon gallinae,328185,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921619,,,95.4,51,44.4,3.4,1.2,98.8,metazoa_odb10,"17,799",85.3,79,6.3,5,9.7,90.3,metazoa_odb10,17799,15423,17602
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Phthiraptera,Pediculidae,,PHUM1,Pediculus humanus,121225,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR9617639,,,97.8,50.3,47.5,1.8,0.4,99.6,metazoa_odb10,"11,414",83.5,82.5,1,1.6,14.9,85.1,metazoa_odb10,11414,9931,11249
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Plecoptera,Perlidae,,FLAV1,Flavoperla sp. YW-2014,1471781,Transcriptome,llumina HiSeq 2000,NCBI SRA,SRR1185927 + SRR1185928,,,78.8,48.7,30.1,14.6,6.6,93.4,metazoa_odb10,"17,214",76.4,73.2,3.2,14.4,9.2,90.8,metazoa_odb10,17214,14141,17072
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Psocoptera,Ectopsocidae,,EBRI1,Ectopsocus briggsi,322492,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR645929,,,91.8,17.3,74.5,5.9,2.3,97.7,metazoa_odb10,"17,984",84.1,82.9,1.2,5.5,10.4,89.6,metazoa_odb10,17984,14122,17846
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Psocoptera,Liposcelididae,,LIPO1,Liposcelis sp. PH-2016,1924920,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR7367245,,,97.5,49.2,48.3,1.9,0.6,99.4,metazoa_odb10,"16,081",87.6,86.2,1.4,2,10.4,89.6,metazoa_odb10,16081,12649,16054
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Siphonaptera,Ceratophyllidae,ectoparasite of birds. This,CGAL1,Ceratophyllus gallinae,217689,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921577,,,97.5,52.7,44.8,1.6,0.9,99.1,metazoa_odb10,"11,908",83.9,83.6,0.3,1.5,14.6,85.4,metazoa_odb10,11908,10071,11881
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Siphonaptera,Pulicidae,,CFEL1,Ctenocephalides felis,7515,Genome,PacBio Sequel,NCBI Genome,GCF_003426905.1,,,-,-,-,-,-,-,-,-,95.5,49.7,45.8,0.7,3.4,96.2,metazoa_odb10,18878,17202,16791
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Strepsiptera,Xenidae,,XVES1,Xenos vesparum,31928,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1784897,,,85.3,21.9,63.4,4.2,10.5,89.5,metazoa_odb10,"9,131",59.7,57.7,2,4.1,36.2,63.8,metazoa_odb10,9131,7661,9057
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Thysanoptera,Thripidae,Thrips,TPAL2,Thrips palmi,161013,Genome,PacBio Sequel,Uniprot,UP000515158/GCA_012932325.1,,,-,-,-,-,-,-,-,-,97.5,96.5,1,0.1,2.4,97.6,metazoa_odb10,14332,11974,14235
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Trichoptera,Hydroptilidae,,HYDR1,Hydroptila sp. AD-2013,1325438,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921606,,,97.3,38.7,58.6,1.8,0.9,99.1,metazoa_odb10,"19,394",93.2,74,19.2,2.5,4.3,95.7,metazoa_odb10,19394,17155,19275
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Zygentoma,Lepidotrichidae,,TGER1,Tricholepidion gertschi,89825,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921654,,,82.8,64.8,18,11.6,5.6,94.4,metazoa_odb10,"26,544",80.5,79.5,1,11.3,8.2,91.8,metazoa_odb10,26544,17020,26469
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Zygentoma,Lepismatidae,,TDOM1,Thermobia domestica,89055,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921648,,,93.8,61.7,32.1,4.7,1.5,98.5,metazoa_odb10,"34,073",90.3,88.7,1.6,5.1,4.6,95.4,metazoa_odb10,34073,20249,34031
ARTHROPODA,Pancrustacea,Hexapoda/Insecta,Zygentoma,Nicoletiidae,,AFOR1,Atelura formicaria,459531,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR921568,,,92.9,50.8,42.1,5.7,1.4,98.6,metazoa_odb10,"28,382",90.3,89.5,0.8,6.1,3.6,96.4,metazoa_odb10,28382,19210,28368
BRACHIOPODA,,Craniata,Craniida,Craniidae,,NANO1,Novocrania anomala,317945,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2681681,,,99.5,10.4,89.1,0.5,0,100,metazoa_odb10,,89.4,88.4,1,2.2,8.4,91.6,metazoa_odb10,53153,23090,52891
BRACHIOPODA,,Lingulata,Lingulida,Lingulidae,,GPYR1,Glottidia pyramidata,34515,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11410648,,,98.1,17,81.1,1.5,0.4,99.6,metazoa_odb10,,85.1,83.6,1.5,1.9,13,87,metazoa_odb10,30539,18864,30063
BRACHIOPODA,,Lingulata,Lingulida ,Lingulidae,,LANA1,Lingula anatina,7574,Genome,454; Illumina MiSeq; Illumina HiSeq; PacBio,NCBI Genome,GCF_001039355.2,,,-,-,-,-,-,-,-,-,98.2,75.1,23.1,0.9,0.9,99.1,metazoa_odb10,27068,23776,26008
BRACHIOPODA,,Rhynchonellata,Rhynchonellida,Hemithirididae,,HPSI1,Hemithiris psittacea,763142,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1611556,,,92.2,26.8,65.4,5,2.8,97.2,metazoa_odb10,,78.1,73.8,4.3,6.5,15.4,84.6,metazoa_odb10,18615,14324,18177
BRACHIOPODA,,Rhynchonellata,Terebratulida,Laqueidae,,LCAL1,Laqueus californianus,33478,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1611557,,,75.5,27.1,48.4,15.2,9.3,90.7,metazoa_odb10,,69.5,60.2,9.3,15.2,15.3,84.7,metazoa_odb10,22550,16753,21669
BRACHIOPODA,,Rhynchonellata,Terebratulida,Terebrataliidae,,TTRA1,Terebratalia transversa,34513,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR2564755,,,99,13.6,85.4,0.2,0.8,99.2,metazoa_odb10,,74.3,73.3,1,0.7,25,75,metazoa_odb10,17944,12693,17866
BRACHIOPODA,,Rhynchonellata,Terebratulida,Terebratellidae,,MVEN1,Magellania venosa,406290,Transcriptome,Illumina HiSeq 2000,NCBI SRA,ERR718988,,,99,44.5,54.5,0.4,0.6,99.4,metazoa_odb10,,75.5,74.3,1.2,1.5,23,77,metazoa_odb10,17181,12908,17082
BRYOZOA,,Gymnolaemata,Cheilostomatida,Bugulidae,,BNER1,Bugula neritina,10212,Genome,PacBio,NCBI Genome,GCA_010799875.2,https://www.nature.com/articles/s41597-020-00684-y,,-,-,-,-,-,-,-,-,76.2,67,9.2,9,14.8,85.2,metazoa_odb10,25318,16563,24743
BRYOZOA,,Gymnolaemata,Cheilostomatida,Bugulidae,,DFRU1,Dendrobeania fruticosa,2893298,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR17483456,https://www.science.org/doi/10.1126/sciadv.abo4400?s=09,,80.4,53.8,26.6,10.7,8.9,91.1,metazoa_odb10,,72,67.9,4.1,10,18,82,metazoa_odb10,16121,11717,16094
BRYOZOA,,Gymnolaemata,Cheilostomatida,Flustridae,,TMEM1,Terminoflustra membranaceotruncata,2718619,Transcriptome,Illumina HiSeq 4000,NCBI SRA,SRR11343137,https://www.science.org/doi/10.1126/sciadv.abo4400?s=09,,96.9,31,65.9,1.8,1.3,98.7,metazoa_odb10,,91,60.3,30.7,3.8,5.2,94.8,metazoa_odb10,44134,27753,44096
BRYOZOA,,Gymnolaemata,Cheilostomatida,Watersiporidae,,WSUB1,Watersipora subtorquata,193294,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR11783869,,,97.4,38.8,58.6,0.9,1.7,98.3,metazoa_odb10,,79.6,76.2,3.4,1.3,19.1,80.9,metazoa_odb10,21662,12940,21626
BRYOZOA,,Gymnolaemata,Ctenostomatida,Alcyonidiidae,,ALCY1,Alcyonidium sp. KMK-2022,2969545,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR20755924,,,92.5,56,36.5,3.9,3.6,96.4,metazoa_odb10,,81.3,78.7,2.6,3.7,15,85,metazoa_odb10,16914,12262,16830
BRYOZOA,,Phylactolaemata,Plumatellida,Cristatellidae,,CMUC1,Cristatella mucedo,67896,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR20755923,,,97.7,63.8,33.9,0.9,1.4,98.6,metazoa_odb10,,88.7,86.3,2.4,1,10.3,89.7,metazoa_odb10,16463,11416,16344
BRYOZOA,,Phylactolaemata ,Plumatellida,Fredericellidae,,FSUL1,Fredericella sultana,349672,Transcriptome,NextSeq 550,NCBI SRA,SRR9089780,,,96.5,57.8,38.7,1.9,1.6,98.4,metazoa_odb10,,89.9,85.3,4.6,2.7,7.4,92.6,metazoa_odb10,29304,18154,29233
BRYOZOA,,Phylactolaemata ,Plumatellida,Pectinatellidae ,,PMAG1,Pectinatella magnifica,350071,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR20755922,,,94.4,44,50.4,3.5,2.1,97.9,metazoa_odb10,,90.7,67,23.7,3.8,5.5,94.5,metazoa_odb10,23863,17533,23756
CEPHALOCHORDATA,CEPHALOCHORDATA,Leptocardii,-,Branchiostomatidae,,BBEL1,Branchiostoma belcheri,7741,Genome,,NCBI Genome,GCF_001625305.1,,,-,-,-,-,-,-,-,-,98.6,97.6,1,0.8,0.6,99.4,metazoa_odb10,23868,21818,23486
CEPHALOCHORDATA,CEPHALOCHORDATA,Leptocardii,-,Branchiostomatidae,,BFLO1,Branchiostoma floridae,7739,Genome,Sanger; Illumina,NCBI Genome,GCF_000003815.2,,Chromosome level,-,-,-,-,-,-,-,-,95.5,94.1,1.4,2.1,2.4,97.6,metazoa_odb10,26689,24643,26073
CEPHALOCHORDATA,CEPHALOCHORDATA,Leptocardii,-,Branchiostomatidae,,BLAN1,Branchiostoma lanceolatum,7740,Genome,HiC; PacBio,NCBI Genome,GCA_927797965.1,https://www.biorxiv.org/content/10.1101/2022.01.18.476203v1.full.pdf+html,Chromosome level,-,-,-,-,-,-,-,-,97.6,96.4,1.2,1.3,1.1,98.9,metazoa_odb10,26475,22964,26219
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Krohnittidae,arrow worms,KSUB1,Krohnitta subtilis,1120154,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754744,,,86.5,30.8,55.7,8,5.5,94.5,metazoa_odb10,,79.5,73.2,6.3,8.6,11.9,88.1,metazoa_odb10,30815,17216,30748
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Pterosagittidae,arrow worms,PDRA1,Pterosagitta draco,366433,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754743,,,91.9,14,77.9,4.6,3.5,96.5,metazoa_odb10,,80.5,76.1,4.4,3.7,15.8,84.2,metazoa_odb10,28357,14708,28288
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Sagittidae,arrow worms,FHEX1,Flaccisagitta hexaptera,1562707,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754748,,,94.1,54,40.1,3,2.9,97.1,metazoa_odb10,,81.7,77.4,4.3,2.7,15.6,84.4,metazoa_odb10,22773,13125,22721
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Sagittidae,arrow worms,PGAZ1,Pseudosagitta gazellae,1562710,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754749,,,87.7,48.2,39.5,7.2,5.1,94.9,metazoa_odb10,,82.2,68.8,13.4,7,10.8,89.2,metazoa_odb10,25560,15762,25505
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Sagittidae,arrow worms,PSET1,Parasagitta setosa,366441,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754746,,,93.7,24.3,69.4,2.8,3.5,96.5,metazoa_odb10,,84.1,81.1,3,2.4,13.5,86.5,metazoa_odb10,27776,15014,27740
CHAETOGNATHA,,Sagittoidea,Aphragmophora,Sagittidae,arrow worms,SSER1,Serratosagitta serratodentata,1562712,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754747,,,88.3,18.2,70.1,7.8,3.9,96.1,metazoa_odb10,,80.9,77.1,3.8,6.8,12.3,87.7,metazoa_odb10,32372,16032,32323
CHAETOGNATHA,,Sagittoidea,Aphragmophora ,Sagittidae,arrow worms,PAEL1,Parasagitta elegans,1562708,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754742,,,94,46.9,47.1,2.4,3.6,96.4,metazoa_odb10,,85.9,82.2,3.7,2.6,11.5,88.5,metazoa_odb10,24881,14006,24829
CHAETOGNATHA,,Sagittoidea,Phragmophora,Eukrohniidae,arrow worms,EHAM1,Eukrohnia hamata,58920,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754745,,,80.7,48.2,32.5,8.8,10.5,89.5,metazoa_odb10,,75.4,69.7,5.7,7.7,16.9,83.1,metazoa_odb10,25886,14950,25851
CHAETOGNATHA,,Sagittoidea,Phragmophora,Spadellidae,arrow worms,PGOT1,Paraspadella gotoi,34758,Transcriptome,HiSeq X Ten,NCBI SRA,SRR8154656,,,73.9,38.1,35.8,21,5.1,94.9,metazoa_odb10,,66.2,64.4,1.8,22,11.8,88.2,metazoa_odb10,36644,20118,36595
CHAETOGNATHA,,Sagittoidea,Phragmophora,Spadellidae,arrow worms,SCEP1,Spadella cephaloptera,52888,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR7754750,,,73.7,32.8,40.9,13.7,12.6,87.4,metazoa_odb10,,68.6,64.8,3.8,13.1,18.3,81.7,metazoa_odb10,20264,12383,20200
CNIDARIA,,Anthozoa,Actiniaria,Actiniidae,,ATEN1,Actinia tenebrosa,6105,Genome,,NCBI Genome,GCF_009602425.1,,,-,-,-,-,-,-,-,-,94,93.4,0.6,2.8,3.2,96.8,metazoa_odb10,19980,17583,19261
CNIDARIA,,Anthozoa,Actiniaria,Edwardsiidae,,NVEC1,Nematostella vectensis,45351,Genome,,Simrbase,starletseaanemone,https://doi.org/10.1101/2020.10.30.359448,Chromosome level,-,-,-,-,-,-,-,-,90,88.6,1.4,2.1,7.9,92.1,metazoa_odb10,15355,13608,15091
CNIDARIA,,Anthozoa,Scleractinia,Dendrophylliidae,,DCRI1,Dendrophyllia cribrosa,1140371,Genome,PacBio RSII,FigShare/NCBI Genome,GCA_024195265.1,https://academic.oup.com/gbe/advance-article/doi/10.1093/gbe/evac132/6677079?login=true,Chromosome level,-,-,-,-,-,-,-,-,91.8,90.4,1.4,1.8,6.4,93.6,metazoa_odb10,30493,25607,29900
CNIDARIA,,Cubozoa,Carybdeida,Carukiidae ,,MVIR1,Morbakka virulenta,686327,Genome,,Marine Genomics,Morbakka virulenta,https://www.nature.com/articles/s41559-019-0853-y,,-,-,-,-,-,-,-,-,84.6,84.1,0.5,8.5,6.9,93.1,metazoa_odb10,24278,18155,21919
CNIDARIA,,Hydrozoa,Anthoathecata ,Hydridae ,,HVUL1,Hydra vulgaris,6087,Genome,,HydraAEP,HVAEP,https://www.biorxiv.org/content/10.1101/2022.06.21.496857v1,Chromosome level,-,-,-,-,-,-,-,-,94.7,93.3,1.4,1.7,3.6,96.4,metazoa_odb10,28917,21909,28575
CNIDARIA,,Scyphozoa,Rhizostomeae,Rhizostomatidae,,RESC1,Rhopilema esculentum,499914,Genome,,GigaDB,100720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7172023/,Chromosome level,-,-,-,-,-,-,-,-,92.4,88.9,3.5,2.2,5.4,94.6,metazoa_odb10,17219,14994,17037
CRANIATA,Agnatha,Myxini ,Myxiniformes,Myxinidae,inshore hagfish,EBUR1,Eptatretus burgeri,7764,Genome,,ENSEMBL,Eburgeri_3.2,,release 108 Ensembl,-,-,-,-,-,-,-,-,86.1,85.3,0.8,8,5.9,94.1,metazoa_odb10,16513,15249,16486
CRANIATA,Agnatha,Petromyzonti ,Petromyzontiformes ,Petromyzontidae,lamprea,PETM1,Petromyzon marinus,7757,Genome,PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,NCBI Genome,GCF_010993605.1,,Chromosome level,-,-,-,-,-,-,-,-,94.6,92.2,2.4,2.1,3.3,96.7,metazoa_odb10,17580,16333,17402
CRANIATA,Gnathostomata,Actinopterygii,Acipenseriformes,Acipenseridae,Sterlet,ARUT1,Acipenser ruthenus,7906,Genome,Illumina NovaSeq; PacBio; Hi-C,NCBI Genome,GCF_010645085.1,,Chromosome level,-,-,-,-,-,-,-,-,98.2,28,70.2,0.8,1,99,metazoa_odb10,36150,35505,34054
CRANIATA,Gnathostomata,Actinopterygii,Acipenseriformes,Polyodontidae,Mississippi paddlefish,PSPA1,Polyodon spathula,7913,Genome,Illumina HiSeq,NCBI Genome,GCF_017654505.1,,Chromosome level,-,-,-,-,-,-,-,-,98.9,50.3,48.6,0.6,0.5,99.5,metazoa_odb10,30782,30319,29968
CRANIATA,Gnathostomata,Actinopterygii,Amiiformes,Amiidae,bowfin,AMCA1,Amia calva,7924,Genome,Illumina HiSeq,NCBI Genome/Github,GCA_017591415.1,https://www.nature.com/articles/s41588-021-00914-y,Chromosome level,-,-,-,-,-,-,-,-,89.4,89.3,0.1,6.2,4.4,95.6,metazoa_odb10,21948,21119,21933
CRANIATA,Gnathostomata,Actinopterygii,Anabantiformes,Anabantidae,climbing perch,ATES1,Anabas testudineus,64144,Genome,"PacBio Sequel, Illumina HiSeqX, HiC",NCBI Genome,GCF_900324465.2,,Chromosome level,-,-,-,-,-,-,-,-,99.1,95.7,3.4,0.1,0.8,99.2,metazoa_odb10,24037,23823,23697
CRANIATA,Gnathostomata,Actinopterygii,Anabantiformes,Osphronemidae,siamese fighting fish,BSPL1,Betta splendens,158456,Genome,"PacBio Sequel, Illumina HiSeqX, HiC",NCBI Genome,GCF_900634795.3,,Chromosome level,-,-,-,-,-,-,-,-,99.3,95.6,3.7,0.1,0.6,99.4,metazoa_odb10,23145,22904,22760
CRANIATA,Gnathostomata,Actinopterygii,Anguilliformes,Anguillidae,european eel,ANGU1,Anguilla anguilla,7936,Genome,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,NCBI Genome,GCF_013347855.1,,Chromosome level,-,-,-,-,-,-,-,-,99.1,88.7,10.4,0.2,0.7,99.3,metazoa_odb10,26098,25687,25836
CRANIATA,Gnathostomata,Actinopterygii,Anguilliformes,Synaphobranchidae,Kaup's arrowtooth eel,SKAU1,Synaphobranchus kaupii,118154,Transcriptome,Illumina NovaSeq 6000,NCBI SRA,SRR15082972,,,89.9,54.6,35.3,6.9,3.2,96.8,metazoa_odb10,,84.9,79,5.9,8.3,6.8,93.2,metazoa_odb10,24804,22466,24767
CRANIATA,Gnathostomata,Actinopterygii,Atheriniformes,Synaphobranchidae,Atlantic silverside,MMEN1,Menidia menidia,238744,Genome,"shotgun sequencing, 10X Genomics, Chicago and Hi-C",NCBI Genome,GCA_907169785.1,,,-,-,-,-,-,-,-,-,83.8,80.4,3.4,3.1,13.1,86.9,metazoa_odb10,20701,20059,20133
CRANIATA,Gnathostomata,Actinopterygii,Carangiformes,Echeneidae,live sharksucker,ENAU1,Echeneis naucrates,173247,Genome,"PacBio, HiC, 10x Genomics",NCBI Genome,GCF_900963305.1,,Chromosome level,-,-,-,-,-,-,-,-,99.5,97.2,2.3,0.3,0.2,99.8,metazoa_odb10,21440,21356,21081
CRANIATA,Gnathostomata,Actinopterygii,Characiformes,Characidae,mexican tetra,AMEX1,Astyanax mexicanus,7994,Genome,PacBio Sequel,NCBI Genome,GCF_023375975.1,,Chromosome level,-,-,-,-,-,-,-,-,100,96.3,3.7,0,0,100,metazoa_odb10,26910,26304,26432
CRANIATA,Gnathostomata,Actinopterygii,Clupeiformes,Denticipitidae,denticle herring,DCLU1,Denticeps clupeoides,299321,Genome,"PacBio, HiseqX 10X Chromium, BioNano Saphyr DLE, H-C",NCBI Genome,GCF_900700375.1,,Chromosome level,-,-,-,-,-,-,-,-,99.4,88.5,10.9,0.1,0.5,99.5,metazoa_odb10,23566,23298,22535
CRANIATA,Gnathostomata,Actinopterygii,Cypriniformes,Danionidae,zebrafish,DRER1,Danio rerio,7955,Genome,,NCBI Genome,GCF_000002035.6,,Chromosome level,-,-,-,-,-,-,-,-,98,79.1,18.9,1.2,0.8,99.2,metazoa_odb10,32816,32329,28656
CRANIATA,Gnathostomata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Monterrey platyfish,XCOU1,Xiphophorus couchianus,32473,Genome,PacBio Sequel V2,NCBI Genome,GCF_001444195.1,,Chromosome level,-,-,-,-,-,-,-,-,99.8,98.5,1.3,0,0.2,99.8,metazoa_odb10,22900,22693,22540
CRANIATA,Gnathostomata,Actinopterygii,Cyprinodontiformes,Rivulidae,mangrove killifish,KMAR1,Kryptolebias marmoratus,37003,Genome,Illumina HiSeq,NCBI Genome,GCF_001649575.2,,Chromosome level,-,-,-,-,-,-,-,-,99.3,98.3,1,0.1,0.6,99.4,metazoa_odb10,22237,22060,21893
CRANIATA,Gnathostomata,Actinopterygii,Cyprinodontiformes,Rivulidae,Rio pearlfish,NWHI1,Nematolebias whitei,451745,Genome,"Illumina, HiC",NCBI Genome,GCF_014905685.2,,Chromosome level,-,-,-,-,-,-,-,-,94.9,93.4,1.5,3.7,1.4,98.6,metazoa_odb10,21345,21203,20546
CRANIATA,Gnathostomata,Actinopterygii,Elopiformes,Megalopidae,Indo-Pacific tarpon,MCYP1,Megalops cyprinoides,118141,Genome,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,NCBI Genome,GCF_013368585.1,,Chromosome level,-,-,-,-,-,-,-,-,99.9,84.8,15.1,0.1,0,100,metazoa_odb10,25414,25265,25062
CRANIATA,Gnathostomata,Actinopterygii,Esociformes,Esocidae,northern pike,ELUC1,Esox lucius,8010,Genome,PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,NCBI Genome,GCF_011004845.1,,Chromosome level,-,-,-,-,-,-,-,-,99.8,95.6,4.2,0,0.2,99.8,metazoa_odb10,24728,24246,24416
CRANIATA,Gnathostomata,Actinopterygii,Gadiformes,Gadariae,atlantic cod,GMOR1,Gadus morhua,8049,Genome,"PacBio, 10X Chromium, BioNano, Arima Hi-C",NCBI Genome,GCF_902167405.1,,Chromosome level,-,-,-,-,-,-,-,-,98.9,97,1.9,0.4,0.7,99.3,metazoa_odb10,23544,23153,23007
CRANIATA,Gnathostomata,Actinopterygii,Gobiiformes,Eleotridae,four-eyed sleeper,BSIN1,Bostrychus sinensis,86224,Transcriptome,Hiseq 2000,NCBI SRA,SRR12025878,,,93.7,51.2,42.5,4.8,1.5,98.5,metazoa_odb10,,83.5,79.7,3.8,5.2,11.3,88.7,metazoa_odb10,21899,20057,21837
CRANIATA,Gnathostomata,Actinopterygii,Gobiiformes,Oxudercidae,mudskippers,BPEC1,Boleophthalmus pectinirostris,150288,Genome,Hiseq 2000,NCBI Genome,GCF_000788275.1,,,-,-,-,-,-,-,-,-,98.9,97,1.9,0.5,0.6,99.4,metazoa_odb10,21455,21227,20849
