	Lambda_Max	Species	Opsin_Family	Accession
S715	369.00000	Homo_sapiens	SWS	AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S
S716	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S717	367.00000	Loxodonta_africana	SWS1	AY686753.1_S86F
S718	412.00000	Loxodonta_africana	SWS1	AY686753.1_I92T
S719	416.00000	Loxodonta_africana	SWS1	AY686753.1_V116L
S720	359.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T
S721	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,V116L
S722	411.00000	Loxodonta_africana	SWS1	AY686753.1_I92T,V116L
S723	360.00000	Loxodonta_africana	SWS1	AY686753.1_S86F,I92T,V116L
S724	552.00000	Loxodonta_africana	LWS	AY686754.1
S725	558.00000	Loxodonta_africana	LWS	AY686754.1_A180S
S726	363.00000	Callosobruchus_maculatus	IV-UVS	OP722929.1
S727	511.00000	Callosobruchus_maculatus	IV-LWS	OP722946.1
S728	431.00000	Chrysochroa_rajah	inv-UVS	OP722930.1
S729	356.00000	Chrysochroa_rajah	IV-UVS	OP722931.1
S730	357.00000	Chrysochroa_mniszechii	IV-UVS	OP722932.1
S731	442.00000	Chrysochroa_mniszechii	IV-UVS	OP722933.1
S732	584.00000	Chrysochroa_rajah	IV-LWS	OP722947.1
S733	509.00000	Chrysochroa_rajah	IV-LWS	OP722948.1
S734	572.00000	Chrysochroa_mniszechii	IV-LWS	OP722949.1
S735	507.00000	Chrysochroa_mniszechii	IV-LWS	OP722950.1
S736	352.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A
S737	359.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_F261Y
S738	358.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A_F261Y
S739	507.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T
S740	511.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_V211C
S741	519.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T_V211C
S742	563.00000	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S743	563.00000	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S744	561.00000	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S745	558.00000	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S746	558.00000	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S747	536.00000	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S748	561.00000	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S749	564.00000	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S750	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S751	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S752	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S753	533.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S754	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S755	554.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S756	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S757	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S758	533.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S759	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
S760	501.70000	Bos_taurus	Rh1	NM_001014890.2_T160A
S761	499.00000	Bos_taurus	Rh1	NM_001014890.2_I259M
S762	359.00000	Phodopus_sungorus	SWS1	JQ036217
S763	376.00000	Phodopus_sungorus	SWS1	JQ036217_F86Y
S764	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90A
S765	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90C
S766	424.00000	Mus_musculus	UVS	NP_031564.1_F86Y
S767	430.00000	Mus_musculus	UVS	NP_031564.1_F86Y_T93I_A97T
S768	354.00000	Mus_musculus	UVS	NP_031564.1_E113A
S769	352.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S770	367.00000	Bos_taurus	SWS1	U92557.1_Y86F
S771	361.00000	Bos_taurus	SWS1	U92557.1_Y86F_I93T_T97A
S772	431.00000	Bos_taurus	SWS1	U92557.1_S90C
S773	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM
S774	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_S90C
S775	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86S
S776	365.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F
S777	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F_S90C
S778	539.00000	Neogonodactylus_oerstedii	IV-LWS	MT112877
S779	611.00000	Neogonodactylus_oerstedii	IV-LWS	MT112883
S780	542.00000	Sympetrum_frequens	IV-LWS	LC009064
S781	557.00000	Sympetrum_frequens	IV-LWS	LC009061
S782	577.00000	Epargyreus_clarus	IV-LWS	OK930070.1
S783	532.00000	Macroglossum_stellatarum	IV-LWS	KF539444
S784	532.00000	Automeris_io	IV-LWS	OK930069.1
S785	537.00000	Anisota_stigma	IV-LWS	OK930068.1
S786	518.00000	Callophrys_sheridanii	IV-LWS	MN831887.1
S787	500.00000	Bos_taurus	Rh1	NM_001014890_H195T
S788	499.00000	Bos_taurus	Rh1	NM_001014890_H195S
S789	482.00000	Physeter_catodon	Rh1	XM_007126220
S790	482.00000	Physeter_catodon	Rh1	XM_007126220_T195H
S791	482.00000	Physeter_catodon	Rh1	XM_007126220_T195K
S792	431.00000	Ochotona_princeps	SWS1	XM_004592516
S793	443.00000	Ochotona_princeps	SWS1	XM_004592516_A86F
S794	433.00000	Ochotona_princeps	SWS1	XM_004592516_N93T
S795	363.00000	Ochotona_princeps	SWS1	XM_004592516_A86F_N93T
S796	370.00000	Mus_musculus	SWS1	NP_031564.1_F86A
S797	365.00000	Mus_musculus	SWS1	NP_031564.1_T93N
S798	430.00000	Mus_musculus	SWS1	NP_031564.1_F86A_T93N
S799	353.00000	Mus_musculus	SWS1	NP_031564.1_E114Q
S800	353.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114A
S801	415.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114E
S802	352.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114G
S803	365.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114N
S804	371.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114H
S805	429.00000	Xenopus_laevis	SWS1	NM_001085652.1_G116A
S806	425.00000	Xenopus_laevis	SWS1	NM_001085652.1_G116D
S807	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	LC543598
S808	482.00000	Laticauda_semifasciata	Rh1	LC543599
S809	494.00000	Emydocephalus_ijimae	Rh1	LC543603
S810	490.00000	Hydrophis_ornatus	Rh1	LC543606
S811	551.00000	Hydrophis_ornatus	LWS	LC543597
S812	539.00000	Aotus_azaraiboliviensis	LWS	AB081277.2
S813	532.00000	Saimiri_sciureus	LWS	AH006283
S814	532.00000	Saimiri_sciureus	LWS	AH006283_I232F
S815	533.00000	Saimiri_sciureus	LWS	AH006283_S236G
S816	533.00000	Saimiri_sciureus	LWS	AH006283_I232F_S236G
S817	545.00000	Saimiri_sciureus	LWS	AH006282
S818	545.00000	Saimiri_sciureus	LWS	AH006282_I232F
S819	546.00000	Saimiri_sciureus	LWS	AH006282_S236G
S820	546.00000	Saimiri_sciureus	LWS	AH006282_I232F_S236G
S821	558.00000	Saimiri_sciureus	LWS	AH006281
S822	559.00000	Saimiri_sciureus	LWS	AH006281_F232I
S823	556.00000	Saimiri_sciureus	LWS	AH006281_G236S
S824	559.00000	Saimiri_sciureus	LWS	AH006281_F232I_G236S
S825	555.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A
S826	536.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y
S827	550.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_Y277F
S828	543.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_T285A
S829	527.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_A308S
S830	533.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_H197Y
S831	545.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_ S180A_Y277F
S832	536.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_T285A
S833	525.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_ S180A_A308S
S834	522.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y_T285A
S835	516.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y_A308S
S836	534.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_Y277F_T285A
S837	512.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_H197Y_A308S
S838	532.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_Y277F_T285A
S839	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F
S840	439.00000	Anolis_carolinensis	SWS2	AF133907_V49I
S841	438.00000	Anolis_carolinensis	SWS2	AF133907_G164A
S842	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A
S843	438.00000	Anolis_carolinensis	SWS2	AF133907_I46L_V49I_G164A
S844	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_G164A
S845	438.00000	Anolis_carolinensis	SWS2	AF133907_I46A_V49I_G164A
S846	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52A_G164A
S847	442.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269S
S848	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52F_G164A
S849	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269C
S850	444.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269T
S851	448.00000	Carassius_auratus	SWS2	L11864_A269S
S852	444.00000	Carassius_auratus	SWS2	L11864_A269C
S853	449.00000	Carassius_auratus	SWS2	L11864_A269T
S854	448.00000	Columba_livia	SWS2	AH007799.2_S269A
S855	450.00000	Columba_livia	SWS2	AH007799.2_S269C
S856	453.00000	Columba_livia	SWS2	AH007799.2_S269T
S857	430.00000	Anopheles_stephensi	IV-SWS	LC710140
S858	500.00000	Anopheles_stephensi	IV	AB753162
S859	347.00000	Drosophila_melanogaster	IV-RH	NM_079687.3
S860	486.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126F
S861	344.00000	Drosophila_melanogaster	IV	NM_079687.3_F133Y
S862	436.00000	Drosophilia_melanogaster	Rh-MWS	U67905.1
S863	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_H38P_R42L
S864	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_A53Y
S865	377.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_N104K
S866	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_I110Y
S867	436.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_D125Q_Y127F
S868	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_F147Y
S869	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_T173I_W176Y
S870	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_R243F
S871	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_S325A
S872	420.00000	Drosophila_melanogaster	IV	NM_079687.3_K110N
S873	421.00000	Drosophila_melanogaster	IV	NM_079687.3_K110E
S874	488.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126E
S875	345.00000	Drosophila_melanogaster	IV-RH	AF184224
S876	350.00000	Drosophila_melanogaster	IV-RH	AY060299
S877	450.00000	Drosophila_melanogaster	IV-RH	AY060299_K168E
S878	513.00000	Limulus_polyphemus	IV-RH	L03782.1
