Name	!color
J9L0Z6	#00fffc
A0A0R4IEG0	#6600b8
P31356.2	#00ffa9
AMP|TeSal|LWS|GDUJ01056749.1	#51ff00
AMP|TeSal|LWS|GDUJ01056750.1	#7cff00
AMP|TeSal|MWS|GDUJ01058424.1	#00fff0
DEC|Cashu|LWS|O16018.1	#36ff00
DEC|Proclar|LWS|ALJ26467	#8cff00
DEC|Proclar|UVS|ALJ26468	#67006b
DEC|Prmil|LWS|O16020.1	#3bff00
DEC|Hoame|LWS|GEBG01003046.1	#71ff00
DEC|Hoame|LWS|GEBG01002274.1	#bdff00
DEC|Hoame|MWS|GEBG01045558.1	#00b5ff
DEC|Hoame|Rh7|GEBG01043356.1	#006aff
DEC|Nenor|MWS|TRINITY_DN40381_c2_g1_i1	#0091ff
DEC|Nenor|MWS|TRINITY_DN40238_c0_g2_i1	#3c00e4
DEC|Nenor|UVS|TRINITY_DN40238_c0_g1_i1	#610061
DEC|Opgra|LWS|KP234271.1	#20ff00
DEC|Opgra|MWS|KP234273.1	#00e8ff
DEC|Sydeb|MWS|KP234267.1	#00d6ff
DEC|Sydeb|MWS|KP234272.1	#00f4ff
DEC|Jaedw|LWS|TRINITY_DN17377_c0_g1_i1	#78ff00
DEC|Camae|MWS|TRINITY_DN16550_c0_g1_i1	#43ff00
DEC|Camae|MWS|TRINITY_DN16550_c0_g2_i1	#00fffc
DEC|Camae|Rh7|TRINITY_DN78883_c0_g1_i1	#00ff4d
DEC|Camae|UVS|TRINITY_DN20290_c2_g1_i1	#610061
DEC|Potri|MWS|GFFJ01043922.1	#00daff
DEC|Potri|MWS|GFFJ01063125.1	#00ff8d
DEC|Hesan|MWS|BAA09132	#00ffeb
DEC|Hesan|MWS|BAA09133	#00c5ff
EUP|EuSup|LWS|KU682724.1	#adff00
EUP|EuSup|MWS|KU682723.1	#00fff8
EUP|EuSup|MWS|KU682722.1	#00ffe9
EUP|EuSup|MWS|KU682720.1	#40ff00
EUP|EuSup|MWS|KU682721.1	#29ff00
EUP|MeNor|LWS|GETT01283780.1	#37ff00
EUP|MeNor|MWS|GETT01397515.1	#00ffbc
EUP|MeNor|MWS|GETT01199524.1	#00d4ff
EUP|MeNor|MWS|GETT01096125.1	#20ff00
EUP|MeNor|MWS|GETT01096124.1	#1fff00
EUP|MeNor|MWS|GETT01042517.1	#00ff50
EUP|MeNor|MWS|GETT01007359.1	#00dfff
EUP|MeNor|Rc|GETT01182115.1	#00ffc1
EUP|MeNor|Rc|GETT01285495.1	#00ff8f
MYS|Prafle|MWS|TRINITY_DN1029_c0_g1_i4	#0008ff
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i11	#002cff
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i41	#0021ff
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i14	#000fff
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i27	#3a00e5
MYS|Prafle|MWS|TRINITY_DN178_c0_g1_i43	#5000d4
MYS|Prafle|MWS|TRINITY_DN388_c0_g1_i5	#3400e9
MYS|Prafle|MWS|TRINITY_DN198_c0_g1_i24	#0087ff
MYS|Prafle|UVS|TRINITY_DN1362_c0_g1_i3	#3700e7
STO|Pscil|LWS|contig03150	#9eff00
STO|Pscil|LWS|contig03154	#78ff00
STO|Pscil|LWS|contig03386	#62ff00
STO|Pscil|LWS|contig03405	#ffe600
STO|Pscil|LWS|contig03423	#ffd100
STO|Pscil|UVS|contig03244	#610061
STO|Neoer|LWS|QIW86049	#74ff00
STO|Neoer|LWS|QIW86023	#7cff00
STO|Neoer|LWS|QIW86035	#5eff00
STO|Neoer|LWS|QIW86038	#42ff00
STO|Neoer|LWS|QIW86029	#6dff00
STO|Neoer|LWS|QIW86043	#46ff00
STO|Neoer|LWS|QIW86041	#80ff00
STO|Neoer|LWS|QIW86042	#9aff00
STO|Neoer|LWS|QIW86045	#41ff00
STO|Neoer|LWS|QIW86036	#77ff00
STO|Neoer|LWS|QIW86025	#20ff00
STO|Neoer|LWS|QIW86050	#45ff00
STO|Neoer|LWS|QIW86047	#ff9900
STO|Neoer|LWS|QIW86046	#fff100
STO|Neoer|LWS|QIW86048	#64ff00
STO|Neoer|MWS|QIW86026	#00a3ff
STO|Neoer|MWS|QIW86027	#00f7ff
STO|Neoer|MWS|QIW86030	#00e9ff
STO|Neoer|MWS|QIW86031	#00c7ff
STO|Neoer|MWS|QIW86033	#00a0ff
STO|Neoer|MWS|QIW86034	#007fff
STO|Neoer|MWS|QIW86051	#2eff00
STO|Neoer|MWS|QIW86024	#9eff00
STO|Neoer|MWS|QIW86028	#00ffe5
STO|Neoer|MWS|QIW86032	#47ff00
STO|Neoer|UVS|AIF73508	#610061
STO|Neoer|UVS|AIF73507	#6e0081
STO|Neoer|UVS|AIF73509	#610061
STO|Sqemp|LWS|ACU00238	#45ff00
CM040789.1-11491416-11493340	#cbff00
CM040777.1-29324092-29325590	#00a3ff
CM040777.1-29327749-29329374	#00c6ff
CM040777.1-29331180-29332868	#00ddff
CM040777.1-29339014-29340710	#00ff61
CM040777.1-29345636-29347342	#00ff53
CM040777.1-29352465-29354170	#00ff4f
CM040769.1-11471795-11473579	#610061
CM040789.1-11496198-11498200	#2000f4
CM021303.1-541278-548119	#9dff00
CM021301.1-4736986-4742234	#0a00fd
CM022752.1-28601210-28602878	#bcff00
CM022759.1-29174488-29179904	#00ff6f
CM030126.1-45387092-45389710	#bdff00
CM030125.1-10552413-10556698	#610061
CM030125.1-10567419-10574566	#6c00aa
CM030126.1-45376438-45378629	#003dff
CM026069.1-32833143-32835013	#b6ff00
CM026069.1-32844536-32846409	#94ff00
CM026069.1-32848598-32850394	#b6ff00
CM026086.1-21607949-21609363	#67ff00
CM026069.1-18214713-18216201	#3cff00
CM026069.1-18231422-18234725	#00bcff
CM026087.1-172472-173876	#610061
CM026069.1-32816154-32817816	#0018ff
CM026069.1-32819725-32821701	#6f009a
CM023575.1-38261493-38263763	#00fdff
CM023575.1-38269492-38277829	#00deff
CM023577.1-5450528-5453270	#4900da
CM045893.1-38990589-38992904	#00fffd
CM045893.1-38998660-39007447	#00b8ff
CM045895.1-5146035-5149088	#4900da
JANHZZ010000004.1-8068654-8071710	#73ff00
JANHZZ010000010.1-347983-349545	#28ff00
JANHZZ010000010.1-357224-358789	#20ff00
JANHZZ010000362.1-66476-67764	#610061
JANHZZ010000004.1-8054961-8057272	#0a00fc
JANHZZ010000004.1-8058263-8061564	#5900cb
CM010442.1-15316451-15318225	#adff00
QPKE01000230.1-256887-258701	#afff00
CM010435.1-15351685-15353995	#610061
CM010442.1-15320991-15323204	#0016ff
QPKE01000230.1-250542-252545	#0047ff
LR535861.1-4190516-4192205	#aeff00
LR535861.1-4193803-4195415	#b9ff00
LR535861.1-26351412-26353232	#00f9ff
LR535867.1-29121550-29123398	#12ff00
LR535872.1-1327376-1329013	#6e0083
CM056183.1-43445656-43447712	#00fffb
CM056183.1-43459425-43461764	#00fdff
CM056186.1-36153059-36158167	#3500e8
CM042222.1-10044182-10046066	#8fff00
CM042222.1-10060708-10062368	#0085ff
NW_015150482.1-1832622-1834406	#b4ff00
NW_015150482.1-1841361-1843102	#72ff00
NW_015150482.1-1850260-1851999	#b6ff00
NW_015150490.1-213895-215050	#00ff73
NW_015151625.1-154045-158148	#00ffe6
NW_015151625.1-174498-175999	#00ff3c
NW_015151625.1-186536-188039	#34ff00
NW_015150855.1-655013-656436	#610061
NW_015150482.1-1860158-1861984	#6f00a0
NW_015150482.1-1863515-1865091	#000aff
CM031272.1-15222109-15223844	#aaff00
CM031247.1-14471408-14473371	#0006ff
CM031272.1-15226707-15228973	#0016ff
CM002895.2-25477741-25479507	#b2ff00
CM002895.2-25481285-25482788	#a4ff00
CM002895.2-25472890-25475184	#5c00c7
CM045450.1-25534182-25536269	#8cff00
CM045450.1-14182839-14184445	#3aff00
CM045450.1-14214838-14217670	#0094ff
CM045450.1-25523804-25527658	#5600ce
JAAKFY010000006.1-12620501-12622471	#c5ff00
JAAKFY010000006.1-22099454-22101221	#00d9ff
JAAKFY010000177.1-185967-190145	#610061
JAAKFY010000177.1-55933-59962	#610061
JAKOON010000003.1-10033272-10036335	#73ff00
JAKOON010000003.1-17273826-17275385	#28ff00
JAKOON010000003.1-17283050-17284616	#22ff00
JAKOON010000003.1-10020143-10022453	#0a00fc
JAKOON010000003.1-10023444-10026607	#5900cb
CM021609.1-17924472-17927228	#c8ff00
CM021609.1-17929345-17932149	#9bff00
CM021610.1-5607959-5611779	#c2ff00
CM021610.1-5613349-5616175	#a3ff00
CM021609.1-33796474-33799460	#00ffc0
CM021609.1-33804575-33806199	#00daff
CM021609.1-36387835-36389591	#00ff0f
CM021609.1-36391073-36394184	#00ff04
CM021615.1-7494265-7500539	#610061
JAPEHP010000010.1-18956164-18957727	#b6ff00
JAPEHP010000019.1-29627539-29634681	#a9ff00
JAPEHP010000010.1-26542240-26544735	#00eeff
JAPEHP010000010.1-26546208-26548928	#00c3ff
JAPEHP010000010.1-26577516-26578944	#00ff42
JAPEHP010000010.1-18964747-18970484	#2700f0
JAPEHP010000010.1-18972218-18975142	#004fff
CM022124.2-7372871-7374303	#92ff00
CM022129.2-35461511-35463345	#b8ff00
CM022129.2-37074921-37076737	#6dff00
CM022129.2-37086872-37088639	#baff00
CM022129.2-20492178-20493674	#33ff00
CM022129.2-20507959-20511304	#00ebff
CM022129.2-35475672-35477602	#700090
CM022129.2-35480297-35481962	#2e00ec
JAGKPV010000012.1-431504-433690	#baff00
JAGKPV010000100.1-130278-133329	#00ffea
JAGKPV010000100.1-142147-143697	#4aff00
JAGKPV010000100.1-156602-158124	#31ff00
JAGKPV010002448.1-3094-4503	#610061
JAGKPV010000012.1-439655-442067	#4700dc
JAGKPV010000012.1-445734-447621	#004cff
OMLM01020147.1-72604-74339	#a9ff00
OMLM01009395.1-119869-127814	#0f00fb
OMLM01020147.1-89809-92494	#3c00e4
OMLM01020147.1-93489-95549	#2000f4
JAOYNJ010000008.1-2182853-2184721	#ceff00
JAOYNJ010000008.1-10387245-10388921	#3fff00
JAOYNJ010000008.1-2175437-2177119	#0062ff
CM049396.1-18130732-18132327	#2bff00
CM049396.1-18222814-18225656	#00edff
CM049416.1-25080106-25082404	#610061
CM049416.1-25084904-25088871	#610061
CM049396.1-26042653-26045132	#4700dc
CM049396.1-26049816-26051743	#0400fe
CM004434.2-575361-577023	#cfff00
CM004430.2-20853051-20857167	#00ff11
CM044664.1-14410069-14412122	#c7ff00
CM044664.1-14416674-14418827	#b6ff00
CM044664.1-24147223-24150850	#00d0ff
CM044664.1-24152781-24156226	#00f1ff
CM044664.1-24221182-24222702	#32ff00
CM044664.1-14426910-14429130	#5a00c9
CM044664.1-14430619-14432544	#0300ff
CM044664.1-14434190-14435867	#0039ff
JALXJV020000004.1-34211351-34213914	#b1ff00
JALXJV020000004.1-34222320-34224179	#afff00
JALXJV020000004.1-34233521-34235602	#bbff00
JALXJV020000004.1-34248113-34249975	#bdff00
JALXJV020000004.1-22992995-22994705	#2aff00
JALXJV020000024.1-12523733-12525408	#2eff00
JALXJV020000022.1-2653366-2708260	#0020ff
JALXJV020000004.1-34188775-34191691	#0a00fc
CM034592.1-11638502-11640981	#caff00
CM034592.1-26174334-26178046	#00c8ff
CM034592.1-26183244-26187095	#00f5ff
CM034592.1-26192691-26194265	#15ff00
CM034592.1-26206935-26208463	#3bff00
CM034605.1-34426889-34435666	#2a00ee
CM034592.1-11649517-11653665	#5f00c4
CM034592.1-11655213-11658904	#002eff
CM034592.1-11660152-11662727	#0044ff
CM009184.2-8190506-8192716	#baff00
CM009184.2-21969940-21971455	#2eff00
CM009184.2-21987172-21988859	#4aff00
CM009184.2-21996380-21999437	#00dfff
CM009184.2-8175443-8177534	#004cff
CM009184.2-8181882-8184286	#4c00d8
CM032877.1-20673381-20676805	#6cff00
CM032879.1-6346246-6349020	#b4ff00
CM032879.1-6351340-6356821	#9fff00
CM032883.1-14892735-14897215	#77ff00
CM032882.1-27981071-27983929	#00fff9
CM032899.1-22167118-22170437	#6600b8
CM032879.1-6370419-6374004	#0036ff
JACBYK010000004.1-32230350-32232239	#b1ff00
JACBYK010000004.1-32240168-32242021	#b1ff00
JACBYK010000004.1-32251648-32253571	#bbff00
JACBYK010000004.1-20387947-20389648	#2aff00
JACBYK010000023.1-13725000-13726705	#2eff00
JACBYK010000019.1-32039465-32075132	#001cff
JACBYK010000004.1-32204416-32207355	#0f00fb
CM039558.1-21024497-21026341	#b7ff00
CM039558.1-5965175-5967426	#00fcff
CM039558.1-5974364-5975847	#34ff00
CM039558.1-5977350-5979145	#00ff65
CM039558.1-5985750-5992693	#34ff00
CM039558.1-6000685-6002175	#30ff00
CM039558.1-21007511-21009141	#0083ff
CM039558.1-21010258-21012104	#000aff
CM039558.1-21016174-21018268	#4200df
CM037762.1-4610716-4616203	#bfff00
CM037766.1-60876160-60879674	#8bff00
CM037766.1-60881076-60883108	#beff00
JAGYUW010005161.1-47227-52575	#bfff00
JAGYUW010005510.1-95834-101370	#beff00
CM037751.1-26690026-26691574	#00ff4d
CM037751.1-26709389-26710961	#04ff00
CM037751.1-26729047-26733531	#00ffb5
CM037751.1-26737317-26746633	#00f5ff
CM037766.1-60863369-60865494	#000cff
CM041659.1-21515656-21517684	#beff00
CM041659.1-21519098-21522605	#8cff00
JAJNGS010012207.1-54-4998	#aeff00
CM041670.1-32363729-32374160	#00c9ff
CM041670.1-32380948-32383724	#00f8ff
CM041670.1-32416292-32417864	#03ff00
CM041670.1-32435477-32437126	#05ff00
CM041682.1-8630559-8632351	#610061
CM041659.1-21532814-21534910	#000cff
CM007718.2-20950529-20952561	#b6ff00
CM007718.2-20953959-20957503	#8cff00
ML762285.1-10499185-10507609	#aeff00
CM007722.2-54859691-54870031	#00f5ff
CM007722.2-54876033-54880345	#00ffc6
CM007722.2-54903303-54904889	#07ff00
CM007722.2-54926311-54927963	#00ff00
CM007726.2-14954864-14956594	#610061
CM007718.2-20969235-20971326	#000cff
CM023235.2-74854126-74857660	#8cff00
CM023235.2-74859081-74861109	#beff00
CM023239.2-3385405-3391240	#aeff00
CM023225.2-67748371-67759274	#00fbff
CM023225.2-67766610-67769690	#00ffc4
CM023225.2-67792704-67794287	#07ff00
CM023225.2-67806018-67807662	#04ff00
CM023239.2-32456168-32457903	#610061
CM023235.2-74839712-74841864	#000fff
CM031200.1-20293728-20295752	#b6ff00
CM031200.1-20297166-20300734	#8cff00
JAEPEU010006067.1-94076-100352	#afff00
CM031205.1-52753264-52761964	#00f5ff
CM031205.1-52771225-52775539	#00ffc6
CM031205.1-52797411-52798997	#07ff00
CM031205.1-52840744-52842394	#06ff00
CM031213.1-11214347-11216102	#610061
CM031200.1-20312519-20314670	#000cff
JACSYO010000324.1-2155716-2157654	#b6ff00
JACSYO010000406.1-268028-270995	#009cff
JACSYO010000406.1-272817-274419	#2eff00
JACSYO010000406.1-281917-283519	#26ff00
JACSYO010001991.1-17667-19669	#610061
JACSYO010000324.1-2170454-2171940	#004aff
CM020912.1-7210184-7211828	#71ff00
CM020912.1-7225596-7227233	#97ff00
CM020912.1-7257936-7259615	#85ff00
CM020912.1-18732144-18737784	#00ecff
CM020912.1-19246620-19248212	#00ff1d
CM020912.1-7274475-7279533	#1f00f4
OX438717.1-7713841-7715841	#7eff00
OX438717.1-17607003-17608484	#00f5ff
OX438717.1-17616224-17617745	#2aff00
OX438717.1-17624217-17626701	#00f0ff
OX438717.1-17630333-17633654	#00ceff
OX438717.1-7722672-7726084	#5d00c5
OX438717.1-7730272-7732334	#0069ff
OX438717.1-7733940-7735447	#008aff
CM028873.1-19386776-19388781	#97ff00
CM028873.1-12037557-12038984	#00f5ff
CM028873.1-12046490-12047994	#2aff00
CM028873.1-12052746-12055199	#00f0ff
CM028873.1-12058174-12061168	#00ceff
CM028868.1-16821700-16823619	#610061
CM028873.1-19395537-19399083	#5d00c5
CM028873.1-19402155-19404193	#005fff
CM028873.1-19405808-19407351	#0092ff
OX374649.1-23238768-23240769	#79ff00
OX374649.1-12891818-12895008	#00cdff
OX374649.1-12902281-12903804	#2aff00
OX374649.1-12911198-12912687	#00f5ff
OX374649.1-23219170-23220715	#004bff
OX374649.1-23222324-23224380	#005cff
OX374649.1-23227522-23231827	#5d00c6
KI519611.1-3398267-3399658	#24ff00
KI519790.1-939769-941574	#9eff00
KI519612.1-5729328-5730808	#2dff00
KI519612.1-5743094-5747756	#00d8ff
KI519791.1-12351-13930	#0b00fc
KI519791.1-8644-10450	#6600b8
KQ546212.1-242439-244233	#91ff00
KQ546265.1-181555-182946	#2eff00
KQ545903.1-23593-25072	#2dff00
KQ545903.1-46295-54142	#00dbff
KQ547048.1-12332-13911	#0300ff
KQ547048.1-8651-10456	#6e00a3
KQ551879.1-182111-183502	#1cff00
KQ552994.1-112647-114452	#9aff00
KQ551285.1-549304-550783	#2dff00
KQ551285.1-562921-570809	#00d8ff
KQ553141.1-12228-13807	#0c00fc
KQ553141.1-8522-10327	#6800b5
CM002710.1-30924401-30926197	#70ff00
CM002710.1-30930294-30939848	#28ff00
CM002710.1-30945515-30947312	#56ff00
CM002726.1-11303785-11305175	#8eff00
CM002710.1-3901715-3905940	#00beff
CM002710.1-3918624-3920116	#2dff00
KK215283.1-1382952-1384348	#610061
CM002710.1-30956174-30957974	#6f009a
CM002710.1-30960072-30962694	#0c00fc
OX465135.1-16177561-16179219	#11ff00
OX465135.1-16181274-16183338	#00ff0b
OX465135.1-16186916-16188595	#11ff00
OX465135.1-5200197-5203297	#3400e9
OX465135.1-5204311-5206301	#0d00fb
CM030265.1-20436571-20440318	#b1ff00
CM030256.1-12525120-12527848	#610061
JH419383.1-22476-24683	#b9ff00
JH419217.1-2922484-2925539	#00ffea
JH419217.1-2934487-2936035	#4aff00
JH419217.1-2946472-2947988	#33ff00
JH419383.1-30686-33089	#4700dc
JH419383.1-37195-39273	#004cff
CABVRH030000017.1-8996933-8999001	#a0ff00
CABVRH030000017.1-752938-754475	#00ff42
CABVRH030000017.1-759777-761272	#00ff2d
CABVRH030000004.1-18080-19868	#610061
CABVRH030000017.1-8986457-8987953	#0034ff
CM032078.1-21064334-21066112	#b5ff00
CM032073.1-20148100-20149638	#00efff
CM032073.1-20153521-20155155	#00ff53
CM032071.1-6756015-6758188	#610061
CM032078.1-21059599-21061522	#001cff
HG993266.1-61384831-61390305	#aeff00
HG993271.1-79295027-79304434	#8cff00
HG993271.1-79305859-79307889	#b1ff00
HG993281.1-16262629-16264600	#bbff00
HG993281.1-38138278-38141425	#00ffbb
HG993281.1-38181576-38183163	#09ff00
HG993281.1-38202939-38204611	#04ff00
HG993271.1-79270569-79272761	#000fff
CAAJIE020001087.1-2394722-2401898	#aeff00
CAAJIE020001087.1-2497926-2504571	#aeff00
LR584411.1-20296374-20298403	#b1ff00
LR584411.1-20299788-20303753	#8cff00
LR584431.1-45419506-45421483	#b9ff00
LR584431.1-23775128-23776808	#00ff1b
LR584431.1-23800349-23801928	#08ff00
LR584431.1-23845115-23848405	#00ffb8
LR584443.1-21883284-21885051	#610061
LR584411.1-20324478-20326667	#002aff
CM024495.1-40260334-40262186	#adff00
CM024495.1-40279048-40280846	#afff00
CM024495.1-40297288-40298944	#abff00
CM024495.1-40320164-40321803	#b0ff00
CM024495.1-4333982-4338021	#00ffbe
CM024495.1-4843473-4845074	#00ff3c
CM024496.1-36219198-36224391	#00fbff
CM024495.1-40240731-40245402	#1a00f6
CM044591.1-11577931-11579841	#bdff00
CM044577.1-33115225-33116635	#008dff
CM044577.1-33117861-33119349	#00a2ff
CM044577.1-33121440-33123050	#00c8ff
CM044577.1-33124782-33126439	#00deff
CM044577.1-33131111-33132811	#00ff66
CM044577.1-33151245-33159988	#00ff48
CM044571.1-10973345-10975165	#610061
CM044591.1-11582670-11584627	#2800ef
CM050005.1-12006017-12007862	#baff00
CM050005.1-20641599-20644444	#0097ff
CM050005.1-20646696-20652680	#00f5ff
CM050005.1-20662669-20664209	#28ff00
CM050005.1-11991715-11993446	#2c00ed
CM050005.1-11997520-12000058	#4600dd
CAKAKW010031955.1-1807-5678	#aaff00
CAKAKW010019819.1-17688-19236	#03ff00
CAKAKW010029150.1-2384-5916	#00c1ff
CAKAKW010029150.1-8885-13727	#00f4ff
CAKAKW010018030.1-6891-9685	#610061
CAKAKW010031955.1-13246-16680	#5b00c8
CAKAKW010031955.1-21014-23358	#006aff
CAKAKW010031955.1-24824-27416	#007fff
CAKAMT010024103.1-8737-12815	#aaff00
CAKAMT010002343.1-2144-5778	#00c5ff
CAKAMT010024078.1-17667-19216	#03ff00
CAKAMT010019793.1-12746-15058	#610061
CAKAMT010010931.1-10347-12707	#0064ff
CAKAMT010010931.1-14173-16757	#005dff
CAKAMT010010931.1-2591-6022	#5b00c8
CAKAOJ020000194.1-1180731-1184707	#bbff00
CAKAOJ020000034.1-2385163-2386710	#00ff0b
CAKAOJ020000034.1-2413328-2421299	#00f8ff
CAKAOJ020000034.1-2424202-2428819	#00c6ff
CAKAOJ020000438.1-489771-492235	#610061
CAKAOJ020000194.1-1164032-1166545	#4600dc
CAKAOJ020000194.1-1168152-1170584	#2100f3
CAKAOJ020000194.1-1172363-1175972	#5d00c6
OX393528.1-9544021-9545976	#c2ff00
OX393528.1-19453886-19457380	#00c7ff
OX393528.1-19460007-19462994	#00eaff
OX393528.1-19469223-19470997	#31ff00
OX393528.1-19478246-19479705	#0aff00
OX393546.1-1278606-1281949	#610061
OX393528.1-9558432-9560798	#000fff
CAAKHL010000062.1-1042253-1043942	#bcff00
CAAKHL010000020.1-1044475-1046004	#1fff00
CAAKHL010000062.1-1033860-1035278	#0079ff
CAAKHL010000062.1-1036126-1038164	#6400bb
OU342715.1-19466888-19468875	#aaff00
OU342715.1-13544309-13545898	#32ff00
OU342715.1-13552739-13554338	#2fff00
OU342715.1-19454260-19455737	#008aff
OU342715.1-19458561-19460839	#4b00d8
OU607595.1-29501964-29504079	#cfff00
OU607595.1-18571586-18573345	#34ff00
OU607595.1-18579780-18583441	#00fff5
OU607595.1-18591682-18593282	#00ffa3
OU607595.1-18600671-18603170	#00f2ff
OU607595.1-18611848-18615118	#0099ff
OU607614.1-72295-73639	#610061
OU607595.1-29481707-29483873	#2100f3
OU607595.1-29487805-29490652	#5500cf
CM028883.1-13240801-13242383	#31ff00
CM028883.1-13250366-13252020	#2aff00
CM028883.1-13256982-13259330	#00f0ff
CM028883.1-13262035-13265704	#0099ff
CM028894.1-399-1817	#610061
CADEHM010000786.1-3921957-3923754	#a6ff00
CADEHM010000386.1-2569896-2571764	#00ddff
CADEHM010000685.1-7764-19876	#610061
CADEHM010000786.1-3908739-3912283	#3f00e1
JAAOOA010000399.1-5425024-5426817	#a7ff00
JAAOOA010000399.1-15676569-15678434	#00ddff
JAAOOA010000399.1-5437502-5441006	#2100f3
Apis_mellifera_Lop2_LW2_ocellar	#0cff00
Bombus_impatiens_LWRh2	#4eff00
Bombus_terrestris_LW2	#4eff00
Melipona_quadrifasciata_LW2	#47ff00
Lasioglossum_albipes_LW1	#00ff4b
Cataglyphis_bombycinus_LW	#7eff00
Amyelois_transitella_LW	#8cff00
Spodoptera_exigua_LW2	#86ff00
Macroglossum_stellatarum_LW	#70ff00
Manduca_sexta_LW	#62ff00
Papilio_xuthus_LW2	#8cff00
Danaus_plexippus_LW	#8eff00
Heliconius_erato_LW	#71ff00
Heliconius_sara_LW_partial	#71ff00
Heliconius_melpomene_LW	#00aeff
Heliconius_numata_LW	#6eff00
Nymphalis_antiopa_LW	#98ff00
Vanessa_cardui_LW	#88ff00
Papilio_xuthus_LW1	#95ff00
Papilio_xuthus_LW3	#e0ff00
Pieris_rapae_LW	#6aff00
Cimex_lectularius_LW	#76ff00
Locusta_migratoria_LW	#65ff00
Schistocerca_gregaria_LW	#67ff00
Euroleon_nostras_LW	#5fff00
Gryllus_bimaculatus_green2	#6dff00
Periplaneta_americana_LW1	#85ff00
Gryllus_bimaculatus_green1_ocellar	#8aff00
Periplaneta_americana_LW2	#87ff00
Aedes_aegypti_GPROP1_LW	#63ff00
Aedes_aegypti_GPROP2_LW	#73ff00
Aedes_aegypti_GPROP3_LW	#0cff00
Aedes_aegypti_GPROP4_LW	#21ff00
Bicellonycha_wickershamorum_LW	#7eff00
Photinus_marginellus_LW	#62ff00
Photinus_pyralis_LW	#4dff00
Nephotettix_cincticeps_LW	#9bff00
Apis_mellifera_Lop1_Rh1LW1	#a5ff00
Bombus_impatiens_LWRh1	#9bff00
Bombus_terrestris_LW1	#99ff00
Melipona_quadrifasciata_LW1	#42ff00
Lasioglossum_albipes_LW2	#97ff00
Xenos_peckii_LW_partial	#87ff00
Frankliniella_occidentalis_LW1	#b2ff00
Frankliniella_occidentalis_LW2	#a0ff00
Frankliniella_occidentalis_LW3	#55ff00
Acyrthosiphon_pisum_LW	#74ff00
Aedes_aegypti_GPROP7_LW	#6eff00
Drosophila_melanogaster_LW_Rh6	#30ff00
Musca_domestica_Rh6	#47ff00
Musca_domestica_Rh2	#00fcff
Drosophila_melanogaster_Rh2_LW3_ocellar	#00ff50
Drosophila_melanogaster_LW_Rh1	#00ecff
Musca_domestica_Rh1	#00ff65
Aedes_aegypti_GPROP8_UV	#610061
Euroleon_nostras_UV	#610061
Photinus_marginellus_UV	#6e0080
Photinus_pyralis_UV	#6e0080
Bicellonycha_wickershamorum_UV	#6f0085
Xenos_peckii_UV_partial	#700094
Cataglyphis_bombycinus_UV	#6b0077
Apis_mellifera_UV	#610061
Melipona_quadrifasciata_UV	#610061
Bombus_impatiens_UV	#610061
Lasioglossum_albipes_UV	#610061
Periplaneta_americana_UV	#610061
Gryllus_bimaculatus_UV	#610061
Locusta_migratoria_UV	#610061
Schistocerca_gregaria_UV	#610061
Nephotettix_cincticeps_UV	#610061
Cimex_lectularius_UV	#610061
Amyelois_transitella_UV	#610061
Spodoptera_exigua_UV	#610061
Macroglossum_stellatarum_UV	#610061
Manduca_sexta_UV	#610061
Danaus_plexippus_UV	#610061
Heliconius_erato_UV1	#610061
Heliconius_sara_UV1	#610061
Heliconius_melpomene_UV1	#6b0077
Heliconius_numata_UV2	#67006d
Nymphalis_antiopa_UV	#610061
Vanessa_cardui_UV	#610061
Pieris_rapae_UV	#650069
Heliconius_erato_UV2	#6f0085
Heliconius_sara_UV2	#6f0085
Heliconius_melpomene_UV2	#6b0077
Heliconius_numata_UV1	#68006f
Papilio_xuthus_UV_partial	#6e0081
Drosophila_melanogaster_UV_Rh4	#6d007e
Drosophila_melanogaster_UV_Rh3	#610061
Musca_domestica_UV_Rh3	#610061
Acyrthosiphon_pisum_UV1	#0094ff
Acyrthosiphon_pisum_UV2	#6500ba
Frankliniella_occidentalis_UV	#630064
Apis_mellifera_SW	#003bff
Bombus_impatiens_SW	#0055ff
Bombus_terrestris_SW	#004cff
Melipona_quadrifasciata_SW	#6b00ad
Lasioglossum_albipes_SW	#4c00d7
Aedes_aegypti_GPROP9_2_SW	#3d00e3
Amyelois_transitella_SW	#0042ff
Macroglossum_stellatarum_SW	#003bff
Manduca_sexta_SW	#0046ff
Spodoptera_exigua_SW	#0054ff
Papilio_xuthus_SW	#0047ff
Heliconius_erato_SW	#0057ff
Heliconius_sara_SW	#004bff
Heliconius_melpomene_SW	#0061ff
Heliconius_numata_SW	#0061ff
Nymphalis_antiopa_SW	#00beff
Vanessa_cardui_SW	#0080ff
Danaus_plexippus_SW	#0068ff
Pieris_rapae_SW1	#0065ff
Gryllus_bimaculatus_SW	#5a00c9
Locusta_migratoria_SW	#00aaff
Schistocerca_gregaria_lo2_SW	#0099ff
Nephotettix_cincticeps_SW	#1c00f6
Drosophila_melanogaster_SW_Rh5	#4f00d4
