comp_db_id	Full_Species	Accession	maxid	longcore_id	murwes_id	caves_id	porter2005_id	porter2006_id	LambdaMax	Column1
1528	Artedius fenestralis					314			498	
1529	Trachurus mediterraneus		316						433	
1530	Papilo bianor			315					460	
1531	Paralabrax clathratus				315				500	
1532	Artedius harringtoni					315			501	
1533	Trachurus mediterraneus		317						525	
1534	Papilo bianor			316					520	
1535	Parupeneus multifasciatus				316				486	
1536	Ascelichthys rhodorus					316			501	
1537	Papilo bianor			317					580	
1538	Perca fluviatilis				317				538.6	
1539	Bero elegance					317			507	
1540	Spicara smaris		319						436	
1541	Colias erate			318					400	
1542	Pervagor aspricaudus				318				404	
1543	Clinocottus globiceps					318			523	
1544	Spicara smaris		320						522	
1545	Colias erate			319					520	
1546	Pervagor spilosoma				319				398	
1547	Enophrys bison					319			501	
1548	Colias erate			320					560	
1549	Petromyzon marinus				320				501	
1550	Enophrys diceraus					320			500	
1551	Lepomis macrochirus		322						536	
1552	Gonepteryx aspasia			321					380	
1553	Phoca groenlandicus				321				498	
1554	Gymnocanthus intermedius					321			504	
1555	Lepomis macrochirus		323						620	
1556	Gonepteryx aspasia			322					460	
1557	Phoca vitulina				322				501	
1558	Gymnocanthus pistilliger					322			501	
1559	Gonepteryx aspasia			323					560	
1560	Photonectes braueri				323				483	
1561	Hemilepidotus hemilepidotus					323			501	
1562	Micropterus salmoides		325						535	
1563	Gonepteryx aspasia			324					600	
1564	Photostomias braueri				324				483	
1565	Icelinus borealis					324			495	
1566	Micropterus salmoides		326						614	
1567	Photostylus sp.				325				474	
1568	Jordania zonope					325			500	
1569	Chaetodon kleini		327						496	
1570	Pieris brassicae			326					455	
1571	Platichthys flesus				326				510.3	
1572	Leptocottus armatus					326			509	
1573	Pieris brassicae			327					560	
1574	Platycercus elegans				327				363	
1575	Megalocottus  platycephalus					327			514	
1576	Chaetodon kleini		329						530	
1577	Pieris brassicae			328					620	
1578	Platytroctes apus				328				476	
1579	Microcottus sellaris					328			505	
1580	Chaetodon unimaculatus		330						491	
1581	Pieris melete			329					400	
1582	Plectroglyphidodon johnstonianus				329				474	
1583	Myoxocephalus jaok					329			507	
1584	Pieris melete			330					480	
1585	Myoxocephalus potyacanthocephalus					330			500	
1586	Chaetodon unimaculatus		332						530	
1587	Pieris melete			331					540	
1588	Polyipnus polli				331				483	
1589	Myoxocephalus scorpius					331			506	
1590	Pieris melete			332					600	
1591	Pomatoschistus microps				332				515.7	
1592	Myoxocephalus stelleri					332			506	
1593	Pieris rapae			333					360	
1594	Pomatoschistus minutus				333				503	
1595	Oligocottus maculosus					333			520	
1596	Forcipiger flavissimus		335						490	
1597	Pieris rapae			334					420	
1598	Porichthys notatus				334				493	
1599	Ruscarius meanyi					334			496	
1600	Forcipiger flavissimus		336						527	
1601	Pieris rapae			335					450	
1602	Porogradus sp.				335				474	
1603	Scorpaenichthys marmoratus					335			500	
1604	Pieris rapae			336					563	
1605	Taurulus bubalis					336			507	
1606	Aequidens pulcher		338						565	
1607	Amyelois transitella			337					350	
1608	Triglopsis quadricornis					337			512	
1609	Aequidens pulcher		339						605	
1610	Amyelois transitella			338					430	
1611	Potamotrygon motoro				338				499	
1612	Batrachocottus baicalensis					338			509	
1613	Amyelois transitella			339					530	
1614	Procottus jettelesi				339				448	
1615	Batrachocottus multiradiatus					339			489	
1616	Galleria mellonella			340					363	
1617	Propithecus verreauxi coquereli				340				430	
1618	Batrachocottus nikolskii					340			488	
1619	Aulonocara hueseri		342						415	
1620	Galleria mellonella			341					510	
1621	Pseudopleuronectes americanus				341				457	
1622	Cottocomephorus grewingkii					341			503	
1623	Aulonocara hueseri		343						484	
1624	Actias artemis aliena			342					380	
1625	Pseudotropheus acei				342				378.4	
1626	Cottocomephorus inermis					342			494	
1627	Aulonocara hueseri		344						526	
1628	Actias artemis aliena			343					460	
1629	Ptilorhynchus violaceus				343				410.4	
1630	Leocottus kesslerii					343			516	
1631	Actias artemis aliena			344					540	
1632	Puffinus pacificus				344				406	
1633	Paracottus knerii					344			520	
1634	Copadichromis borleyi		346						424	
1635	Actias artemis aliena			345					580	
1636	Pundamilia azurea				345				455.3	
1637	Eumicrotremus orbis					345			494	
1638	Copadichromis borleyi		347						478	
1639	Antheraea polyphemus			346					360	
1640	Pundamilia nyererei				346				451.2	
1641	Copadichromis borleyi		348						539	
1642	Antheraea polyphemus			347					450	
1643	Pundamila sp.				347				455.3	
1644	Blepsias cirrhosus					347			500	
1645	Crenicichla frenata		349						420	
1646	Antheraea polyphemus			348					525	
1647	Pungitius pungitius				348				526.8	
1648	Hemitripterus americanus					348			505	
1649	Crenicichla frenata		350						480	
1650	Samia cynthia ricini			349					380	
1651	Radiicephalus elongatus				349				481	
1652	Hemitripterus villosus					349			503	
1653	Crenicichla frenata		351						547	
1654	Samia cynthia ricini			350					400	
1655	Raja binoculata				350				497	
1656	Nautichthys oculofasciatus					350			501	
1657	Crenicichla frenata		352						614	
1658	Samia cynthia ricini			351					480	
1659	Rana cancrivora				351				433	
1660	Hexagrammos decagrammus					351			497	
1661	Samia cynthia ricini			352					520	
1662	Rana temporaria				352				502	
1663	Hexagrammos octogrammus					352			523	
1664	Samia cynthia ricini			353					540	
1665	Rangifer tarandus				353				439	
1666	Hexagrammos stelleri					353			496	
1667	Cynotilapia afra		355						358	
1668	Ampelophaga rubiginosa			354					460	
1669	Rhadinesthes decimus				354				480	
1670	Ophiodon elongatus					354			499	
1671	Cynotilapia afra		356						472	
1672	Ampelophaga rubiginosa			355					540	
1673	Rhinobatus typus				355				476.6	
1674	Pleurogrammus  azonus					355			504	
1675	Cynotilapia afra		357						525	
1676	Ampelophaga rubiginosa			356					580	
1677	Rhinoptera bonasus				356				470	
1678	Ameiurus catus					356			541	
1679	Callambulyx tatarinovii			357					380	
1680	Rinocetes nasutus				357				489	
1681	Liparis dennyi					357			494	
1682	Dimidiochromis compressiceps		359						447	
1683	Callambulyx tatarinovii			358					460	
1684	Rouleina aderensis				358				477	
1685	Liparis florae					358			495	
1686	Dimidiochromis compressiceps		360						533	
1687	Callambulyx tatarinovii			359					540	
1688	Rutilis rutilis				359				523.8	
1689	Liparis pulchellus					359			490	
1690	Dimidiochromis compressiceps		361						567	
1691	Callambulyx tatarinovii			360					580	
1692	Saguinus midas				360				546	
1693	Liparis  greeni					360			495	
1694	Haplochromis burtoni		362						500	
1695	Deilephila elpenor			361					345	
1696	Salmo irideus				361				400	
1697	Cottunculus thomsonii					361			486	
1698	Haplochromis burtoni		363						455	
1699	Salvelinus alpinus				362				508	
1700	Dasycottus setiger					362			485	
1701	Haplochromis burtoni		364						523	
1702	Deilephila elpenor			363					520	
1703	Sarda chiliensis				363				488	
1704	Gilbertidia sigalutes					363			496	
1705	Haplochromis burtoni		365						562	
1706	Macroglossum stellatarum			364					348	
1707	Sardinops melanostictus				364				382	
1708	Psychrolutes paradoxus					364			483	
1709	Macroglossum stellatarum			365					430	
1710	Rhamphocottus richardsonii					365			493	
1711	Haplochromis pyrrhocephalus		367						462	
1712	Macroglossum stellatarum			366					500	
1713	Scardinius erythrophthalmus				366				533.2	
1714	Dendrochirus zebra					366			501	
1715	Haplochromis pyrrhocephalus		368						539	
1716	Manduca sexta			367					345	
1717	Scenopoetes dentirostris				367				506.3	
1718	Scorpaena porcus					367			506	
1719	Haplochromis pyrrhocephalus		369						595	
1720	Manduca sexta			368					440	
1721	Sciurus carolinensis				368				530	
1722	Sebastes auriculatus					368			498	
1723	Manduca sexta			369					525	
1724	Scomber japonicus				369				491	
1725	Sebastes caurinus					369			496	
1726	Haplochromis ishmaeli		371						456	
1727	Marumba sperchius			370					460	
1728	Scomberomorus sierra				370				486	
1729	Sebastes empaeus					370			493	
1730	Haplochromis ishmaeli		372						535	
1731	Marumba sperchius			371					540	
1732	Sebastes flavidus					371			497	
1733	Haplochromis ishmaeli		373						569	
1734	Marumba sperchius			372					600	
1735	Trachyscorpia cristulata					372			485	
1736	Libelloides macaronius			373					350	
1737	Sebastolobus alascanus				373				484	
1738	Chelidonichthys lucerna					373			502	
1739	Haplochromis piceatus		375						465	
1740	Libelloides macaronius			374					530	
1741	Sephanoides sephanoides				374				371	
1742	Eutrigla gurnardus					374			502	
1743	Haplochromis piceatus		376						522	
1744	Aeschna cyanea			375					356	
1745	Sericulus crysocephalus				375				506	
1746	Gonostoma atlanticum					375			484	
1747	Haplochromis piceatus		377						565	
1748	Aeschna cyanea			376					420	
1749	Seriphus politus				376				503	
1750	Ameiurus melas					376			541	
1751	Lethrinops parvidens		378						498	
1752	Aeschna cyanea			377					519	
1753	Serrivomer lanceolatoides				377				483	
1754	Ictalurus punctatus					377			542	
1755	Lethrinops parvidens		379						426	
1756	Aeshna tuberculifera			378					358	
1757	Setonix brachyurus				378				502	
1758	Lethrinops parvidens		380						514	
1759	Aeshna tuberculifera			379					501	
1760	Sminthopsis crassicaudata				379				350	
1761	Gonostoma denudatum					379			482	
1762	Lethrinops parvidens		381						563	
1763	Anax junius			380					354	
1764	Spermophilus beecheyi				380				518.9	
1765	Sigmops bathyphilus					380			481	
1766	Anax junius			381					442	
1767	Spermophilus tridecemline				381				517	
1768	Sigmops elongatus					381			484	
1769	Melanochromis auratus		383						414	
1770	Anax junius			382					503	
1771	Sphoeroides annulatus				382				508	
1772	Ichthyococcus ovatus					382			487	
1773	Melanochromis auratus		384						482	
1774	Libellula pulchella			383					360	
1775	Sphyraena barracuda				383				455	
1776	Argyropelecus aculeatus					383			475	
1777	Melanochromis auratus		385						525	
1778	Libellula pulchella			384					500	
1779	Sphyrna lewini				384				530	
1780	Hemicordulia tau			385					330	
1781	Sphyrna tiburo				385				483	
1782	Melanochromis vermivorus		387						418	
1783	Hemicordulia tau			386					410	
1784	Squalus suckleyi				386				497.5	
1785	Sternoptyx diaphana					386			478	
1786	Melanochromis vermivorus		388						506	
1787	Hemicordulia tau			387					460	
1788	Stegastes fasciolatus				387				363	
1789	Sternoptyx pseudobscura					387			479	
1790	Melanochromis vermivorus		389						555	
1791	Hemicordulia tau			388					525	
1792	Stenobrachius leucopsarus				388				492	
1793	Valenciennellus tripunctulatus					388			480	
1794	Melanochromis vermivorus		390						485	
1795	Hemicordulia tau			389					630	
1796	Bathophilus brevis					389			483	
1797	Melanochromis vermivorus		391						534	
1798	Sympetrum rubicundulum			390					340	
1799	Borostomias elucens					390			482	
1800	Maylandia zebra		392						368	
1801	Sympetrum rubicundulum			391					410	
1802	Stizostedion lucioperca				391				524.1	
1803	Maylandia zebra		393						482	
1804	Sympetrum rubicundulum			392					490	
1805	Stomias atriventer				392				489	
1806	Maylandia zebra		394						531	
1807	Sympetrum rubicundulum			393					540	
1808	Stomias boa				393				489	
1809	Sympetrum rubicundulum			394					620	
1810	Strix aluco				394				463	
1811	Metriaclima barlowi		396						366	
1812	Locusta migratoria			395					360	
1813	Sufflamen bursa				395				404	
1814	Malacosteus niger					395			522	
1815	Metriaclima barlowi		397						483	
1816	Locusta migratoria			396					430	
1817	Syngnathus typhle				396				500.6	
1818	Metriaclima barlowi		398						523	
1819	Locusta migratoria			397					530	
1820	Synaphobranchus kaupi				397				478	
1821	Metriaclima benetos		399						379	
1822	Gryllus bimaculatus adult			398					332	
1823	Pachystomias microdon					398			522	
1824	Metriaclima benetos		400						489	
1825	Gryllus bimaculatus adult			399					445	
1826	Metriaclima benetos		401						522	
1827	Gryllus bimaculatus adult			400					515	
1828	Metriaclima emmiltos		402						383	
1829	Gryllus campestris			401					340	
1830	Tarsipes rostratus				401				350	
1831	Stylephorus chordatus					401			470	
1832	Metriaclima emmiltos		403						482	
1833	Gryllus campestris			402					439	
1834	Thomomys bottae				402				495	
1835	Canthidermis maculata					402			486	
1836	Metriaclima emmiltos		404						521	
1837	Gryllus campestris			403					520	
1838	Toxotes chatareus				403				453	
1839	Hippocampus angustus					403			500	
1840	Romalea microptera			404					360	
1841	Trachurus symmetricus				404				497	
1842	Hippocampus barbouri					404			499	
1843	Metriaclima livingstonii		406						364	
1844	Romalea microptera			405					510	
1845	Tramitichromis intermedius				405				455.1	
1846	Nerophis ophidion					405			500	
1847	Metriaclima livingstonii		407						473	
1848	Ligia exotica			406					340	
1849	Trematomus bernacchii				406				416.1	
1850	Stigmatopora argus					406			502	
1851	Metriaclima livingstonii		408						526	
1852	Ligia exotica			407					470	
1853	Trematomus hansoni				407				426.4	
1854	Syngnathus leptorhynchus					407			499	
1855	Metriaclima melabranchion		409						495	
1856	Ligia exotica			408					520	
1857	Trematomus loennbergii				408				426.4	
1858	Sufflamen bursa					408			487	
1859	Metriaclima melabranchion		410						371	
1860	Bufo bufo			409					502	
1861	Triakis semifasciata				409				497	
1862	Pergavor aspricaudus					409			492	
1863	Metriaclima melabranchion		411						477	
1864	Rhinella [=Bufo] marinus			410					433	
1865	Trichechus manatus				410				411	
1866	Pergavor spilosoma					410			494	
1867	Metriaclima melabranchion		412						515	
1868	Rhinella [=Bufo] marinus			411					504	
1869	Trigla cuculus				411				493	
1870	Ostracion meleagris					411			495	
1871	Xenopus laevis			412					443	
1872	Tursiops truncates				412				489	
1873	Arothron meleagris					412			493	
1874	Mylochromis lateristriga		414						419	
1875	Xenopus laevis			413					425	
1876	Typhlonectes natans				413				488	
1877	Anoplogaster cornuta					413			482	
1878	Mylochromis lateristriga		415						482	
1879	Xenopus laevis			414					523	
1880	Upeneus tragula				414				495.7	
1881	Hoplostethus atlanticus					414			482	
1882	Mylochromis lateristriga		416						522	
1883	Xenopus laevis			415					611	
1884	Urobatis jamaicensis				415				475	
1885	Hoplostethus mediterraneus mediterraneus					415			483	
1886	Rana catesbeiana			416					430	
1887	Cyttopsis roseus					416			478	
1888	Protomelas taeniolatus		418						453	
1889	Rana catesbeiana			417					432	
1890	Vinciguerria nimbaria				417				477	
1891	Protomelas taeniolatus		419						527	
1892	Rana catesbeiana			418					502	
1893	Xenodermichthys copei				418				479	
1894	Protomelas taeniolatus		420						566	
1895	Zalembius rosaceus				419				470.4	
1896	Rana catesbeiana			420					523	
1897	Zalophus californianus				420				501.3	
1898	Pseudotropheus tropheops		422						371	
1899	Rana catesbeiana			421					580	
1900	Zanclus cornutus				421				447	
1901	Pseudotropheus tropheops		423						492	
1902	Rana catesbeiana larvae			422					516	
1903	Zaniolepis frenata				422				487	
1904	Pseudotropheus tropheops		424						531	
1905	Rana cracrivora			423					433	
1906	Rana pipiens			424					432	
1907	Pseudotropheus acei		426						378	
1908	Rana pipiens			425					502	
1909	Zoarces viviparus				425				512.8	
1910	Pseudotropheus acei		427						482	
1911	Rana pipiens			426					575	
1912	Phalacrocorax carbo				426				504	
1913	Pseudotropheus acei		428						535	
1914	Rana temporaria			427					431	
1915	Tripedalia cystophora				427				467.5	
1916	Pundamilia red head		429						456	
1917	Rana temporaria			428					501	
1918	Callistoctopus dierythraeus				428				484	
1919	Pundamilia red head		430						527	
1920	Rana temporaria			429					562	
1921	Euprymna tasmanica				429				498	
1922	Pundamilia red head		431						567	
1923	Geotrypetes seraphini			430					487	
1924	Hapalochlaena maculosa				430				485	
1925	Pundamilia au		432						503	
1926	Ichthyophis cf. kohtaoensis			431					493	
1927	Idiosepius notoides				431				492	
1928	Pundamilia azurea		433						455	
1929	Rhinatrema bivittatum			432					488	
1930	Octopus australis				432				484	
1931	Pundamilia azurea		434						526	
1932	Typhlonectes natans			433					489	
1933	Octopus tetricus				433				484	
1934	Pundamilia azurea		435						563	
1935	Ambystoma tigrinum adult			434					361	
1936	Sepia plangon				434				498	
1937	Pundamilia nyererei		436						505	
1938	Ambystoma tigrinum adult			435					429	
1939	Sepioteuthis lessoniana				435				502	
1940	Pundamilia nyererei		437						451	
1941	Ambystoma tigrinum adult			436					505	
1942	Pundamilia nyererei		438						535	
1943	Ambystoma tigrinum adult			437					568	
1944	Agraulis vanillae				437				551	
1945	Pundamilia nyererei		439						562	
1946	Ambystoma tigrinum adult			438					576	
1947	Ambystoma tigrinum aquatic			439					361	
1948	Antheraea polyphemus				439				370	
1949	Ambystoma tigrinum aquatic			440					431	
1950	Apodemia mormo				440				600	
1951	Pundamilia luanso		442						455	
1952	Ambystoma tigrinum aquatic			441					434	
1953	Pundamilia luanso		443						527	
1954	Ambystoma tigrinum aquatic			442					516	
1955	Pundamilia luanso		444						561	
1956	Ambystoma tigrinum aquatic			443					584	
1957	Ambystoma tigrinum aquatic			444					586	
1958	Balanus amphitrite				444				570	
1959	Ambystoma tigrinum hatchling			445					361	
1960	Balanus eburneus				445				570	
1961	Pundamilia pundamilia		447						455	
1962	Ambystoma tigrinum hatchling			446					428	
1963	Bombus terrestris				446				538.23	
1964	Pundamilia pundamilia		448						529	
1965	Ambystoma tigrinum hatchling			447					429	
1966	Bombyx mori				447				530	
1967	Pundamilia pundamilia		449						563	
1968	Ambystoma tigrinum hatchling			448					512	
1969	Ambystoma tigrinum hatchling			449					563	
1970	Necturus maculosus			450					523	
1971	Callinectes sapidus				450				508	
1972	Tramitichromis intermedius		452						455	
1973	Necturus maculosus			451					525	
1974	Tramitichromis intermedius		453						531	
1975	Tramitichromis intermedius		454						568	
1976	Cataglyphis bicolor				453				506	
1977	Tyrannochromis macrostoma		456						410	
1978	Ichthyophis kohtaoensis			455					493	
1979	Tyrannochromis macrostoma		457						482	
1980	Cynops orientalis			456					350	
1981	Tyrannochromis macrostoma		458						529	
1982	Cynops orientalis			457					466	
1983	Colias erate				457				577	
1984	Cynops orientalis			458					477	
1985	Embiotoca lateralis		460						459	
1986	Cynops orientalis			459					496	
1987	Embiotoca lateralis		461						534	
1988	Cynops orientalis			460					519	
1989	Euphausia superba				460				487	
1990	Embiotoca lateralis		462						535	
1991	Cynops orientalis			461					547	
1992	Cynops orientalis			462					601	
1993	Embiotoca jacksoni		464						477	
1994	Cynops pyrrhogaster			463					474	
1995	Embiotoca jacksoni		465						534	
1996	Lissotriton vulgaris			464					340	
1997	Gecarcinus lateralis				464				487	
1998	Lissotriton vulgaris			465					470	
1999	Hypsurus caryi		467						455	
2000	Lissotriton vulgaris			466					499	
2001	Gonodactylus oerstedii				466				551	
2002	Hypsurus caryi		468						532	
2003	Lissotriton vulgaris			467					523	
2004	Lissotriton vulgaris			468					609	
2005	Pleurodeles waltl			469					360	
2006	Gryllus bimaculatus				469				511	
2007	Micrometrus minimus		471						470	
2008	Pleurodeles waltl			470					377	
2009	Micrometrus minimus		472						546	
2010	Pleurodeles waltl			471					489	
2011	Heliconius erato				471				555	
2012	Pleurodeles waltl			472					503	
2013	Heliconius hecale				472				550	
2014	Pleurodeles waltl			473					529	
2015	Micrometrus aurora		475						466	
2016	Pleurodeles waltl			474					611	
2017	Micrometrus aurora		476						538	
2018	Bos taurus			475					455	
2019	Bos taurus			476					554	
2020	Capra hircus			477					444	
2021	Rhacochilus vacca		479						472	
2022	Capra hircus			478					552	
2023	Hemisquilla ensigera				478				535	
2024	Rhacochilus vacca		480						540	
2025	Ovis aries			479					446	
2026	Rhacochilus vacca		481						539	
2027	Ovis aries			480					552	
2028	Zalembius rosaceus		483						470	
2029	Dama dama			482					497	
2030	Homarus americanus				482				522.5	
2031	Zalembius rosaceus		484						527	
2032	Dama dama			483					542	
2033	Ischnura heterosticta				484				525	
2034	Odocoileus virginianus			485					497	
2035	Asterropteryx semipunctata		487						531	
2036	Odocoileus virginianus			486					537	
2037	Asterropteryx semipunctata		488						538	
2038	Sus scrofa			487					439	
2039	Sus scrofa			488					556	
2040	Gobius paganellus		490						465	
2041	Canis lupus familiaris			489					431	
2042	Gobius paganellus		491						565	
2043	Canis lupus familiaris			490					508	
2044	Limenitis archippus				490				545	
2045	Canis lupus familiaris			491					555	
2046	Urocyon littoralis			492					432	
2047	Gobiusculus flavescens		494						456	
2048	Urocyon littoralis			493					555	
2049	Limulus polyphemus				493				522.5	
2050	Gobiusculus flavescens		495						531	
2051	Vulpes vulpes			494					438	
2052	Gobiusculus flavescens		496						553	
2053	Vulpes vulpes			495					555	
2054	Vulpes lagopus			496					555	
2055	Malacosteus niger				496				548	
2056	Felis catus			497					450	
2057	Mamestra brassicae				497				520	
2058	Felis catus			498					500	
2059	Meganyctiphanes norvegica				498				490	
2060	Felis catus			499					502	
2061	Pomatoschistus minutus		501						447	
2062	Felis catus			500					555	
2063	Myrmecia croslandi				500				510	
2064	Pomatoschistus minutus		502						548	
2065	Mustela putorius furo			501					430	
2066	Myrmecia vindex				501				550	
2067	Pomatoschistus minutus		503						527	
2068	Mustela putorius furo			502					505	
2069	Mysis diluviana				502				509.1	
2070	Tetrapturus audax		504						535	
2071	Mustela putorius furo			503					558	
2072	Mysis relicta				503				592	
2073	Tetrapturus audax		505						609	
2074	Nasua nasua			504					430	
2075	Mysis salemaai				504				546	
2076	Nasua nasua			505					555	
2077	Kuhlia sandvicensis		507						436	
2078	Potos flavus			506					548	
2079	Kuhlia sandvicensis		508						488	
2080	Potos flavus			507					555	
2081	Neogonodactylus oerstedii				507				388	
2082	Kuhlia sandvicensis		509						531	
2083	Procyon lotor			508					503	
2084	Procyon lotor			509					560	
2085	Bodianus bilunnulatus		511						526	
2086	Hipposideros speoris			510					430	
2087	Bodianus bilunnulatus		512						545	
2088	Hipposideros speoris			511					520	
2089	Carollia perspicillata			512					365	
2090	Nymphalis antiopa				512				534	
2091	Symphodus melops		514						505	
2092	Carollia perspicillata			513					500	
2093	Odontodactylus brevirostris				513				535	
2094	Symphodus melops		515						555	
2095	Carollia perspicillata			514					540	
2096	Odontodactylus scyllarus				514				528	
2097	Symphodus melops		516						525	
2098	Glossophaga soricina			515					365	
2099	Glossophaga soricina			516					540	
2100	Haplonycteris fischeri			517					358	
2101	Orconectes virilis				517				562	
2102	Lutjanus adetii		519						443	
2103	Haplonycteris fischeri			518					553	
2104	Lutjanus adetii		520						511	
2105	Pteropus dasymallus			519					358	
2106	Lutjanus adetii		521						526	
2107	Pteropus dasymallus			520					553	
2108	Pandalus borealis				520				500	
2109	Lutjanus argentimaculatus		522						536	
2110	Pteropus samoensis			521					360	
2111	Lutjanus argentimaculatus		523						575	
2112	Pteropus samoensis			522					553	
2113	Myotis lucifugus			523					500	
2114	Papilio xuthus				523				575	
2115	Lutjanus bohar		525						424	
2116	Myotis velifer			524					358	
2117	Lutjanus bohar		526						494	
2118	Myotis velifer			525					501	
2119	Photinus versicolor				525				550	
2120	Lutjanus bohar		527						518	
2121	Myotis velifer			526					565	
2122	Oryctolagus cuniculus			527					425	
2123	Lutjanus carponotatus		529						454	
2124	Oryctolagus cuniculus			528					523	
2125	Pieris rapae				528				540	
2126	Lutjanus carponotatus		530						519	
2127	Didelphis aurita			529					362	
2128	Lutjanus carponotatus		531						552	
2129	Didelphis aurita			530					555	
2130	Didelphis virginiana			531					493	
2131	Pleuroncodes planipes				531				523	
2132	Lutjanus erythropterus		533						446	
2133	Didelphis virginiana			532					561	
2134	Procambarus clarkii				532				575	
2135	Lutjanus erythropterus		534						527	
2136	Monodelphis domestica			533					362	
2137	Lutjanus erythropterus		535						540	
2138	Monodelphis domestica			534					555	
2139	Pseudosquilla ciliata				534				539.63	
2140	Lutjanus kasmira		536						430	
2141	Thylamys elegans			535					365	
2142	Lutjanus kasmira		537						487	
2143	Thylamys elegans			536					505	
2144	Lutjanus kasmira		538						518	
2145	Thylamys elegans			537					565	
2146	Isodon obesulus			538					508	
2147	Rynchophorus ferrugineus				538				564	
2148	Lutjanus malabaricus		540						408	
2149	Isodon obesulus			539					509	
2150	Schistocerca gregaria				539				514	
2151	Lutjanus malabaricus		541						442	
2152	Isodon obesulus			540					551	
2153	Lutjanus malabaricus		542						529	
2154	Setonix brachyurus			541					424	
2155	Lutjanus malabaricus		543						541	
2156	Setonix brachyurus			543					505	
2157	Lutjanus quinquelineatus		545						444	
2158	Setonix brachyurus			544					538	
2159	Sesarma reticulatum				544				508	
2160	Lutjanus quinquelineatus		546						520	
2161	Lutjanus quinquelineatus		547						540	
2162	Equus caballus			546					539	
2163	Speyeria leto				546				552	
2164	Aotus trivirgatus			547					500	
2165	Lutjanus russellii		549						451	
2166	Aotus trivirgatus			548					543	
2167	Lutjanus russellii		550						530	
2168	Callithrix jacchus jacchus			549					423	
2169	Systellaspis debilis				549				500	
2170	Lutjanus russellii		551						557	
2171	Callithrix jacchus jacchus			550					548	
2172	Callithrix jacchus jacchus			551					564	
2173	Lutjanus sebae		553						430	
2174	Cebus spp.			552					426	
2175	Lutjanus sebae		554						521	
2176	Cebus spp.			553					537	
2177	Xenos peckii				553				538.7	
2178	Lutjanus sebae		555						539	
2179	Cebus spp.			554					563	
2180	Leontopithecus rosalia rosalia			555					430	
2181	Abudefduf abdominalis				555				519	
2182	Lutjanus johnii		557						543	
2183	Leontopithecus rosalia rosalia			556					548	
2184	Abyssocottus korotneffi				556				494	
2185	Lutjanus johnii		558						567	
2186	Leontopithecus rosalia rosalia			557					561	
2187	Sagiunus midas			558					428	
2188	Sagiunus midas			559					550	
2189	Acanthropagrus berda				559				566	
2190	Mulloidichthys flavolineatus		561						480	
2191	Saguinus fuscicollis			560					440	
2192	Acanthropagrus major				560				525	
2193	Mulloidichthys flavolineatus		562						523	
2194	Saguinus fuscicollis			561					540	
2195	Acanthropagrus schlegelii				561				563	
2196	Saguinus fuscicollis			562					590	
2197	Acanthurus achilles				562				532	
2198	Mullus barbatus		564						380	
2199	Saguinus oedipus			563					428	
2200	Mullus barbatus		565						491	
2201	Saguinus oedipus			564					546	
2202	Mullus barbatus		566						533	
2203	Saguinus oedipus			565					555	
2204	Acerina cernua				565				533.2	
2205	Saimiri sciureus			566					434	
2206	Acipenser fulvescens				566				619	
2207	Saimiri sciureus			567					550	
2208	Ailuroedus crassirostris				567				559.8	
2209	Saimiri sciureus			568					558	
2210	Cercopithecus cephus			569					432	
2211	Parupeneus multifasceatus		571						486	
2212	Cercopithecus cephus			570					533	
2213	Parupeneus multifasceatus		572						516	
2214	Cercopithecus cephus			571					565	
2215	Anas platyrhynchus				571				570	
2216	Parupeneus multifasceatus		573						515	
2217	Cercopithecus diana			572					432	
2218	Anchoa mitchilli				572				541	
2219	Cercopithecus diana			573					531	
2220	Dissostichus mawsoni		575						414	
2221	Cercopithecus diana			574					566	
2222	Antimora rostrata				574				483	
2223	Dissostichus mawsoni		576						490	
2224	Cercopithecus petaurista			575					424	
2225	Cercopithecus petaurista			576					534	
2226	Cercopithecus petaurista			577					563	
2227	Aptychotrema rostrata				577				554.8	
2228	Pagothenia borchgrevinki		579						489	
2229	Chlorocebus aethiops			578					434	
2230	Chlorocebus aethiops			579					535	
2231	Chlorocebus aethiops			580					566	
2232	Trematomus bernacchii		582						416	
2233	Erythrocebus patas			581					432	
2234	Aristostomias tittmanni				581				551	
2235	Trematomus bernacchii		583						490	
2236	Erythrocebus patas			582					533	
2237	Arothron meleagris				582				525	
2238	Erythrocebus patas			583					566	
2239	Asprocottus intermediius				583				512	
2240	Macaca fascicularis			584					430	
2241	Asteropteryx semipunctatus				584				538	
2242	Trematomus hansoni		586						418	
2243	Macaca fascicularis			585					531	
2244	Trematomus hansoni		587						490	
2245	Macaca fascicularis			586					561	
2246	Macaca mulatta			587					434	
2247	Macaca mulatta			588					536	
2248	Trematomus loennbergii		590						426	
2249	Macaca mulatta			589					562	
2250	Trematomus loennbergii		591						490	
2251	Miopithecus talapoin			590					429	
2252	Miopithecus talapoin			591					533	
2253	Bathylagus bericoides				591				500	
2254	Miopithecus talapoin			592					564	
2255	Bathylagus euryops				592				497	
2256	Perca fluviatilis		594						535	
2257	Papio papio			593					431	
2258	Perca fluviatilis		595						615	
2259	Papio papio			594					536	
2260	Bathylagus longirostris				594				502	
2261	Papio papio			595					564	
2262	Batrachocottus baicalensis				595				521.4	
2263	Sander lucioperca		597						530	
2264	Cheirogaleus major			596					409	
2265	Batrachocottus multiradiatus				596				517.3	
