comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id
1125,Spinachia spinachia,532.0,,245,,,,,
1126,Spodoptera exempta,515.0,,,244,,,,
1127,Forcipiger flavissimus,431.0,,,,244,,,
1128,Dascyllus trimaculatus,491.0,,,,,244,,
1129,Spinachia spinachia,590.0,,246,,,,,
1130,Spodoptera exempta,560.0,,,245,,,,
1131,Galago crassicauda,501.0,,,,245,,,
1132,Plectroglyphidodon johnstonianus,495.0,,,,,245,,
1133,Gobiesox maecmdricus,500.0,,247,,,,,
1134,Aglais urticae,380.0,,,246,,,,
1135,Gasterosteus sp.,504.3,,,,246,,,
1136,Pomacentrus melanochir,501.0,,,,,246,,
1137,Gobiesox maecmdricus,440.0,,248,,,,,
1138,Aglais urticae,460.0,,,247,,,,
1139,Gasterosteus aculeatus,508.8,,,,247,,,
1140,Stegastes fasciolatus,495.0,,,,,247,,
1141,Gobiesox maecmdricus,526.0,,249,,,,,
1142,Aglais urticae,530.0,,,248,,,,
1143,Gekko gecko,364.0,,,,248,,,
1144,Ptilichthys goodei,497.0,,,,,248,,
1145,Gobiesox maecmdricus,567.0,,250,,,,,
1146,Argynnis ruslana,380.0,,,249,,,,
1147,Geoclemys reevesii,480.0,,,,249,,,
1148,Centropristis striata,498.0,,,,,249,,
1149,Argynnis ruslana,440.0,,,250,,,,
1150,Geotria australis,439.0,,,,250,,,
1151,Acanthopagrus butcheri,509.0,,,,,250,,
1152,Hypomesus pretiosus,369.0,,252,,,,,
1153,Argynnis ruslana,560.0,,,251,,,,
1154,Geryon quinquedens,472.9,,,,251,,,
1155,Diplodus annularis,505.0,,,,,251,,
1156,Hypomesus pretiosus,461.0,,253,,,,,
1157,Argynnis ruslana,620.0,,,252,,,,
1158,Globicephala melas,488.0,,,,252,,,
1159,Sphyraena barracuda,498.0,,,,,252,,
1160,Hypomesus pretiosus,522.0,,254,,,,,
1161,Fabriciana adippe,380.0,,,253,,,,
1162,Gobius niger,504.8,,,,253,,,
1163,Acantholumpenus mackayi,502.0,,,,,253,,
1164,Hypomesus pretiosus,570.0,,255,,,,,
1165,Fabriciana adippe,460.0,,,254,,,,
1166,Anoplarchus purpurescens,502.0,,,,,254,,
1167,Fabriciana adippe,520.0,,,255,,,,
1168,Hexagrammos octagrammus,530.0,,,,255,,,
1169,Chirolophis japonicus,502.0,,,,,255,,
1170,Osmerus dentex,425.0,,257,,,,,
1171,Fabriciana adippe,580.0,,,256,,,,
1172,Ernogrammus hexagrammus,506.0,,,,,256,,
1173,Osmerus dentex,514.0,,258,,,,,
1174,Heliconius erato,370.0,,,257,,,,
1175,Holtbyrnia spinithara,480.0,,,,257,,,
1176,Lumpenus sagitta,496.0,,,,,257,,
1177,Osmerus dentex,565.0,,259,,,,,
1178,Heliconius erato,470.0,,,258,,,,
1179,Opisthocentrus ocellatus,504.0,,,,,258,,
1180,Heliconius erato,570.0,,,259,,,,
1181,Hydrolagus colliei,484.0,,,,259,,,
1182,Pholidapus dybowsky,522.0,,,,,259,,
1183,Spirinchus thaleichthys,364.0,,261,,,,,
1184,Heliconius numata,390.0,,,260,,,,
1185,Hyperprosopon argenteum,507.0,,,,260,,,
1186,Phytichthys  chirus,522.0,,,,,260,,
1187,Spirinchus thaleichthys,465.0,,262,,,,,
1188,Heliconius numata,460.0,,,261,,,,
1189,Hypsurus caryi,456.4,,,,261,,,
1190,Stichaeopsis nana,522.0,,,,,261,,
1191,Spirinchus thaleichthys,517.0,,263,,,,,
1192,Heliconius numata,540.0,,,262,,,,
1193,Ichthyococcus ovatus,489.0,,,,262,,,
1194,Stichaeus grigorjevi,502.0,,,,,262,,
1195,Spirinchus thaleichthys,572.0,,264,,,,,
1196,Heliconius sara,370.0,,,263,,,,
1197,Idiacanthus fasciola,483.0,,,,263,,,
1198,Stichaeus nozawae,502.0,,,,,263,,
1199,Heliconius sara,470.0,,,264,,,,
1200,Isoodon obesulus,508.0,,,,264,,,
1201,Xiphister mucosus,504.0,,,,,264,,
1202,Heliconius sara,550.0,,,265,,,,
1203,Kali macrodon,484.0,,,,265,,,
1204,Xiphister  atropurpureus,503.0,,,,,265,,
1205,Acanthurus nigroris,523.0,,267,,,,,
1206,Minois dryas,380.0,,,266,,,,
1207,Kuhlia sandvicensis,362.0,,,,266,,,
1208,Trichodon trichodon,503.0,,,,,266,,
1209,Acanthurus nigroris,538.0,,268,,,,,
1210,Minois dryas,460.0,,,267,,,,
1211,Lampadena speculigera,488.0,,,,267,,,
1212,Zanclus cornutus,492.0,,,,,267,,
1213,Minois dryas,520.0,,,268,,,,
1214,Lampanychtus ater,483.0,,,,268,,,
1215,Lycodes pacificus,483.0,,,,,268,,
1216,Neope goschkevitschii,380.0,,,269,,,,
1217,Lampanyctus alatus,485.0,,,,269,,,
1218,Zoarces viviparus,513.0,,,,,269,,
1219,Acanthurus triostegus,518.0,,271,,,,,
1220,Neope goschkevitschii,460.0,,,270,,,,
1221,Neope goschkevitschii,520.0,,,271,,,,
1222,Lampanyctus regalis,489.0,,,,271,,,
1223,Cleisthenes herzensteini,500.0,,,,,271,,
1224,Acanthurus achilles,501.0,,273,,,,,
1225,Nymphalis xanthomelas,380.0,,,272,,,,
1226,Lepidion eques,476.0,,,,272,,,
1227,Isopsetta isolepis,492.0,,,,,272,,
1228,Nymphalis xanthomelas,460.0,,,273,,,,
1229,Leptocottus armatus,498.0,,,,273,,,
1230,Lepidopsetta bilineata,492.0,,,,,273,,
1231,Ctenochaetus strigosus,453.0,,275,,,,,
1232,Nymphalis xanthomelas,500.0,,,274,,,,
1233,Leuroglosus stilbius,491.0,,,,274,,,
1234,Lepidopsetta polyxystra,493.0,,,,,274,,
1235,Ctenochaetus strigosus,521.0,,276,,,,,
1236,Nymphalis xanthomelas,560.0,,,275,,,,
1237,Limnocottus bergianus,490.4,,,,275,,,
1238,Limanda aspera,503.0,,,,,275,,
1239,Ctenochaetus strigosus,548.0,,277,,,,,
1240,Parage aegeria,360.0,,,276,,,,
1241,Limnocottus eurystomus,427.6,,,,276,,,
1242,Limanda limanda,502.0,,,,,276,,
1243,Ctenochaetus strigosus,501.0,,278,,,,,
1244,Parage aegeria,460.0,,,277,,,,
1245,Limnocottus griseus,431.0,,,,277,,,
1246,Lyopsetta exilis,482.0,,,,,277,,
1247,Parage aegeria,530.0,,,278,,,,
1248,Limnocottus pallidus,488.0,,,,278,,,
1249,Microstomus kitt,502.0,,,,,278,,
1250,Naso lituratus,421.0,,280,,,,,
1251,Polygonia c-album,380.0,,,279,,,,
1252,Microstomus pacificus,505.0,,,,,279,,
1253,Naso lituratus,496.0,,281,,,,,
1254,Polygonia c-album,520.0,,,280,,,,
1255,Margrethia obtusirostra,474.0,,,,280,,,
1256,Parophrys vetulus,498.0,,,,,280,,
1257,Naso lituratus,521.0,,282,,,,,
1258,Polygonia c-album,560.0,,,281,,,,
1259,Melanochromus vermivorous,418.1,,,,281,,,
1260,Platichthys flesus,510.0,,,,,281,,
1261,Polygonia c-album,620.0,,,282,,,,
1262,Melanonus zugmayeri,489.0,,,,282,,,
1263,Platichthys stellatus,508.0,,,,,282,,
1264,Naso unicornis,416.0,,284,,,,,
1265,Vanessa cardui,360.0,,,283,,,,
1266,Melanostigma pammelas,485.0,,,,283,,,
1267,Pleuronectes platessa,515.0,,,,,283,,
1268,Naso unicornis,486.0,,285,,,,,
1269,Vanessa cardui,470.0,,,284,,,,
1270,Melanostomias niger,483.0,,,,284,,,
1271,Psettichthys melanostictus,497.0,,,,,284,,
1272,Naso unicornis,507.0,,286,,,,,
1273,Vanessa cardui,530.0,,,285,,,,
1274,Melanphaes canthomus,4852.0,,,,285,,,
1275,Pseudopleuronectes americanus,506.0,,,,,285,,
1276,Zebrasoma veliferum,494.0,,287,,,,,
1277,Atrophaneura alcinous,420.0,,,286,,,,
1278,Meleagris gallopavo,417.8,,,,286,,,
1279,Pseudopleuronectes herzensteini,500.0,,,,,286,,
1280,Zebrasoma veliferum,448.0,,288,,,,,
1281,Atrophaneura alcinous,460.0,,,287,,,,
1282,Merluccius merluccius,496.0,,,,287,,,
1283,Pseudopleuronectes obscurus,525.0,,,,,287,,
1284,Zebrasoma veliferum,511.0,,289,,,,,
1285,Atrophaneura alcinous,520.0,,,288,,,,
1286,Mesoplodon bidens,484.0,,,,288,,,
1287,Lepidorhombus boscii,489.0,,,,,288,,
1288,Zebrasoma veliferum,517.0,,290,,,,,
1289,Atrophaneura alcinous,600.0,,,289,,,,
1290,Metriaclima zebra,368.0,,,,289,,,
1291,Oncorhynchus gorbuscha,506.0,,,,,289,,
1292,Zebrasoma veliferum,523.0,,291,,,,,
1293,Graphium sarpedon,380.0,,,290,,,,
1294,Micrometrus aurora,464.8,,,,290,,,
1295,Abyssocottus korotneffi,481.0,,,,,290,,
1296,Graphium sarpedon,460.0,,,291,,,,
1297,Micrometrus minimus,469.5,,,,291,,,
1298,Oncorhynchus keta,524.0,,,,,291,,
1299,Zebrasoma flavescens,446.0,,293,,,,,
1300,Graphium sarpedon,560.0,,,292,,,,
1301,Mirounga angustirostri,491.7,,,,292,,,
1302,Oncorhynchus keta,505.0,,,,,292,,
1303,Zebrasoma flavescens,510.0,,294,,,,,
1304,Graphium sarpedon,600.0,,,293,,,,
1305,Mugil cephalus,518.0,,,,293,,,
1306,Oncorhynchus kisutch,531.0,,,,,293,,
1307,Zebrasoma flavescens,519.0,,295,,,,,
1308,Papilio achaon,380.0,,,294,,,,
1309,Mulloidichthys flavolineatus,366.0,,,,294,,,
1310,Oncorhynchus kisutch,505.0,,,,,294,,
1311,Papilio achaon,460.0,,,295,,,,
1312,Mustelus henlei,496.0,,,,295,,,
1313,Oncorhynchus mykiss,521.0,,,,,295,,
1314,Ammodytes hexapterus,398.0,,297,,,,,
1315,Papilio achaon,520.0,,,296,,,,
1316,Myoxocephalus quadricornis,512.2,,,,296,,,
1317,Oncorhynchus tshawytscha,524.0,,,,,296,,
1318,Ammodytes hexapterus,524.0,,298,,,,,
1319,Papilio achaon,580.0,,,297,,,,
1320,Myripristis berndti,443.0,,,,297,,,
1321,Oncorhynchus tshawytscha,508.0,,,,,297,,
1322,Ammodytes hexapterus,520.0,,299,,,,,
1323,Papilio aegeus,360.0,,,298,,,,
1324,Naso lituratus,412.0,,,,298,,,
1325,Salmo salar,515.0,,,,,298,,
1326,Apogon kallopterus,492.0,,300,,,,,
1327,Papilio aegeus,450.0,,,299,,,,
1328,Salmo trutta trutta,532.0,,,,,299,,
1329,Papilio aegeus,540.0,,,300,,,,
1330,Nemichthys scolopaceus,490.0,,,,300,,,
1331,Thunnus albacares,483.0,,,,,300,,
1332,Apogon kallopterus,494.0,,302,,,,,
1333,Papilio aegeus,610.0,,,301,,,,
1334,Neonesthes capensis,483.0,,,,301,,,
1335,Peprilus stimillimus,496.0,,,,,301,,
1336,Apogon kallopterus,516.0,,303,,,,,
1337,Papilio maackii,380.0,,,302,,,,
1338,Aphanopus  carbo,477.0,,,,,302,,
1339,Papilio maackii,460.0,,,303,,,,
1340,Notacanthus bonapartei,487.0,,,,303,,,
1341,Asprocottus herzensteini,488.0,,,,,303,,
1342,Ronquilus jordani,461.0,,305,,,,,
1343,Papilio maackii,520.0,,,304,,,,
1344,Cottinella boulengeri,482.0,,,,,304,,
1345,Ronquilus jordani,521.0,,306,,,,,
1346,Papilio maackii,580.0,,,305,,,,
1347,Odocoileus virginianus,457.0,,,,305,,,
1348,Cyphocottus eurystomus,489.0,,,,,305,,
1349,Lipophyrs pholis,515.0,,307,,,,,
1350,Papilio protenor,420.0,,,306,,,,
1351,Oncorhynchus mykiss,365.0,,,,306,,,
1352,Limnocottus bergianus,490.0,,,,,306,,
1353,Lipophyrs pholis,535.0,,308,,,,,
1354,Papilio protenor,460.0,,,307,,,,
1355,Oreochromis nilocticus,359.0,,,,307,,,
1356,Limnocottus griseus,485.0,,,,,307,,
1357,Lipophyrs pholis,500.0,,309,,,,,
1358,Papilio protenor,520.0,,,308,,,,
1359,Oreocromis niloticus,375.5,,,,308,,,
1360,Lipophyrs pholis,570.0,,310,,,,,
1361,Osmerus eperlanus,517.8,,,,309,,,
1362,Procottus jettelesii,505.0,,,,,309,,
1363,Plagiotremus rhinorhynchos,498.0,,311,,,,,
1364,Papilio xuthus,400.0,,,310,,,,
1365,Ostracion meleagris,416.0,,,,310,,,
1366,Bothragonus  swani,500.0,,,,,310,,
1367,Plagiotremus rhinorhynchos,449.0,,312,,,,,
1368,Papilio xuthus,440.0,,,311,,,,
1369,Otolemus cassicaudatus,507.0,,,,311,,,
1370,Podothecus acipenserinus,500.0,,,,,311,,
1371,Plagiotremus rhinorhynchos,520.0,,313,,,,,
1372,Papilio xuthus,520.0,,,312,,,,
1373,Pachystomias microdon,513.0,,,,312,,,
1374,Comephorus baicalensis,501.0,,,,,312,,
1375,Plagiotremus rhinorhynchos,561.0,,314,,,,,
1376,Papilio xuthus,600.0,,,313,,,,
1377,Pagothenia borchgrevinki,488.7,,,,313,,,
1378,Comephorus dybowskii,498.0,,,,,313,,
1379,Papilo bianor,420.0,,,314,,,,
1380,Paracottus knerii,450.0,,,,314,,,
1381,Artedius fenestralis,498.0,,,,,314,,
1382,Trachurus mediterraneus,433.0,,316,,,,,
1383,Papilo bianor,460.0,,,315,,,,
1384,Paralabrax clathratus,500.0,,,,315,,,
1385,Artedius harringtoni,501.0,,,,,315,,
1386,Trachurus mediterraneus,525.0,,317,,,,,
1387,Papilo bianor,520.0,,,316,,,,
1388,Parupeneus multifasciatus,486.0,,,,316,,,
1389,Ascelichthys rhodorus,501.0,,,,,316,,
1390,Papilo bianor,580.0,,,317,,,,
1391,Perca fluviatilis,538.6,,,,317,,,
1392,Bero elegance,507.0,,,,,317,,
1393,Spicara smaris,436.0,,319,,,,,
1394,Colias erate,400.0,,,318,,,,
1395,Pervagor aspricaudus,404.0,,,,318,,,
1396,Clinocottus globiceps,523.0,,,,,318,,
1397,Spicara smaris,522.0,,320,,,,,
1398,Colias erate,520.0,,,319,,,,
1399,Pervagor spilosoma,398.0,,,,319,,,
1400,Enophrys bison,501.0,,,,,319,,
1401,Colias erate,560.0,,,320,,,,
1402,Petromyzon marinus,501.0,,,,320,,,
1403,Enophrys diceraus,500.0,,,,,320,,
1404,Lepomis macrochirus,536.0,,322,,,,,
1405,Gonepteryx aspasia,380.0,,,321,,,,
1406,Phoca groenlandicus,498.0,,,,321,,,
1407,Gymnocanthus intermedius,504.0,,,,,321,,
1408,Lepomis macrochirus,620.0,,323,,,,,
1409,Gonepteryx aspasia,460.0,,,322,,,,
1410,Phoca vitulina,501.0,,,,322,,,
1411,Gymnocanthus pistilliger,501.0,,,,,322,,
1412,Gonepteryx aspasia,560.0,,,323,,,,
1413,Photonectes braueri,483.0,,,,323,,,
1414,Hemilepidotus hemilepidotus,501.0,,,,,323,,
1415,Micropterus salmoides,535.0,,325,,,,,
1416,Gonepteryx aspasia,600.0,,,324,,,,
1417,Photostomias braueri,483.0,,,,324,,,
1418,Icelinus borealis,495.0,,,,,324,,
1419,Micropterus salmoides,614.0,,326,,,,,
1420,Photostylus sp.,474.0,,,,325,,,
1421,Jordania zonope,500.0,,,,,325,,
1422,Chaetodon kleini,496.0,,327,,,,,
1423,Pieris brassicae,455.0,,,326,,,,
1424,Platichthys flesus,510.3,,,,326,,,
1425,Leptocottus armatus,509.0,,,,,326,,
1426,Pieris brassicae,560.0,,,327,,,,
1427,Platycercus elegans,363.0,,,,327,,,
1428,Megalocottus  platycephalus,514.0,,,,,327,,
1429,Chaetodon kleini,530.0,,329,,,,,
1430,Pieris brassicae,620.0,,,328,,,,
1431,Platytroctes apus,476.0,,,,328,,,
1432,Microcottus sellaris,505.0,,,,,328,,
1433,Chaetodon unimaculatus,491.0,,330,,,,,
1434,Pieris melete,400.0,,,329,,,,
1435,Plectroglyphidodon johnstonianus,474.0,,,,329,,,
1436,Myoxocephalus jaok,507.0,,,,,329,,
1437,Pieris melete,480.0,,,330,,,,
1438,Myoxocephalus potyacanthocephalus,500.0,,,,,330,,
1439,Chaetodon unimaculatus,530.0,,332,,,,,
1440,Pieris melete,540.0,,,331,,,,
1441,Polyipnus polli,483.0,,,,331,,,
1442,Myoxocephalus scorpius,506.0,,,,,331,,
1443,Pieris melete,600.0,,,332,,,,
1444,Pomatoschistus microps,515.7,,,,332,,,
1445,Myoxocephalus stelleri,506.0,,,,,332,,
1446,Pieris rapae,360.0,,,333,,,,
1447,Pomatoschistus minutus,503.0,,,,333,,,
1448,Oligocottus maculosus,520.0,,,,,333,,
1449,Forcipiger flavissimus,490.0,,335,,,,,
1450,Pieris rapae,420.0,,,334,,,,
1451,Porichthys notatus,493.0,,,,334,,,
1452,Ruscarius meanyi,496.0,,,,,334,,
1453,Forcipiger flavissimus,527.0,,336,,,,,
1454,Pieris rapae,450.0,,,335,,,,
1455,Porogradus sp.,474.0,,,,335,,,
1456,Scorpaenichthys marmoratus,500.0,,,,,335,,
1457,Pieris rapae,563.0,,,336,,,,
1458,Taurulus bubalis,507.0,,,,,336,,
1459,Aequidens pulcher,565.0,,338,,,,,
1460,Amyelois transitella,350.0,,,337,,,,
1461,Triglopsis quadricornis,512.0,,,,,337,,
1462,Aequidens pulcher,605.0,,339,,,,,
1463,Amyelois transitella,430.0,,,338,,,,
1464,Potamotrygon motoro,499.0,,,,338,,,
1465,Batrachocottus baicalensis,509.0,,,,,338,,
1466,Amyelois transitella,530.0,,,339,,,,
1467,Procottus jettelesi,448.0,,,,339,,,
1468,Batrachocottus multiradiatus,489.0,,,,,339,,
1469,Galleria mellonella,363.0,,,340,,,,
1470,Propithecus verreauxi coquereli,430.0,,,,340,,,
1471,Batrachocottus nikolskii,488.0,,,,,340,,
1472,Aulonocara hueseri,415.0,,342,,,,,
1473,Galleria mellonella,510.0,,,341,,,,
1474,Pseudopleuronectes americanus,457.0,,,,341,,,
1475,Cottocomephorus grewingkii,503.0,,,,,341,,
1476,Aulonocara hueseri,484.0,,343,,,,,
1477,Actias artemis aliena,380.0,,,342,,,,
1478,Pseudotropheus acei,378.4,,,,342,,,
1479,Cottocomephorus inermis,494.0,,,,,342,,
1480,Aulonocara hueseri,526.0,,344,,,,,
1481,Actias artemis aliena,460.0,,,343,,,,
1482,Ptilorhynchus violaceus,410.4,,,,343,,,
1483,Leocottus kesslerii,516.0,,,,,343,,
1484,Actias artemis aliena,540.0,,,344,,,,
1485,Puffinus pacificus,406.0,,,,344,,,
1486,Paracottus knerii,520.0,,,,,344,,
1487,Copadichromis borleyi,424.0,,346,,,,,
1488,Actias artemis aliena,580.0,,,345,,,,
1489,Pundamilia azurea,455.3,,,,345,,,
1490,Eumicrotremus orbis,494.0,,,,,345,,
1491,Copadichromis borleyi,478.0,,347,,,,,
1492,Antheraea polyphemus,360.0,,,346,,,,
1493,Pundamilia nyererei,451.2,,,,346,,,
1494,Copadichromis borleyi,539.0,,348,,,,,
1495,Antheraea polyphemus,450.0,,,347,,,,
1496,Pundamila sp.,455.3,,,,347,,,
1497,Blepsias cirrhosus,500.0,,,,,347,,
1498,Crenicichla frenata,420.0,,349,,,,,
1499,Antheraea polyphemus,525.0,,,348,,,,
1500,Pungitius pungitius,526.8,,,,348,,,
1501,Hemitripterus americanus,505.0,,,,,348,,
1502,Crenicichla frenata,480.0,,350,,,,,
1503,Samia cynthia ricini,380.0,,,349,,,,
1504,Radiicephalus elongatus,481.0,,,,349,,,
1505,Hemitripterus villosus,503.0,,,,,349,,
1506,Crenicichla frenata,547.0,,351,,,,,
1507,Samia cynthia ricini,400.0,,,350,,,,
1508,Raja binoculata,497.0,,,,350,,,
1509,Nautichthys oculofasciatus,501.0,,,,,350,,
1510,Crenicichla frenata,614.0,,352,,,,,
1511,Samia cynthia ricini,480.0,,,351,,,,
1512,Rana cancrivora,433.0,,,,351,,,
1513,Hexagrammos decagrammus,497.0,,,,,351,,
1514,Samia cynthia ricini,520.0,,,352,,,,
1515,Rana temporaria,502.0,,,,352,,,
1516,Hexagrammos octogrammus,523.0,,,,,352,,
1517,Samia cynthia ricini,540.0,,,353,,,,
1518,Rangifer tarandus,439.0,,,,353,,,
1519,Hexagrammos stelleri,496.0,,,,,353,,
1520,Cynotilapia afra,358.0,,355,,,,,
1521,Ampelophaga rubiginosa,460.0,,,354,,,,
1522,Rhadinesthes decimus,480.0,,,,354,,,
1523,Ophiodon elongatus,499.0,,,,,354,,
1524,Cynotilapia afra,472.0,,356,,,,,
1525,Ampelophaga rubiginosa,540.0,,,355,,,,
1526,Rhinobatus typus,476.6,,,,355,,,
1527,Pleurogrammus  azonus,504.0,,,,,355,,
1528,Cynotilapia afra,525.0,,357,,,,,
1529,Ampelophaga rubiginosa,580.0,,,356,,,,
1530,Rhinoptera bonasus,470.0,,,,356,,,
1531,Ameiurus catus,541.0,,,,,356,,
1532,Callambulyx tatarinovii,380.0,,,357,,,,
1533,Rinocetes nasutus,489.0,,,,357,,,
1534,Liparis dennyi,494.0,,,,,357,,
1535,Dimidiochromis compressiceps,447.0,,359,,,,,
1536,Callambulyx tatarinovii,460.0,,,358,,,,
1537,Rouleina aderensis,477.0,,,,358,,,
1538,Liparis florae,495.0,,,,,358,,
1539,Dimidiochromis compressiceps,533.0,,360,,,,,
1540,Callambulyx tatarinovii,540.0,,,359,,,,
1541,Rutilis rutilis,523.8,,,,359,,,
1542,Liparis pulchellus,490.0,,,,,359,,
1543,Dimidiochromis compressiceps,567.0,,361,,,,,
1544,Callambulyx tatarinovii,580.0,,,360,,,,
1545,Saguinus midas,546.0,,,,360,,,
1546,Liparis  greeni,495.0,,,,,360,,
1547,Haplochromis burtoni,500.0,,362,,,,,
1548,Deilephila elpenor,345.0,,,361,,,,
1549,Salmo irideus,400.0,,,,361,,,
1550,Cottunculus thomsonii,486.0,,,,,361,,
1551,Haplochromis burtoni,455.0,,363,,,,,
1552,Salvelinus alpinus,508.0,,,,362,,,
1553,Dasycottus setiger,485.0,,,,,362,,
1554,Haplochromis burtoni,523.0,,364,,,,,
1555,Deilephila elpenor,520.0,,,363,,,,
1556,Sarda chiliensis,488.0,,,,363,,,
1557,Gilbertidia sigalutes,496.0,,,,,363,,
1558,Haplochromis burtoni,562.0,,365,,,,,
1559,Macroglossum stellatarum,348.0,,,364,,,,
1560,Sardinops melanostictus,382.0,,,,364,,,
1561,Psychrolutes paradoxus,483.0,,,,,364,,
1562,Macroglossum stellatarum,430.0,,,365,,,,
1563,Rhamphocottus richardsonii,493.0,,,,,365,,
1564,Haplochromis pyrrhocephalus,462.0,,367,,,,,
1565,Macroglossum stellatarum,500.0,,,366,,,,
1566,Scardinius erythrophthalmus,533.2,,,,366,,,
1567,Dendrochirus zebra,501.0,,,,,366,,
1568,Haplochromis pyrrhocephalus,539.0,,368,,,,,
1569,Manduca sexta,345.0,,,367,,,,
1570,Scenopoetes dentirostris,506.3,,,,367,,,
1571,Scorpaena porcus,506.0,,,,,367,,
1572,Haplochromis pyrrhocephalus,595.0,,369,,,,,
1573,Manduca sexta,440.0,,,368,,,,
1574,Sciurus carolinensis,530.0,,,,368,,,
1575,Sebastes auriculatus,498.0,,,,,368,,
1576,Manduca sexta,525.0,,,369,,,,
1577,Scomber japonicus,491.0,,,,369,,,
1578,Sebastes caurinus,496.0,,,,,369,,
1579,Haplochromis ishmaeli,456.0,,371,,,,,
1580,Marumba sperchius,460.0,,,370,,,,
1581,Scomberomorus sierra,486.0,,,,370,,,
1582,Sebastes empaeus,493.0,,,,,370,,
1583,Haplochromis ishmaeli,535.0,,372,,,,,
1584,Marumba sperchius,540.0,,,371,,,,
1585,Sebastes flavidus,497.0,,,,,371,,
1586,Haplochromis ishmaeli,569.0,,373,,,,,
1587,Marumba sperchius,600.0,,,372,,,,
1588,Trachyscorpia cristulata,485.0,,,,,372,,
1589,Libelloides macaronius,350.0,,,373,,,,
1590,Sebastolobus alascanus,484.0,,,,373,,,
1591,Chelidonichthys lucerna,502.0,,,,,373,,
1592,Haplochromis piceatus,465.0,,375,,,,,
1593,Libelloides macaronius,530.0,,,374,,,,
1594,Sephanoides sephanoides,371.0,,,,374,,,
1595,Eutrigla gurnardus,502.0,,,,,374,,
1596,Haplochromis piceatus,522.0,,376,,,,,
1597,Aeschna cyanea,356.0,,,375,,,,
1598,Sericulus crysocephalus,506.0,,,,375,,,
1599,Gonostoma atlanticum,484.0,,,,,375,,
1600,Haplochromis piceatus,565.0,,377,,,,,
1601,Aeschna cyanea,420.0,,,376,,,,
1602,Seriphus politus,503.0,,,,376,,,
1603,Ameiurus melas,541.0,,,,,376,,
1604,Lethrinops parvidens,498.0,,378,,,,,
1605,Aeschna cyanea,519.0,,,377,,,,
1606,Serrivomer lanceolatoides,483.0,,,,377,,,
1607,Ictalurus punctatus,542.0,,,,,377,,
1608,Lethrinops parvidens,426.0,,379,,,,,
1609,Aeshna tuberculifera,358.0,,,378,,,,
1610,Setonix brachyurus,502.0,,,,378,,,
1611,Lethrinops parvidens,514.0,,380,,,,,
1612,Aeshna tuberculifera,501.0,,,379,,,,
1613,Sminthopsis crassicaudata,350.0,,,,379,,,
1614,Gonostoma denudatum,482.0,,,,,379,,
1615,Lethrinops parvidens,563.0,,381,,,,,
1616,Anax junius,354.0,,,380,,,,
1617,Spermophilus beecheyi,518.9,,,,380,,,
1618,Sigmops bathyphilus,481.0,,,,,380,,
1619,Anax junius,442.0,,,381,,,,
1620,Spermophilus tridecemline,517.0,,,,381,,,
1621,Sigmops elongatus,484.0,,,,,381,,
1622,Melanochromis auratus,414.0,,383,,,,,
1623,Anax junius,503.0,,,382,,,,
1624,Sphoeroides annulatus,508.0,,,,382,,,
1625,Ichthyococcus ovatus,487.0,,,,,382,,
1626,Melanochromis auratus,482.0,,384,,,,,
1627,Libellula pulchella,360.0,,,383,,,,
1628,Sphyraena barracuda,455.0,,,,383,,,
1629,Argyropelecus aculeatus,475.0,,,,,383,,
1630,Melanochromis auratus,525.0,,385,,,,,
1631,Libellula pulchella,500.0,,,384,,,,
1632,Sphyrna lewini,530.0,,,,384,,,
1633,Hemicordulia tau,330.0,,,385,,,,
1634,Sphyrna tiburo,483.0,,,,385,,,
1635,Melanochromis vermivorus,418.0,,387,,,,,
1636,Hemicordulia tau,410.0,,,386,,,,
1637,Squalus suckleyi,497.5,,,,386,,,
1638,Sternoptyx diaphana,478.0,,,,,386,,
1639,Melanochromis vermivorus,506.0,,388,,,,,
1640,Hemicordulia tau,460.0,,,387,,,,
1641,Stegastes fasciolatus,363.0,,,,387,,,
1642,Sternoptyx pseudobscura,479.0,,,,,387,,
1643,Melanochromis vermivorus,555.0,,389,,,,,
1644,Hemicordulia tau,525.0,,,388,,,,
1645,Stenobrachius leucopsarus,492.0,,,,388,,,
1646,Valenciennellus tripunctulatus,480.0,,,,,388,,
1647,Melanochromis vermivorus,485.0,,390,,,,,
1648,Hemicordulia tau,630.0,,,389,,,,
1649,Bathophilus brevis,483.0,,,,,389,,
1650,Melanochromis vermivorus,534.0,,391,,,,,
1651,Sympetrum rubicundulum,340.0,,,390,,,,
1652,Borostomias elucens,482.0,,,,,390,,
1653,Maylandia zebra,368.0,,392,,,,,
1654,Sympetrum rubicundulum,410.0,,,391,,,,
1655,Stizostedion lucioperca,524.1,,,,391,,,
1656,Maylandia zebra,482.0,,393,,,,,
1657,Sympetrum rubicundulum,490.0,,,392,,,,
1658,Stomias atriventer,489.0,,,,392,,,
1659,Maylandia zebra,531.0,,394,,,,,
1660,Sympetrum rubicundulum,540.0,,,393,,,,
1661,Stomias boa,489.0,,,,393,,,
1662,Sympetrum rubicundulum,620.0,,,394,,,,
1663,Strix aluco,463.0,,,,394,,,
1664,Metriaclima barlowi,366.0,,396,,,,,
