comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id
1195,Idiacanthus fasciola,483,,,,263,,,
1196,Stichaeus nozawae,502,,,,,263,,
1197,Heliconius sara,470,,,264,,,,
1198,Isoodon obesulus,508,,,,264,,,
1199,Xiphister mucosus,504,,,,,264,,
1200,Heliconius sara,550,,,265,,,,
1201,Kali macrodon,484,,,,265,,,
1202,Xiphister  atropurpureus,503,,,,,265,,
1203,Acanthurus nigroris,523,,267,,,,,
1204,Minois dryas,380,,,266,,,,
1205,Kuhlia sandvicensis,362,,,,266,,,
1206,Trichodon trichodon,503,,,,,266,,
1207,Acanthurus nigroris,538,,268,,,,,
1208,Minois dryas,460,,,267,,,,
1209,Lampadena speculigera,488,,,,267,,,
1210,Zanclus cornutus,492,,,,,267,,
1211,Minois dryas,520,,,268,,,,
1212,Lampanychtus ater,483,,,,268,,,
1213,Lycodes pacificus,483,,,,,268,,
1214,Neope goschkevitschii,380,,,269,,,,
1215,Lampanyctus alatus,485,,,,269,,,
1216,Zoarces viviparus,513,,,,,269,,
1217,Acanthurus triostegus,518,,271,,,,,
1218,Neope goschkevitschii,460,,,270,,,,
1219,Neope goschkevitschii,520,,,271,,,,
1220,Lampanyctus regalis,489,,,,271,,,
1221,Cleisthenes herzensteini,500,,,,,271,,
1222,Acanthurus achilles,501,,273,,,,,
1223,Nymphalis xanthomelas,380,,,272,,,,
1224,Lepidion eques,476,,,,272,,,
1225,Isopsetta isolepis,492,,,,,272,,
1226,Nymphalis xanthomelas,460,,,273,,,,
1227,Leptocottus armatus,498,,,,273,,,
1228,Lepidopsetta bilineata,492,,,,,273,,
1229,Ctenochaetus strigosus,453,,275,,,,,
1230,Nymphalis xanthomelas,500,,,274,,,,
1231,Leuroglosus stilbius,491,,,,274,,,
1232,Lepidopsetta polyxystra,493,,,,,274,,
1233,Ctenochaetus strigosus,521,,276,,,,,
1234,Nymphalis xanthomelas,560,,,275,,,,
1235,Limnocottus bergianus,490.4,,,,275,,,
1236,Limanda aspera,503,,,,,275,,
1237,Ctenochaetus strigosus,548,,277,,,,,
1238,Parage aegeria,360,,,276,,,,
1239,Limnocottus eurystomus,427.6,,,,276,,,
1240,Limanda limanda,502,,,,,276,,
1241,Ctenochaetus strigosus,501,,278,,,,,
1242,Parage aegeria,460,,,277,,,,
1243,Limnocottus griseus,431,,,,277,,,
1244,Lyopsetta exilis,482,,,,,277,,
1245,Parage aegeria,530,,,278,,,,
1246,Limnocottus pallidus,488,,,,278,,,
1247,Microstomus kitt,502,,,,,278,,
1248,Naso lituratus,421,,280,,,,,
1249,Polygonia c-album,380,,,279,,,,
1250,Microstomus pacificus,505,,,,,279,,
1251,Naso lituratus,496,,281,,,,,
1252,Polygonia c-album,520,,,280,,,,
1253,Margrethia obtusirostra,474,,,,280,,,
1254,Parophrys vetulus,498,,,,,280,,
1255,Naso lituratus,521,,282,,,,,
1256,Polygonia c-album,560,,,281,,,,
1257,Melanochromus vermivorous,418.1,,,,281,,,
1258,Platichthys flesus,510,,,,,281,,
1259,Polygonia c-album,620,,,282,,,,
1260,Melanonus zugmayeri,489,,,,282,,,
1261,Platichthys stellatus,508,,,,,282,,
1262,Naso unicornis,416,,284,,,,,
1263,Vanessa cardui,360,,,283,,,,
1264,Melanostigma pammelas,485,,,,283,,,
1265,Pleuronectes platessa,515,,,,,283,,
1266,Naso unicornis,486,,285,,,,,
1267,Vanessa cardui,470,,,284,,,,
1268,Melanostomias niger,483,,,,284,,,
1269,Psettichthys melanostictus,497,,,,,284,,
1270,Naso unicornis,507,,286,,,,,
1271,Vanessa cardui,530,,,285,,,,
1272,Melanphaes canthomus,4852,,,,285,,,
1273,Pseudopleuronectes americanus,506,,,,,285,,
1274,Zebrasoma veliferum,494,,287,,,,,
1275,Atrophaneura alcinous,420,,,286,,,,
1276,Meleagris gallopavo,417.8,,,,286,,,
1277,Pseudopleuronectes herzensteini,500,,,,,286,,
1278,Zebrasoma veliferum,448,,288,,,,,
1279,Atrophaneura alcinous,460,,,287,,,,
1280,Merluccius merluccius,496,,,,287,,,
1281,Pseudopleuronectes obscurus,525,,,,,287,,
1282,Zebrasoma veliferum,511,,289,,,,,
1283,Atrophaneura alcinous,520,,,288,,,,
1284,Mesoplodon bidens,484,,,,288,,,
1285,Lepidorhombus boscii,489,,,,,288,,
1286,Zebrasoma veliferum,517,,290,,,,,
1287,Atrophaneura alcinous,600,,,289,,,,
1288,Metriaclima zebra,368,,,,289,,,
1289,Oncorhynchus gorbuscha,506,,,,,289,,
1290,Zebrasoma veliferum,523,,291,,,,,
1291,Graphium sarpedon,380,,,290,,,,
1292,Micrometrus aurora,464.8,,,,290,,,
1293,Abyssocottus korotneffi,481,,,,,290,,
1294,Graphium sarpedon,460,,,291,,,,
1295,Micrometrus minimus,469.5,,,,291,,,
1296,Oncorhynchus keta,524,,,,,291,,
1297,Zebrasoma flavescens,446,,293,,,,,
1298,Graphium sarpedon,560,,,292,,,,
1299,Mirounga angustirostri,491.7,,,,292,,,
1300,Oncorhynchus keta,505,,,,,292,,
1301,Zebrasoma flavescens,510,,294,,,,,
1302,Graphium sarpedon,600,,,293,,,,
1303,Mugil cephalus,518,,,,293,,,
1304,Oncorhynchus kisutch,531,,,,,293,,
1305,Zebrasoma flavescens,519,,295,,,,,
1306,Papilio achaon,380,,,294,,,,
1307,Mulloidichthys flavolineatus,366,,,,294,,,
1308,Oncorhynchus kisutch,505,,,,,294,,
1309,Papilio achaon,460,,,295,,,,
1310,Mustelus henlei,496,,,,295,,,
1311,Oncorhynchus mykiss,521,,,,,295,,
1312,Ammodytes hexapterus,398,,297,,,,,
1313,Papilio achaon,520,,,296,,,,
1314,Myoxocephalus quadricornis,512.2,,,,296,,,
1315,Oncorhynchus tshawytscha,524,,,,,296,,
1316,Ammodytes hexapterus,524,,298,,,,,
1317,Papilio achaon,580,,,297,,,,
1318,Myripristis berndti,443,,,,297,,,
1319,Oncorhynchus tshawytscha,508,,,,,297,,
1320,Ammodytes hexapterus,520,,299,,,,,
1321,Papilio aegeus,360,,,298,,,,
1322,Naso lituratus,412,,,,298,,,
1323,Salmo salar,515,,,,,298,,
1324,Apogon kallopterus,492,,300,,,,,
1325,Papilio aegeus,450,,,299,,,,
1326,Salmo trutta trutta,532,,,,,299,,
1327,Papilio aegeus,540,,,300,,,,
1328,Nemichthys scolopaceus,490,,,,300,,,
1329,Thunnus albacares,483,,,,,300,,
1330,Apogon kallopterus,494,,302,,,,,
1331,Papilio aegeus,610,,,301,,,,
1332,Neonesthes capensis,483,,,,301,,,
1333,Peprilus stimillimus,496,,,,,301,,
1334,Apogon kallopterus,516,,303,,,,,
1335,Papilio maackii,380,,,302,,,,
1336,Aphanopus  carbo,477,,,,,302,,
1337,Papilio maackii,460,,,303,,,,
1338,Notacanthus bonapartei,487,,,,303,,,
1339,Asprocottus herzensteini,488,,,,,303,,
1340,Ronquilus jordani,461,,305,,,,,
1341,Papilio maackii,520,,,304,,,,
1342,Cottinella boulengeri,482,,,,,304,,
1343,Ronquilus jordani,521,,306,,,,,
1344,Papilio maackii,580,,,305,,,,
1345,Odocoileus virginianus,457,,,,305,,,
1346,Cyphocottus eurystomus,489,,,,,305,,
1347,Lipophyrs pholis,515,,307,,,,,
1348,Papilio protenor,420,,,306,,,,
1349,Oncorhynchus mykiss,365,,,,306,,,
1350,Limnocottus bergianus,490,,,,,306,,
1351,Lipophyrs pholis,535,,308,,,,,
1352,Papilio protenor,460,,,307,,,,
1353,Oreochromis nilocticus,359,,,,307,,,
1354,Limnocottus griseus,485,,,,,307,,
1355,Lipophyrs pholis,500,,309,,,,,
1356,Papilio protenor,520,,,308,,,,
1357,Oreocromis niloticus,375.5,,,,308,,,
1358,Lipophyrs pholis,570,,310,,,,,
1359,Osmerus eperlanus,517.8,,,,309,,,
1360,Procottus jettelesii,505,,,,,309,,
1361,Plagiotremus rhinorhynchos,498,,311,,,,,
1362,Papilio xuthus,400,,,310,,,,
1363,Ostracion meleagris,416,,,,310,,,
1364,Bothragonus  swani,500,,,,,310,,
1365,Plagiotremus rhinorhynchos,449,,312,,,,,
1366,Papilio xuthus,440,,,311,,,,
1367,Otolemus cassicaudatus,507,,,,311,,,
1368,Podothecus acipenserinus,500,,,,,311,,
1369,Plagiotremus rhinorhynchos,520,,313,,,,,
1370,Papilio xuthus,520,,,312,,,,
1371,Pachystomias microdon,513,,,,312,,,
1372,Comephorus baicalensis,501,,,,,312,,
1373,Plagiotremus rhinorhynchos,561,,314,,,,,
1374,Papilio xuthus,600,,,313,,,,
1375,Pagothenia borchgrevinki,488.7,,,,313,,,
1376,Comephorus dybowskii,498,,,,,313,,
1377,Papilo bianor,420,,,314,,,,
1378,Paracottus knerii,450,,,,314,,,
1379,Artedius fenestralis,498,,,,,314,,
1380,Trachurus mediterraneus,433,,316,,,,,
1381,Papilo bianor,460,,,315,,,,
1382,Paralabrax clathratus,500,,,,315,,,
1383,Artedius harringtoni,501,,,,,315,,
1384,Trachurus mediterraneus,525,,317,,,,,
1385,Papilo bianor,520,,,316,,,,
1386,Parupeneus multifasciatus,486,,,,316,,,
1387,Ascelichthys rhodorus,501,,,,,316,,
1388,Papilo bianor,580,,,317,,,,
1389,Perca fluviatilis,538.6,,,,317,,,
1390,Bero elegance,507,,,,,317,,
1391,Spicara smaris,436,,319,,,,,
1392,Colias erate,400,,,318,,,,
1393,Pervagor aspricaudus,404,,,,318,,,
1394,Clinocottus globiceps,523,,,,,318,,
1395,Spicara smaris,522,,320,,,,,
1396,Colias erate,520,,,319,,,,
1397,Pervagor spilosoma,398,,,,319,,,
1398,Enophrys bison,501,,,,,319,,
1399,Colias erate,560,,,320,,,,
1400,Petromyzon marinus,501,,,,320,,,
1401,Enophrys diceraus,500,,,,,320,,
1402,Lepomis macrochirus,536,,322,,,,,
1403,Gonepteryx aspasia,380,,,321,,,,
1404,Phoca groenlandicus,498,,,,321,,,
1405,Gymnocanthus intermedius,504,,,,,321,,
1406,Lepomis macrochirus,620,,323,,,,,
1407,Gonepteryx aspasia,460,,,322,,,,
1408,Phoca vitulina,501,,,,322,,,
1409,Gymnocanthus pistilliger,501,,,,,322,,
1410,Gonepteryx aspasia,560,,,323,,,,
1411,Photonectes braueri,483,,,,323,,,
1412,Hemilepidotus hemilepidotus,501,,,,,323,,
1413,Micropterus salmoides,535,,325,,,,,
1414,Gonepteryx aspasia,600,,,324,,,,
1415,Photostomias braueri,483,,,,324,,,
1416,Icelinus borealis,495,,,,,324,,
1417,Micropterus salmoides,614,,326,,,,,
1418,Photostylus sp.,474,,,,325,,,
1419,Jordania zonope,500,,,,,325,,
1420,Chaetodon kleini,496,,327,,,,,
1421,Pieris brassicae,455,,,326,,,,
1422,Platichthys flesus,510.3,,,,326,,,
1423,Leptocottus armatus,509,,,,,326,,
1424,Pieris brassicae,560,,,327,,,,
1425,Platycercus elegans,363,,,,327,,,
1426,Megalocottus  platycephalus,514,,,,,327,,
1427,Chaetodon kleini,530,,329,,,,,
1428,Pieris brassicae,620,,,328,,,,
1429,Platytroctes apus,476,,,,328,,,
1430,Microcottus sellaris,505,,,,,328,,
1431,Chaetodon unimaculatus,491,,330,,,,,
1432,Pieris melete,400,,,329,,,,
1433,Plectroglyphidodon johnstonianus,474,,,,329,,,
1434,Myoxocephalus jaok,507,,,,,329,,
1435,Pieris melete,480,,,330,,,,
1436,Myoxocephalus potyacanthocephalus,500,,,,,330,,
1437,Chaetodon unimaculatus,530,,332,,,,,
1438,Pieris melete,540,,,331,,,,
1439,Polyipnus polli,483,,,,331,,,
1440,Myoxocephalus scorpius,506,,,,,331,,
1441,Pieris melete,600,,,332,,,,
1442,Pomatoschistus microps,515.7,,,,332,,,
1443,Myoxocephalus stelleri,506,,,,,332,,
1444,Pieris rapae,360,,,333,,,,
1445,Pomatoschistus minutus,503,,,,333,,,
1446,Oligocottus maculosus,520,,,,,333,,
1447,Forcipiger flavissimus,490,,335,,,,,
1448,Pieris rapae,420,,,334,,,,
1449,Porichthys notatus,493,,,,334,,,
1450,Ruscarius meanyi,496,,,,,334,,
1451,Forcipiger flavissimus,527,,336,,,,,
1452,Pieris rapae,450,,,335,,,,
1453,Porogradus sp.,474,,,,335,,,
1454,Scorpaenichthys marmoratus,500,,,,,335,,
1455,Pieris rapae,563,,,336,,,,
1456,Taurulus bubalis,507,,,,,336,,
1457,Aequidens pulcher,565,,338,,,,,
1458,Amyelois transitella,350,,,337,,,,
1459,Triglopsis quadricornis,512,,,,,337,,
1460,Aequidens pulcher,605,,339,,,,,
1461,Amyelois transitella,430,,,338,,,,
1462,Potamotrygon motoro,499,,,,338,,,
1463,Batrachocottus baicalensis,509,,,,,338,,
1464,Amyelois transitella,530,,,339,,,,
1465,Procottus jettelesi,448,,,,339,,,
1466,Batrachocottus multiradiatus,489,,,,,339,,
1467,Galleria mellonella,363,,,340,,,,
1468,Propithecus verreauxi coquereli,430,,,,340,,,
1469,Batrachocottus nikolskii,488,,,,,340,,
1470,Aulonocara hueseri,415,,342,,,,,
1471,Galleria mellonella,510,,,341,,,,
1472,Pseudopleuronectes americanus,457,,,,341,,,
1473,Cottocomephorus grewingkii,503,,,,,341,,
1474,Aulonocara hueseri,484,,343,,,,,
1475,Actias artemis aliena,380,,,342,,,,
1476,Pseudotropheus acei,378.4,,,,342,,,
1477,Cottocomephorus inermis,494,,,,,342,,
1478,Aulonocara hueseri,526,,344,,,,,
1479,Actias artemis aliena,460,,,343,,,,
1480,Ptilorhynchus violaceus,410.4,,,,343,,,
1481,Leocottus kesslerii,516,,,,,343,,
1482,Actias artemis aliena,540,,,344,,,,
1483,Puffinus pacificus,406,,,,344,,,
1484,Paracottus knerii,520,,,,,344,,
1485,Copadichromis borleyi,424,,346,,,,,
1486,Actias artemis aliena,580,,,345,,,,
1487,Pundamilia azurea,455.3,,,,345,,,
1488,Eumicrotremus orbis,494,,,,,345,,
1489,Copadichromis borleyi,478,,347,,,,,
1490,Antheraea polyphemus,360,,,346,,,,
1491,Pundamilia nyererei,451.2,,,,346,,,
1492,Copadichromis borleyi,539,,348,,,,,
1493,Antheraea polyphemus,450,,,347,,,,
1494,Pundamila sp.,455.3,,,,347,,,
1495,Blepsias cirrhosus,500,,,,,347,,
1496,Crenicichla frenata,420,,349,,,,,
1497,Antheraea polyphemus,525,,,348,,,,
1498,Pungitius pungitius,526.8,,,,348,,,
1499,Hemitripterus americanus,505,,,,,348,,
1500,Crenicichla frenata,480,,350,,,,,
1501,Samia cynthia ricini,380,,,349,,,,
1502,Radiicephalus elongatus,481,,,,349,,,
1503,Hemitripterus villosus,503,,,,,349,,
1504,Crenicichla frenata,547,,351,,,,,
1505,Samia cynthia ricini,400,,,350,,,,
1506,Raja binoculata,497,,,,350,,,
1507,Nautichthys oculofasciatus,501,,,,,350,,
1508,Crenicichla frenata,614,,352,,,,,
1509,Samia cynthia ricini,480,,,351,,,,
1510,Rana cancrivora,433,,,,351,,,
1511,Hexagrammos decagrammus,497,,,,,351,,
1512,Samia cynthia ricini,520,,,352,,,,
1513,Rana temporaria,502,,,,352,,,
1514,Hexagrammos octogrammus,523,,,,,352,,
1515,Samia cynthia ricini,540,,,353,,,,
1516,Rangifer tarandus,439,,,,353,,,
1517,Hexagrammos stelleri,496,,,,,353,,
1518,Cynotilapia afra,358,,355,,,,,
1519,Ampelophaga rubiginosa,460,,,354,,,,
1520,Rhadinesthes decimus,480,,,,354,,,
1521,Ophiodon elongatus,499,,,,,354,,
1522,Cynotilapia afra,472,,356,,,,,
1523,Ampelophaga rubiginosa,540,,,355,,,,
1524,Rhinobatus typus,476.6,,,,355,,,
1525,Pleurogrammus  azonus,504,,,,,355,,
1526,Cynotilapia afra,525,,357,,,,,
1527,Ampelophaga rubiginosa,580,,,356,,,,
1528,Rhinoptera bonasus,470,,,,356,,,
1529,Ameiurus catus,541,,,,,356,,
1530,Callambulyx tatarinovii,380,,,357,,,,
1531,Rinocetes nasutus,489,,,,357,,,
1532,Liparis dennyi,494,,,,,357,,
1533,Dimidiochromis compressiceps,447,,359,,,,,
1534,Callambulyx tatarinovii,460,,,358,,,,
1535,Rouleina aderensis,477,,,,358,,,
1536,Liparis florae,495,,,,,358,,
1537,Dimidiochromis compressiceps,533,,360,,,,,
1538,Callambulyx tatarinovii,540,,,359,,,,
1539,Rutilis rutilis,523.8,,,,359,,,
1540,Liparis pulchellus,490,,,,,359,,
1541,Dimidiochromis compressiceps,567,,361,,,,,
1542,Callambulyx tatarinovii,580,,,360,,,,
1543,Saguinus midas,546,,,,360,,,
1544,Liparis  greeni,495,,,,,360,,
1545,Haplochromis burtoni,500,,362,,,,,
1546,Deilephila elpenor,345,,,361,,,,
1547,Salmo irideus,400,,,,361,,,
1548,Cottunculus thomsonii,486,,,,,361,,
1549,Haplochromis burtoni,455,,363,,,,,
1550,Salvelinus alpinus,508,,,,362,,,
1551,Dasycottus setiger,485,,,,,362,,
1552,Haplochromis burtoni,523,,364,,,,,
1553,Deilephila elpenor,520,,,363,,,,
1554,Sarda chiliensis,488,,,,363,,,
1555,Gilbertidia sigalutes,496,,,,,363,,
1556,Haplochromis burtoni,562,,365,,,,,
1557,Macroglossum stellatarum,348,,,364,,,,
1558,Sardinops melanostictus,382,,,,364,,,
1559,Psychrolutes paradoxus,483,,,,,364,,
1560,Macroglossum stellatarum,430,,,365,,,,
1561,Rhamphocottus richardsonii,493,,,,,365,,
1562,Haplochromis pyrrhocephalus,462,,367,,,,,
1563,Macroglossum stellatarum,500,,,366,,,,
1564,Scardinius erythrophthalmus,533.2,,,,366,,,
1565,Dendrochirus zebra,501,,,,,366,,
1566,Haplochromis pyrrhocephalus,539,,368,,,,,
1567,Manduca sexta,345,,,367,,,,
1568,Scenopoetes dentirostris,506.3,,,,367,,,
1569,Scorpaena porcus,506,,,,,367,,
1570,Haplochromis pyrrhocephalus,595,,369,,,,,
1571,Manduca sexta,440,,,368,,,,
1572,Sciurus carolinensis,530,,,,368,,,
1573,Sebastes auriculatus,498,,,,,368,,
1574,Manduca sexta,525,,,369,,,,
1575,Scomber japonicus,491,,,,369,,,
1576,Sebastes caurinus,496,,,,,369,,
1577,Haplochromis ishmaeli,456,,371,,,,,
1578,Marumba sperchius,460,,,370,,,,
1579,Scomberomorus sierra,486,,,,370,,,
1580,Sebastes empaeus,493,,,,,370,,
1581,Haplochromis ishmaeli,535,,372,,,,,
1582,Marumba sperchius,540,,,371,,,,
1583,Sebastes flavidus,497,,,,,371,,
1584,Haplochromis ishmaeli,569,,373,,,,,
1585,Marumba sperchius,600,,,372,,,,
1586,Trachyscorpia cristulata,485,,,,,372,,
1587,Libelloides macaronius,350,,,373,,,,
1588,Sebastolobus alascanus,484,,,,373,,,
1589,Chelidonichthys lucerna,502,,,,,373,,
1590,Haplochromis piceatus,465,,375,,,,,
1591,Libelloides macaronius,530,,,374,,,,
1592,Sephanoides sephanoides,371,,,,374,,,
1593,Eutrigla gurnardus,502,,,,,374,,
1594,Haplochromis piceatus,522,,376,,,,,
1595,Aeschna cyanea,356,,,375,,,,
1596,Sericulus crysocephalus,506,,,,375,,,
1597,Gonostoma atlanticum,484,,,,,375,,
1598,Haplochromis piceatus,565,,377,,,,,
1599,Aeschna cyanea,420,,,376,,,,
1600,Seriphus politus,503,,,,376,,,
1601,Ameiurus melas,541,,,,,376,,
1602,Lethrinops parvidens,498,,378,,,,,
1603,Aeschna cyanea,519,,,377,,,,
1604,Serrivomer lanceolatoides,483,,,,377,,,
1605,Ictalurus punctatus,542,,,,,377,,
1606,Lethrinops parvidens,426,,379,,,,,
1607,Aeshna tuberculifera,358,,,378,,,,
1608,Setonix brachyurus,502,,,,378,,,
1609,Lethrinops parvidens,514,,380,,,,,
1610,Aeshna tuberculifera,501,,,379,,,,
1611,Sminthopsis crassicaudata,350,,,,379,,,
1612,Gonostoma denudatum,482,,,,,379,,
1613,Lethrinops parvidens,563,,381,,,,,
1614,Anax junius,354,,,380,,,,
1615,Spermophilus beecheyi,518.9,,,,380,,,
1616,Sigmops bathyphilus,481,,,,,380,,
1617,Anax junius,442,,,381,,,,
1618,Spermophilus tridecemline,517,,,,381,,,
1619,Sigmops elongatus,484,,,,,381,,
1620,Melanochromis auratus,414,,383,,,,,
1621,Anax junius,503,,,382,,,,
1622,Sphoeroides annulatus,508,,,,382,,,
1623,Ichthyococcus ovatus,487,,,,,382,,
1624,Melanochromis auratus,482,,384,,,,,
1625,Libellula pulchella,360,,,383,,,,
1626,Sphyraena barracuda,455,,,,383,,,
1627,Argyropelecus aculeatus,475,,,,,383,,
1628,Melanochromis auratus,525,,385,,,,,
1629,Libellula pulchella,500,,,384,,,,
1630,Sphyrna lewini,530,,,,384,,,
1631,Hemicordulia tau,330,,,385,,,,
1632,Sphyrna tiburo,483,,,,385,,,
1633,Melanochromis vermivorus,418,,387,,,,,
1634,Hemicordulia tau,410,,,386,,,,
1635,Squalus suckleyi,497.5,,,,386,,,
1636,Sternoptyx diaphana,478,,,,,386,,
1637,Melanochromis vermivorus,506,,388,,,,,
1638,Hemicordulia tau,460,,,387,,,,
1639,Stegastes fasciolatus,363,,,,387,,,
1640,Sternoptyx pseudobscura,479,,,,,387,,
1641,Melanochromis vermivorus,555,,389,,,,,
1642,Hemicordulia tau,525,,,388,,,,
1643,Stenobrachius leucopsarus,492,,,,388,,,
1644,Valenciennellus tripunctulatus,480,,,,,388,,
1645,Melanochromis vermivorus,485,,390,,,,,
1646,Hemicordulia tau,630,,,389,,,,
1647,Bathophilus brevis,483,,,,,389,,
1648,Melanochromis vermivorus,534,,391,,,,,
1649,Sympetrum rubicundulum,340,,,390,,,,
1650,Borostomias elucens,482,,,,,390,,
1651,Maylandia zebra,368,,392,,,,,
1652,Sympetrum rubicundulum,410,,,391,,,,
1653,Stizostedion lucioperca,524.1,,,,391,,,
1654,Maylandia zebra,482,,393,,,,,
1655,Sympetrum rubicundulum,490,,,392,,,,
1656,Stomias atriventer,489,,,,392,,,
1657,Maylandia zebra,531,,394,,,,,
1658,Sympetrum rubicundulum,540,,,393,,,,
1659,Stomias boa,489,,,,393,,,
1660,Sympetrum rubicundulum,620,,,394,,,,
1661,Strix aluco,463,,,,394,,,
1662,Metriaclima barlowi,366,,396,,,,,
1663,Locusta migratoria,360,,,395,,,,
1664,Sufflamen bursa,404,,,,395,,,
1665,Malacosteus niger,522,,,,,395,,
1666,Metriaclima barlowi,483,,397,,,,,
1667,Locusta migratoria,430,,,396,,,,
1668,Syngnathus typhle,500.6,,,,396,,,
1669,Metriaclima barlowi,523,,398,,,,,
1670,Locusta migratoria,530,,,397,,,,
1671,Synaphobranchus kaupi,478,,,,397,,,
1672,Metriaclima benetos,379,,399,,,,,
1673,Gryllus bimaculatus adult,332,,,398,,,,
1674,Pachystomias microdon,522,,,,,398,,
1675,Metriaclima benetos,489,,400,,,,,
1676,Gryllus bimaculatus adult,445,,,399,,,,
1677,Metriaclima benetos,522,,401,,,,,
1678,Gryllus bimaculatus adult,515,,,400,,,,
1679,Metriaclima emmiltos,383,,402,,,,,
1680,Gryllus campestris,340,,,401,,,,
1681,Tarsipes rostratus,350,,,,401,,,
1682,Stylephorus chordatus,470,,,,,401,,
1683,Metriaclima emmiltos,482,,403,,,,,
1684,Gryllus campestris,439,,,402,,,,
1685,Thomomys bottae,495,,,,402,,,
1686,Canthidermis maculata,486,,,,,402,,
1687,Metriaclima emmiltos,521,,404,,,,,
1688,Gryllus campestris,520,,,403,,,,
1689,Toxotes chatareus,453,,,,403,,,
1690,Hippocampus angustus,500,,,,,403,,
1691,Romalea microptera,360,,,404,,,,
1692,Trachurus symmetricus,497,,,,404,,,
1693,Hippocampus barbouri,499,,,,,404,,
1694,Metriaclima livingstonii,364,,406,,,,,
1695,Romalea microptera,510,,,405,,,,
1696,Tramitichromis intermedius,455.1,,,,405,,,
1697,Nerophis ophidion,500,,,,,405,,
1698,Metriaclima livingstonii,473,,407,,,,,
1699,Ligia exotica,340,,,406,,,,
1700,Trematomus bernacchii,416.1,,,,406,,,
1701,Stigmatopora argus,502,,,,,406,,
1702,Metriaclima livingstonii,526,,408,,,,,
1703,Ligia exotica,470,,,407,,,,
1704,Trematomus hansoni,426.4,,,,407,,,
1705,Syngnathus leptorhynchus,499,,,,,407,,
1706,Metriaclima melabranchion,495,,409,,,,,
1707,Ligia exotica,520,,,408,,,,
1708,Trematomus loennbergii,426.4,,,,408,,,
1709,Sufflamen bursa,487,,,,,408,,
1710,Metriaclima melabranchion,371,,410,,,,,
1711,Bufo bufo,502,,,409,,,,
1712,Triakis semifasciata,497,,,,409,,,
1713,Pergavor aspricaudus,492,,,,,409,,
1714,Metriaclima melabranchion,477,,411,,,,,
1715,Rhinella [=Bufo] marinus,433,,,410,,,,
1716,Trichechus manatus,411,,,,410,,,
1717,Pergavor spilosoma,494,,,,,410,,
1718,Metriaclima melabranchion,515,,412,,,,,
1719,Rhinella [=Bufo] marinus,504,,,411,,,,
1720,Trigla cuculus,493,,,,411,,,
1721,Ostracion meleagris,495,,,,,411,,
1722,Xenopus laevis,443,,,412,,,,
1723,Tursiops truncates,489,,,,412,,,
1724,Arothron meleagris,493,,,,,412,,
1725,Mylochromis lateristriga,419,,414,,,,,
1726,Xenopus laevis,425,,,413,,,,
1727,Typhlonectes natans,488,,,,413,,,
1728,Anoplogaster cornuta,482,,,,,413,,
1729,Mylochromis lateristriga,482,,415,,,,,
1730,Xenopus laevis,523,,,414,,,,
1731,Upeneus tragula,495.7,,,,414,,,
1732,Hoplostethus atlanticus,482,,,,,414,,
1733,Mylochromis lateristriga,522,,416,,,,,
1734,Xenopus laevis,611,,,415,,,,
1735,Urobatis jamaicensis,475,,,,415,,,
1736,Hoplostethus mediterraneus mediterraneus,483,,,,,415,,
1737,Rana catesbeiana,430,,,416,,,,
1738,Cyttopsis roseus,478,,,,,416,,
1739,Protomelas taeniolatus,453,,418,,,,,
1740,Rana catesbeiana,432,,,417,,,,
1741,Vinciguerria nimbaria,477,,,,417,,,
1742,Protomelas taeniolatus,527,,419,,,,,
1743,Rana catesbeiana,502,,,418,,,,
1744,Xenodermichthys copei,479,,,,418,,,
1745,Protomelas taeniolatus,566,,420,,,,,
1746,Zalembius rosaceus,470.4,,,,419,,,
1747,Rana catesbeiana,523,,,420,,,,
1748,Zalophus californianus,501.3,,,,420,,,
1749,Pseudotropheus tropheops,371,,422,,,,,
1750,Rana catesbeiana,580,,,421,,,,
1751,Zanclus cornutus,447,,,,421,,,
1752,Pseudotropheus tropheops,492,,423,,,,,
1753,Rana catesbeiana larvae,516,,,422,,,,
1754,Zaniolepis frenata,487,,,,422,,,
1755,Pseudotropheus tropheops,531,,424,,,,,
1756,Rana cracrivora,433,,,423,,,,
1757,Rana pipiens,432,,,424,,,,
1758,Pseudotropheus acei,378,,426,,,,,
1759,Rana pipiens,502,,,425,,,,
1760,Zoarces viviparus,512.8,,,,425,,,
1761,Pseudotropheus acei,482,,427,,,,,
1762,Rana pipiens,575,,,426,,,,
1763,Phalacrocorax carbo,504,,,,426,,,
1764,Pseudotropheus acei,535,,428,,,,,
1765,Rana temporaria,431,,,427,,,,
1766,Tripedalia cystophora,467.5,,,,427,,,
1767,Pundamilia red head,456,,429,,,,,
1768,Rana temporaria,501,,,428,,,,
1769,Callistoctopus dierythraeus,484,,,,428,,,
1770,Pundamilia red head,527,,430,,,,,
1771,Rana temporaria,562,,,429,,,,
1772,Euprymna tasmanica,498,,,,429,,,
1773,Pundamilia red head,567,,431,,,,,
1774,Geotrypetes seraphini,487,,,430,,,,
1775,Hapalochlaena maculosa,485,,,,430,,,
1776,Pundamilia au,503,,432,,,,,
1777,Ichthyophis cf. kohtaoensis,493,,,431,,,,
