maxid,Genus,Species,phylum,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,useable,expid,opsinid,refid,Notes
689,Pholidapus,dybowsky,NA,cone,single,465,,,adult,,,0,24,
690,Pholidapus,dybowsky,NA,cone,double,546,,,adult,,,0,24,
691,Pholidapus,dybowsky,NA,cone,double,555,,,adult,,,0,24,
692,Pholidapus,dybowsky,NA,cone,double,578,,,adult,,,0,24,
693,Pholidapus,dybowsky,NA,cone,double,605,,,adult,,,0,24,
694,Phytichthys,chirus,Chordata,rod,,522,,,adult,,,0,5,
695,Phytichthys,chirus,Chordata,cone,single,445,,,adult,,,0,5,
696,Phytichthys,chirus,Chordata,cone,double,548,,,adult,,,0,5,
697,Phytichthys,chirus,Chordata,cone,double,609,,,adult,,,0,5,
698,Stichaeopsis,nana,Chordata,rod,,522,,,adult,,,0,24,
699,Stichaeopsis,nana,Chordata,cone,single,525,,,adult,,,0,24,
700,Stichaeopsis,nana,Chordata,cone,double,540,,,adult,,,0,24,
701,Stichaeopsis,nana,Chordata,cone,double,600,,,adult,,,0,24,
702,Stichaeus,grigorjewi,Chordata,rod,,502,,,adult,,,0,24,
703,Stichaeus,grigorjewi,Chordata,cone,single,450,,,adult,,,0,24,
704,Stichaeus,grigorjewi,Chordata,cone,twin,517,,,adult,,,0,24,
705,Stichaeus,nozawae,Chordata,rod,,502,,,adult,,,0,24,
706,Stichaeus,nozawae,Chordata,cone,single,450,,,adult,,,0,24,
707,Stichaeus,nozawae,Chordata,cone,twin,518,,,adult,,,0,24,
708,Xiphister,mucosus,Chordata,rod,,504,,,adult,,,0,5,
709,Xiphister,mucosus,Chordata,cone,single,443,,,adult,,,0,5,
710,Xiphister,mucosus,Chordata,cone,double,520,,,adult,,,0,5,
711,Xiphister,mucosus,Chordata,cone,double,559,,,adult,,,0,5,
712,Xiphister,atropurpureus,Chordata,rod,,503,,,adult,,,0,5,
713,Xiphister,atropurpureus,Chordata,cone,single,449,,,adult,,,0,5,
714,Xiphister,atropurpureus,Chordata,cone,single,521,,,adult,,,0,5,
715,Xiphister,atropurpureus,Chordata,cone,single,562,,,adult,,,0,5,
716,Xiphister,atropurpureus,Chordata,cone,double,520,,,adult,,,0,5,
717,Xiphister,atropurpureus,Chordata,cone,double,559,,,adult,,,0,5,
718,Peprilus,simillimus,Chordata,rod,,496,,,adult,,,0,5,
719,Peprilus,simillimus,Chordata,cone,single,437,,,adult,,,0,5,
720,Peprilus,simillimus,Chordata,cone,single,523,,,adult,,,0,5,
721,Peprilus,simillimus,Chordata,cone,twin,524,,,adult,,,0,5,
722,Trichodon,trichodon,Chordata,rod,,503,,,adult,,,0,5,
723,Trichodon,trichodon,Chordata,cone,single,364,,,adult,,,0,5,
724,Trichodon,trichodon,Chordata,cone,double,519,,,adult,,,0,5,
725,Trichodon,trichodon,Chordata,cone,double,561,,,adult,,,0,5,
726,Trichodon,trichodon,Chordata,cone,twin,520,,,adult,,,0,5,
727,Zanclus,cornutus,Chordata,rod,,492,,,adult,,,0,32,
728,Zanclus,cornutus,Chordata,cone,single,447,,,adult,,,0,32,
729,Zanclus,cornutus,Chordata,cone,twin,517,,,adult,,,0,32,
730,Lycodes,pacificus,Chordata,rod,,483,,,adult,,,0,5,
731,Lycodes,pacificus,Chordata,cone,single,433,,,adult,,,0,5,
732,Lycodes,pacificus,Chordata,cone,single,521,,,adult,,,0,5,
733,Lycodes,pacificus,Chordata,cone,twin,512,,,adult,,,0,5,
734,Zoarces,viviparus,Chordata,rod,,513,,,adult,,,0,22,
735,Zoarces,viviparus,Chordata,cone,single,437,,,adult,,,0,22,
736,Zoarces,viviparus,Chordata,cone,single,552,,,adult,,,0,22,
737,Zoarces,viviparus,Chordata,cone,twin,552,,,adult,,,0,22,
738,Geotria,australis,Chordata,rod,,499,,,adult,,,0,10,
739,Geotria,australis,Chordata,cone,single,515,,,adult,,,0,10,
740,Geotria,australis,Chordata,cone,single,616,,,adult,,,0,10,
741,Citharichthys,sordidus,Chordata,rod,,489,,,adult,,,0,5,
742,Citharichthys,sordidus,Chordata,cone,single,440,,,adult,,,0,5,
743,Citharichthys,sordidus,Chordata,cone,twin,523,,,adult,,,0,5,
744,Hippoglossoides,herzensteini,Chordata,rod,,500,,,adult,,,0,24,
745,Hippoglossoides,herzensteini,Chordata,cone,single,457,,,adult,,,0,24,
746,Hippoglossoides,herzensteini,Chordata,cone,twin,521,,,adult,,,0,24,
747,Hippoglossoides,elassodon,Chordata,rod,,495,,,adult,,,0,5,
748,Hippoglossoides,elassodon,Chordata,cone,single,412,,,adult,,,0,5,
749,Hippoglossoides,elassodon,Chordata,cone,twin,511,,,adult,,,0,5,
750,Isopsetta,isolepis,Chordata,rod,,492,,,adult,,,0,5,
751,Isopsetta,isolepis,Chordata,cone,single,444,,,adult,,,0,5,
752,Isopsetta,isolepis,Chordata,cone,twin,527,,,adult,,,0,5,
753,Lepidopsetta,bilineata,Chordata,rod,,492,,,adult,,,0,5,
754,Lepidopsetta,bilineata,Chordata,cone,single,444,,,adult,,,0,5,
755,Lepidopsetta,bilineata,Chordata,cone,twin,526,,,adult,,,0,5,
756,Lepidopsetta,polyxystra,Chordata,rod,,493,,,adult,,,0,5,
757,Lepidopsetta,polyxystra,Chordata,cone,single,438,,,adult,,,0,5,
758,Lepidopsetta,polyxystra,Chordata,cone,twin,525,,,adult,,,0,5,
759,Limanda,limanda,Chordata,rod,,502,,,adult,,,0,29,
760,Limanda,limanda,Chordata,cone,single,475,,,adult,,,0,29,
761,Limanda,limanda,Chordata,cone,twin,527,,,adult,,,0,29,
762,Lyopsetta,exilis,Chordata,rod,,482,,,adult,,,0,5,
763,Lyopsetta,exilis,Chordata,cone,single,424,,,adult,,,0,5,
764,Lyopsetta,exilis,Chordata,cone,twin,509,,,adult,,,0,5,
765,Microstomus,kitt,Chordata,rod,,502,,,adult,,,0,29,
766,Microstomus,kitt,Chordata,cone,single,465,,,adult,,,0,29,
767,Microstomus,kitt,Chordata,cone,twin,525,,,adult,,,0,29,
768,Parophrys,vetulus,Chordata,rod,,498,,,adult,,,0,5,
769,Parophrys,vetulus,Chordata,cone,single,437,,,adult,,,0,5,
770,Parophrys,vetulus,Chordata,cone,twin,525,,,adult,,,0,5,
771,Platichthys,stellatus,Chordata,rod,,508,,,adult,,,0,5,
772,Platichthys,stellatus,Chordata,cone,single,439,,,adult,,,0,5,
773,Platichthys,stellatus,Chordata,cone,double,532,,,adult,,,0,5,
774,Platichthys,stellatus,Chordata,cone,double,551,,,adult,,,0,5,
775,Platichthys,stellatus,Chordata,cone,twin,531,,,adult,,,0,5,
776,Platichthys,flesus,Chordata,rod,,510,,,adult,,,0,22,
777,Platichthys,flesus,Chordata,cone,single,455,,,adult,,,0,22,
778,Platichthys,flesus,Chordata,cone,single,533,,,adult,,,0,22,
779,Platichthys,flesus,Chordata,cone,twin,537,,,adult,,,0,22,
780,Pleuronectes,asper,Chordata,rod,,503,,,adult,,,0,24,
781,Pleuronectes,asper,Chordata,cone,single,454,,,adult,,,0,24,
782,Pleuronectes,asper,Chordata,cone,twin,523,,,adult,,,0,24,
783,Pleuronectes,herzensteini,Chordata,rod,,500,,,adult,,,0,24,
784,Pleuronectes,herzensteini,Chordata,cone,single,450,,,adult,,,0,24,
785,Pleuronectes,herzensteini,Chordata,cone,twin,523,,,adult,,,0,24,
786,Pleuronectes,obscurus,Chordata,rod,,525,,,adult,,,0,24,
787,Pleuronectes,obscurus,Chordata,cone,single,465,,,adult,,,0,24,
788,Pleuronectes,obscurus,Chordata,cone,twin,528,,,adult,,,0,24,
789,Pleuronectes,platessa,Chordata,rod,,515,,,adult,,,0,29,
790,Pleuronectes,platessa,Chordata,cone,single,450,,,adult,,,0,29,
791,Pleuronectes,platessa,Chordata,cone,single,529,,,adult,,,0,29,
792,Pleuronectes,platessa,Chordata,cone,twin,529,,,adult,,,0,29,
793,Pseudopleuronectes,americanus,Chordata,rod,,506,,,adult,,,0,12,
794,Pseudopleuronectes,americanus,Chordata,cone,single,457,,,adult,,,0,12,
795,Pseudopleuronectes,americanus,Chordata,cone,double,531,,,adult,,,0,12,
796,Pseudopleuronectes,americanus,Chordata,cone,double,547,,,adult,,,0,12,
797,Oncorhynchus,keta,Chordata,rod,,524,,,adult,,,0,15,
798,Oncorhynchus,keta,Chordata,cone,single,439,,,adult,,,0,15,
799,Oncorhynchus,keta,Chordata,cone,double,528,,,adult,,,0,15,
800,Oncorhynchus,keta,Chordata,cone,double,599,,,adult,,,0,15,
801,Oncorhynchus,kisutch,Chordata,rod,,531,,,adult,,,0,15,
802,Oncorhynchus,kisutch,Chordata,cone,single,446,,,adult,,,0,15,
803,Oncorhynchus,kisutch,Chordata,cone,double,507,,,adult,,,0,15,
804,Oncorhynchus,kisutch,Chordata,cone,double,553,,,adult,,,0,15,
805,Oncorhynchus,tshawytscha,Chordata,rod,,524,,,adult,,,0,15,
806,Oncorhynchus,tshawytscha,Chordata,cone,single,441,,,adult,,,0,15,
807,Oncorhynchus,tshawytscha,Chordata,cone,double,536,,,adult,,,0,15,
808,Oncorhynchus,tshawytscha,Chordata,cone,double,582,,,adult,,,0,15,
809,Salmo,trutta,Chordata,rod,,532,,,adult,,,0,2,
810,Salmo,trutta,Chordata,cone,single,441,,,adult,,,0,2,
811,Salmo,trutta,Chordata,cone,double,535,,,adult,,,0,2,
812,Salmo,trutta,Chordata,cone,double,600,,,adult,,,0,2,
813,Salmo,irideus,Chordata,rod,,512,,,adult,,,0,28,
814,Salmo,irideus,Chordata,cone,single,453,,,adult,,,0,28,
815,Salmo,irideus,Chordata,cone,single,530,,,adult,,,0,28,
816,Salmo,irideus,Chordata,cone,double,498,,,adult,,,0,28,
817,Salmo,irideus,Chordata,cone,double,530,,,adult,,,0,28,
818,Abyssocottus,korotneffi,Chordata,rod,,481,,,adult,,,0,4,
819,Abyssocottus,korotneffi,Chordata,cone,single,494,,,adult,,,0,4,
820,Cottinella,boulengeri,Chordata,rod,,482,,,adult,,,0,4,
821,Cottinella,boulengeri,Chordata,cone,single,496,,,adult,,,0,4,
822,Limnocottus,eurystomus,Chordata,rod,,489,,,adult,,,0,4,
823,Limnocottus,eurystomus,Chordata,cone,single,427,,,adult,,,0,4,
824,Limnocottus,eurystomus,Chordata,cone,twin,512,,,adult,,,0,4,
825,Limnocottus,griseus,Chordata,rod,,485,,,adult,,,0,4,
826,Limnocottus,griseus,Chordata,cone,single,431,,,adult,,,0,4,
827,Limnocottus,griseus,Chordata,cone,twin,503,,,adult,,,0,4,
828,Procottus,jettelesii,Chordata,rod,,505,,,adult,,,0,4,
829,Procottus,jettelesii,Chordata,cone,single,448,,,adult,,,0,4,
830,Procottus,jettelesii,Chordata,cone,twin,521,,,adult,,,0,4,
831,Agonopsis,vulsa,Chordata,cone,single,440,,,adult,,,0,5,
832,Agonopsis,vulsa,Chordata,cone,double,516,,,adult,,,0,5,
833,Agonopsis,vulsa,Chordata,cone,double,559,,,adult,,,0,5,
834,Agonopsis,vulsa,Chordata,cone,twin,517,,,adult,,,0,5,
835,Bothragonus,swani,NA,rod,,500,,,adult,,,0,5,
836,Bothragonus,swani,NA,cone,single,436,,,adult,,,0,5,
837,Bothragonus,swani,NA,cone,double,514,,,adult,,,0,5,
838,Bothragonus,swani,NA,cone,double,567,,,adult,,,0,5,
839,Bothragonus,swani,NA,cone,twin,514,,,adult,,,0,5,
840,Podothecus,acipenserinus,Chordata,rod,,500,,,adult,,,0,5,
841,Podothecus,acipenserinus,Chordata,cone,single,438,,,adult,,,0,5,
842,Podothecus,acipenserinus,Chordata,cone,double,520,,,adult,,,0,5,
843,Podothecus,acipenserinus,Chordata,cone,double,569,,,adult,,,0,5,
844,Podothecus,acipenserinus,Chordata,cone,twin,519,,,adult,,,0,5,
845,Artedius,fenestrates,NA,rod,,498,,,adult,,,0,5,
846,Artedius,fenestrates,NA,cone,single,449,,,adult,,,0,5,
847,Artedius,fenestrates,NA,cone,double,522,,,adult,,,0,5,
848,Artedius,fenestrates,NA,cone,double,561,,,adult,,,0,5,
849,Artedius,harringtoni,Chordata,rod,,501,,,adult,,,0,5,
850,Artedius,harringtoni,Chordata,cone,single,455,,,adult,,,0,5,
851,Artedius,harringtoni,Chordata,cone,double,518,,,adult,,,0,5,
852,Artedius,harringtoni,Chordata,cone,double,558,,,adult,,,0,5,
853,Artedius,meanyi,NA,rod,,496,,,adult,,,0,5,
854,Artedius,meanyi,NA,cone,single,451,,,adult,,,0,5,
855,Artedius,meanyi,NA,cone,single,518,,,adult,,,0,5,
856,Artedius,meanyi,NA,cone,twin,518,,,adult,,,0,5,
857,Ascelichthys,rhodorus,Chordata,rod,,501,,,adult,,,0,5,
858,Ascelichthys,rhodorus,Chordata,cone,single,444,,,adult,,,0,5,
859,Ascelichthys,rhodorus,Chordata,cone,double,520,,,adult,,,0,5,
860,Ascelichthys,rhodorus,Chordata,cone,double,564,,,adult,,,0,5,
861,Bero,elegans,Chordata,rod,,507,,,adult,,,0,24,
862,Bero,elegans,Chordata,cone,single,452,,,adult,,,0,24,
863,Bero,elegans,Chordata,cone,double,527,,,adult,,,0,24,
864,Bero,elegans,Chordata,cone,double,562,,,adult,,,0,24,
865,Clinocottus,globiceps,Chordata,rod,,523,,,adult,,,0,5,
866,Clinocottus,globiceps,Chordata,cone,single,443,,,adult,,,0,5,
867,Clinocottus,globiceps,Chordata,cone,double,549,,,adult,,,0,5,
868,Clinocottus,globiceps,Chordata,cone,double,617,,,adult,,,0,5,
869,Enophrys,bison,Chordata,rod,,501,,,adult,,,0,5,
870,Enophrys,bison,Chordata,cone,single,437,,,adult,,,0,5,
871,Enophrys,bison,Chordata,cone,double,523,,,adult,,,0,5,
872,Enophrys,bison,Chordata,cone,double,565,,,adult,,,0,5,
873,Enophrys,diceraus,Chordata,rod,,500,,,adult,,,0,24,
874,Enophrys,diceraus,Chordata,cone,single,428,,,adult,,,0,24,
875,Enophrys,diceraus,Chordata,cone,double,513,,,adult,,,0,24,
876,Enophrys,diceraus,Chordata,cone,double,555,,,adult,,,0,24,
877,Gymnocanthus,pistilliger,Chordata,rod,,501,,,adult,,,0,24,
878,Gymnocanthus,pistilliger,Chordata,cone,single,446,,,adult,,,0,24,
879,Gymnocanthus,pistilliger,Chordata,cone,double,523,,,adult,,,0,24,
880,Gymnocanthus,pistilliger,Chordata,cone,double,549,,,adult,,,0,24,
881,Gymnocanthus,intermedius,Chordata,rod,,504,,,adult,,,0,24,
882,Gymnocanthus,intermedius,Chordata,cone,single,448,,,adult,,,0,24,
883,Gymnocanthus,intermedius,Chordata,cone,double,516,,,adult,,,0,24,
884,Gymnocanthus,intermedius,Chordata,cone,double,530,,,adult,,,0,24,
885,Hemilepidotus,hemilepidotus,Chordata,rod,,501,,,adult,,,0,5,
886,Hemilepidotus,hemilepidotus,Chordata,cone,single,481,,,adult,,,0,5,
887,Hemilepidotus,hemilepidotus,Chordata,cone,double,513,,,adult,,,0,5,
888,Hemilepidotus,hemilepidotus,Chordata,cone,double,567,,,adult,,,0,5,
889,Hemilepidotus,hemilepidotus,Chordata,cone,twin,514,,,adult,,,0,5,
890,Icelinus,borealis,Chordata,rod,,495,,,adult,,,0,5,
891,Icelinus,borealis,Chordata,cone,single,442,,,adult,,,0,5,
892,Icelinus,borealis,Chordata,cone,twin,516,,,adult,,,0,5,
893,Jordania,zonope,Chordata,rod,,500,,,adult,,,0,5,
894,Jordania,zonope,Chordata,cone,single,432,,,adult,,,0,5,
895,Jordania,zonope,Chordata,cone,twin,521,,,adult,,,0,5,
896,Leptocottus,armatus,Chordata,rod,,510,,,adult,,,0,5,
897,Leptocottus,armatus,Chordata,cone,single,432,,,adult,,,0,5,
898,Leptocottus,armatus,Chordata,cone,twin,521,,,adult,,,0,5,
899,Megalocottus,platycephalus,Chordata,rod,,514,,,adult,,,0,24,
900,Megalocottus,platycephalus,Chordata,cone,single,435,,,adult,,,0,24,
901,Megalocottus,platycephalus,Chordata,cone,double,510,,,adult,,,0,24,
902,Megalocottus,platycephalus,Chordata,cone,double,542,,,adult,,,0,24,
903,Microcottus,sellaris,Chordata,rod,,505,,,adult,,,0,24,
904,Microcottus,sellaris,Chordata,cone,single,435,,,adult,,,0,24,
905,Microcottus,sellaris,Chordata,cone,double,510,,,adult,,,0,24,
906,Microcottus,sellaris,Chordata,cone,double,520,,,adult,,,0,24,
907,Microcottus,sellaris,Chordata,cone,double,542,,,adult,,,0,24,
908,Myoxocephalus,scorpius,Chordata,rod,,506,,,adult,,,0,4,
909,Myoxocephalus,scorpius,Chordata,cone,single,453,,,adult,,,0,4,
910,Myoxocephalus,scorpius,Chordata,cone,double,520,,,adult,,,0,4,
911,Myoxocephalus,scorpius,Chordata,cone,double,553,,,adult,,,0,4,
912,Myoxocephalus,potyacanthocephalus,NA,rod,,500,,,adult,,,0,5,
913,Myoxocephalus,potyacanthocephalus,NA,cone,single,443,,,adult,,,0,5,
914,Myoxocephalus,potyacanthocephalus,NA,cone,single,518,,,adult,,,0,5,
915,Myoxocephalus,potyacanthocephalus,NA,cone,double,521,,,adult,,,0,5,
916,Myoxocephalus,potyacanthocephalus,NA,cone,double,556,,,adult,,,0,5,
917,Myoxocephalus,stelleri,Chordata,rod,,506,,,adult,,,0,24,
918,Myoxocephalus,stelleri,Chordata,cone,single,448,,,adult,,,0,24,
919,Myoxocephalus,stelleri,Chordata,cone,double,525,,,adult,,,0,24,
920,Myoxocephalus,stelleri,Chordata,cone,double,565,,,adult,,,0,24,
921,Myoxocephalus,brandti,NA,rod,,506,,,adult,,,0,24,
922,Myoxocephalus,brandti,NA,cone,single,453,,,adult,,,0,24,
923,Myoxocephalus,brandti,NA,cone,double,523,,,adult,,,0,24,
924,Myoxocephalus,brandti,NA,cone,double,546,,,adult,,,0,24,
925,Myoxocephalus,brandti,NA,cone,double,565,,,adult,,,0,24,
926,Myoxocephalus,jack,NA,rod,,507,,,adult,,,0,24,
927,Myoxocephalus,jack,NA,cone,single,455,,,adult,,,0,24,
928,Myoxocephalus,jack,NA,cone,double,520,,,adult,,,0,24,
929,Myoxocephalus,jack,NA,cone,double,526,,,adult,,,0,24,
930,Oligocottus,maculosus,Chordata,rod,,520,,,adult,,,0,5,
931,Oligocottus,maculosus,Chordata,cone,single,447,,,adult,,,0,5,
932,Oligocottus,maculosus,Chordata,cone,double,559,,,adult,,,0,5,
933,Oligocottus,maculosus,Chordata,cone,double,620,,,adult,,,0,5,
934,Scorpaenichthys,marmoratus,Chordata,rod,,500,,,adult,,,0,5,
935,Scorpaenichthys,marmoratus,Chordata,cone,single,443,,,adult,,,0,5,
936,Scorpaenichthys,marmoratus,Chordata,cone,double,523,,,adult,,,0,5,
937,Scorpaenichthys,marmoratus,Chordata,cone,double,565,,,adult,,,0,5,
938,Taurulus,bubalis,Chordata,rod,,507,,,adult,,,0,4,
939,Taurulus,bubalis,Chordata,cone,single,460,,,adult,,,0,4,
940,Taurulus,bubalis,Chordata,cone,double,523,,,adult,,,0,4,
941,Taurulus,bubalis,Chordata,cone,double,561,,,adult,,,0,4,
942,Triglops,pingelii,Chordata,rod,,485,,,adult,,,0,5,
943,Triglops,pingelii,Chordata,cone,single,435,,,adult,,,0,5,
944,Triglops,pingelii,Chordata,cone,twin,520,,,adult,,,0,5,
945,Triglopsis,quadricornis,Chordata,rod,,512,,,adult,,,0,22,
946,Triglopsis,quadricornis,Chordata,cone,single,450,,,adult,,,0,22,
947,Triglopsis,quadricornis,Chordata,cone,double,523,,,adult,,,0,22,
948,Triglopsis,quadricornis,Chordata,cone,double,556,,,adult,,,0,22,
949,Batrachocottus,baicalensis,Chordata,rod,,509,,,adult,,,0,4,
950,Batrachocottus,baicalensis,Chordata,cone,single,450,,,adult,,,0,4,
951,Batrachocottus,baicalensis,Chordata,cone,twin,521,,,adult,,,0,4,
952,Batrachocottus,multiradiatus,Chordata,rod,,489,,,adult,,,0,4,
953,Batrachocottus,multiradiatus,Chordata,cone,single,447,,,adult,,,0,4,
954,Batrachocottus,multiradiatus,Chordata,cone,twin,517,,,adult,,,0,4,
955,Batrachocottus,nikolskii,Chordata,rod,,488,,,adult,,,0,4,
956,Batrachocottus,nikolskii,Chordata,cone,single,428,,,adult,,,0,4,
957,Batrachocottus,nikolskii,Chordata,cone,twin,511,,,adult,,,0,4,
958,Cottocomephorus,inermis,Chordata,rod,,494,,,adult,,,0,4,
959,Cottocomephorus,inermis,Chordata,cone,single,450,,,adult,,,0,4,
960,Cottocomephorus,inermis,Chordata,cone,twin,520,,,adult,,,0,4,
961,Cottocomephorus,grewingkii,NA,rod,,503,,,adult,,,0,4,
962,Cottocomephorus,grewingkii,NA,cone,single,449,,,adult,,,0,4,
963,Cottocomephorus,grewingkii,NA,cone,twin,523,,,adult,,,0,4,
964,Leocottus,kesslerii,Chordata,rod,,516,,,adult,,,0,4,
965,Leocottus,kesslerii,Chordata,cone,single,449,,,adult,,,0,4,
966,Leocottus,kesslerii,Chordata,cone,double,525,,,adult,,,0,4,
967,Leocottus,kesslerii,Chordata,cone,double,546,,,adult,,,0,4,
968,Paracottus,knerii,Chordata,rod,,516,,,adult,,,0,4,
969,Paracottus,knerii,Chordata,cone,single,450,,,adult,,,0,4,
970,Paracottus,knerii,Chordata,cone,double,523,,,adult,,,0,4,
971,Paracottus,knerii,Chordata,cone,double,521,,,adult,,,0,4,
972,Eumicrotremus,orbis,Chordata,rod,,494,,,adult,,,0,5,
973,Eumicrotremus,orbis,Chordata,cone,single,439,,,adult,,,0,5,
974,Eumicrotremus,orbis,Chordata,cone,double,521,,,adult,,,0,5,
975,Eumicrotremus,orbis,Chordata,cone,double,567,,,adult,,,0,5,
976,Eumicrotremus,orbis,Chordata,cone,twin,520,,,adult,,,0,5,
977,Blepsias,cirrhosus,Chordata,rod,,500,,,adult,,,0,24,
978,Blepsias,cirrhosus,Chordata,cone,single,457,,,adult,,,0,24,
979,Blepsias,cirrhosus,Chordata,cone,double,540,,,adult,,,0,24,
980,Blepsias,cirrhosus,Chordata,cone,double,600,,,adult,,,0,24,
981,Hemitripterus,villosus,Chordata,rod,,503,,,adult,,,0,24,
982,Hemitripterus,villosus,Chordata,cone,single,454,,,adult,,,0,24,
983,Hemitripterus,villosus,Chordata,cone,double,518,,,adult,,,0,24,
984,Hemitripterus,villosus,Chordata,cone,triple,560,,,adult,,,0,24,
985,Hemitripterus,villosus,Chordata,cone,triple,518,,,adult,,,0,24,
986,Nautichthys,oculofasciatus,Chordata,rod,,501,,,adult,,,0,5,
987,Nautichthys,oculofasciatus,Chordata,cone,single,452,,,adult,,,0,5,
988,Nautichthys,oculofasciatus,Chordata,cone,single,513,,,adult,,,0,5,
989,Nautichthys,oculofasciatus,Chordata,cone,twin,513,,,adult,,,0,5,
990,Hexagrammos,decagrammus,Chordata,rod,,497,,,adult,,,0,5,
991,Hexagrammos,decagrammus,Chordata,cone,single,461,,,adult,,,0,5,
992,Hexagrammos,decagrammus,Chordata,cone,double,524,,,adult,,,0,5,
993,Hexagrammos,decagrammus,Chordata,cone,double,566,,,adult,,,0,5,
994,Hexagrammos,decagrammus,Chordata,cone,twin,528,,,adult,,,0,5,
995,Hexagrammos,octogrammus,Chordata,rod,,523,,,adult,,,0,24,
996,Hexagrammos,octogrammus,Chordata,cone,single,422,,,adult,,,0,24,
997,Hexagrammos,octogrammus,Chordata,cone,double,552,,,adult,,,0,24,
998,Hexagrammos,octogrammus,Chordata,cone,double,615,,,adult,,,0,24,
999,Hexagrammos,stelleri,Chordata,rod,,502,,,adult,,,0,24,
1000,Hexagrammos,stelleri,Chordata,cone,single,480,,,adult,,,0,24,
1001,Hexagrammos,stelleri,Chordata,cone,double,525,,,adult,,,0,24,
1002,Hexagrammos,stelleri,Chordata,cone,double,530,,,adult,,,0,24,
1003,Hexagrammos,stelleri,Chordata,cone,double,554,,,adult,,,0,24,
1004,Hexagrammos,stelleri,Chordata,cone,double,552,,,adult,,,0,24,
1005,Ophiodon,elongatus,Chordata,rod,,499,,,adult,,,0,5,
1006,Ophiodon,elongatus,Chordata,cone,single,461,,,adult,,,0,5,
1007,Ophiodon,elongatus,Chordata,cone,single,523,,,adult,,,0,5,
1008,Ophiodon,elongatus,Chordata,cone,double,560,,,adult,,,0,5,
1009,Ophiodon,elongatus,Chordata,cone,double,565,,,adult,,,0,5,
1010,Ophiodon,elongatus,Chordata,cone,twin,521,,,adult,,,0,5,
1011,Pleurogrammus,azonus,Chordata,rod,,504,,,adult,,,0,24,
1012,Pleurogrammus,azonus,Chordata,cone,single,467,,,adult,,,0,24,
1013,Pleurogrammus,azonus,Chordata,cone,twin,513,,,adult,,,0,24,
1014,Liparis,dennyi,Chordata,rod,,494,,,adult,,,0,5,
1015,Liparis,dennyi,Chordata,cone,twin,522,,,adult,,,0,5,
1016,Liparis,pulchellus,Chordata,rod,,490,,,adult,,,0,5,
1017,Liparis,pulchellus,Chordata,cone,single,524,,,adult,,,0,5,
1018,Liparis,florae,Chordata,rod,,495,,,adult,,,0,5,
1019,Liparis,florae,Chordata,cone,single,440,,,adult,,,0,5,
1020,Liparis,florae,Chordata,cone,twin,527,,,adult,,,0,5,
1021,Liparis,greeni,Chordata,rod,,495,,,adult,,,0,5,
1022,Liparis,greeni,Chordata,cone,single,435,,,adult,,,0,5,
1023,Liparis,greeni,Chordata,cone,twin,527,,,adult,,,0,5,
1024,Dasycottus,setiger,Chordata,rod,,485,,,adult,,,0,5,
1025,Dasycottus,setiger,Chordata,cone,single,446,,,adult,,,0,5,
1026,Dasycottus,setiger,Chordata,cone,twin,517,,,adult,,,0,5,
1027,Gilbertidia,sigalutes,Chordata,rod,,496,,,adult,,,0,5,
1028,Gilbertidia,sigalutes,Chordata,cone,single,454,,,adult,,,0,5,
1029,Gilbertidia,sigalutes,Chordata,cone,single,519,,,adult,,,0,5,
1030,Gilbertidia,sigalutes,Chordata,cone,twin,520,,,adult,,,0,5,
1031,Psychrobites,paradoxus,NA,rod,,483,,,adult,,,0,5,
1032,Psychrobites,paradoxus,NA,cone,single,441,,,adult,,,0,5,
1033,Psychrobites,paradoxus,NA,cone,single,522,,,adult,,,0,5,
1034,Psychrobites,paradoxus,NA,cone,single,564,,,adult,,,0,5,
1035,Psychrobites,paradoxus,NA,cone,double,522,,,adult,,,0,5,
1036,Psychrobites,paradoxus,NA,cone,double,564,,,adult,,,0,5,
1037,Psychrobites,paradoxus,NA,cone,twin,521,,,adult,,,0,5,
1038,Rhamphocottus,richardsonii,Chordata,rod,,493,,,adult,,,0,5,
1039,Rhamphocottus,richardsonii,Chordata,cone,single,452,,,adult,,,0,5,
1040,Rhamphocottus,richardsonii,Chordata,cone,double,522,,,adult,,,0,5,
1041,Rhamphocottus,richardsonii,Chordata,cone,double,559,,,adult,,,0,5,
1042,Rhamphocottus,richardsonii,Chordata,cone,twin,522,,,adult,,,0,5,
1043,Dendrochirus,zebra,Chordata,rod,,501,,,adult,,,0,29,
1044,Dendrochirus,zebra,Chordata,cone,single,440,,,adult,,,0,29,
1045,Dendrochirus,zebra,Chordata,cone,twin,513,,,adult,,,0,29,
1046,Scorpaena,porcus,Chordata,rod,,506,,,adult,,,0,18,
1047,Scorpaena,porcus,Chordata,cone,single,455,,,adult,,,0,18,
1048,Scorpaena,porcus,Chordata,cone,twin,530,,,adult,,,0,18,
1049,Sebastes,auriculatus,Chordata,rod,,498,,,adult,,,0,5,
1050,Sebastes,auriculatus,Chordata,cone,single,445,,,adult,,,0,5,
1051,Sebastes,auriculatus,Chordata,cone,twin,521,,,adult,,,0,5,
1052,Sebastes,caurinus,Chordata,rod,,496,,,adult,,,0,5,
1053,Sebastes,caurinus,Chordata,cone,single,447,,,adult,,,0,5,
