max_id,Phylum,Class,Order,Family,Full_Species,Type,LambdaMax,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
453,Chordata,Amphibia,Gymnophiona,Rhinatrematidae,Rhinatrema bivittatum,Rod,488,,,,,Mohun et al. 2010
454,Chordata,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Rod,487,,,,,Mohun et al. 2010
455,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis kohtaoensis,Rod,493,,,,,Mohun et al. 2010
456,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,350,,,Y,Y,Korenyak and Govardovskii 2013
457,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,466,,,Y,Y,Korenyak and Govardovskii 2013
458,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,477,,,Y,Y,Korenyak and Govardovskii 2013
459,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Rod,496,,,Y,Y,Korenyak & Govardovskii 2013
460,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Rod,519,,,Y,Y,Korenyak & Govardovskii 2013
461,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,547,,,Y,Y,Korenyak and Govardovskii 2013
462,Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,601,,,Y,Y,Korenyak and Govardovskii 2013
463,Chordata,Amphibia,Urodela,Salamandridae,Cynops pyrrhogaster,Rod,474,,,Y,Y,Takahashi &  Ebrey 2003
464,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,340,,,Y,Y,Korenyak and Govardovskii 2013
465,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,470,,,Y,Y,Korenyak and Govardovskii 2013
466,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Rod,499,,,Y,Y,Korenyak & Govardovskii 2013
467,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Rod,523,,,Y,Y,Korenyak & Govardovskii 2013
468,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,609,,,Y,Y,Korenyak and Govardovskii 2013
469,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,360,,,Y,Y,Korenyak and Govardovskii 2013
470,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,377,,,Y,Y,Korenyak and Govardovskii 2013
471,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,489,,,Y,Y,Korenyak and Govardovskii 2013
472,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Rod,503,,,Y,Y,Korenyak & Govardovskii 2013
473,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Rod,529,,,Y,Y,Korenyak & Govardovskii 2013
474,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,611,,,Y,Y,Korenyak and Govardovskii 2013
475,Chordata,Mammalia,Artiodactyla,Bovidae,Bos taurus,,455,,,N,Y,Jacobs et al. 1998
476,Chordata,Mammalia,Artiodactyla,Bovidae,Bos taurus,,554,,,N,Y,Jacobs et al. 1998
477,Chordata,Mammalia,Artiodactyla,Bovidae,Capra hircus,,444,,,N,Y,Jacobs et al. 1998
478,Chordata,Mammalia,Artiodactyla,Bovidae,Capra hircus,,552,,,N,Y,Jacobs et al. 1998
479,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis aries,,446,,,N,Y,Jacobs et al. 1998
480,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis aries,,552,,,N,Y,Jacobs et al. 1998
481,Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Cone,453,,,Y,Y,Jacobs et al. 1994
482,Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Rod,497,,,Y,Y,Jacobs et al. 1994
483,Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Cone,542,,,Y,Y,Jacobs et al. 1994
484,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Cone,457,,,Y,Y,Jacobs et al. 1994
485,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Rod,497,,,Y,Y,
486,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Cone,537,,,Y,Y,Jacobs et al. 1994
487,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,Cone,439,,,Y,Y,Neitz & Jacobs 1989
488,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,Cone,556,,,Y,Y,Neitz & Jacobs 1989
489,Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Cone,431,,,Y,Y,Jacobs et al. 1993
490,Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Rod,508,,,Y,Y,Jacobs et al. 1993
491,Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Cone,555,,,Y,Y,Jacobs et al. 1993
492,Chordata,Mammalia,Carnivora,Canidae,Urocyon littoralis,Cone,432,,,Y,Y,Jacobs et al. 1993
493,Chordata,Mammalia,Carnivora,Canidae,Urocyon littoralis,Cone,555,,,Y,Y,Jacobs et al. 1993
494,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Cone,438,,,Y,Y,Jacobs et al. 1993
495,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Cone,555,,,Y,Y,Jacobs et al. 1993
496,Chordata,Mammalia,Carnivora,Canidae,Vulpes lagopus,Cone,555,,,Y,Y,Jacobs et al. 1993
497,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,450,,,Y,Y,Crocker et al. 1980; Jacobs & Neitz 1986
498,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,500,,,Y,Y,Ringo et al. 1977
499,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Rod,502,,,Y,Y,
500,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,555,,,Y,Y,Crocker et al. 1980; Jacobs & Neitz 1986
501,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Cone,430,SWS,,Y,Y,Calderone & Jacobs (2003)
502,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Rod,505,Rod,,Y,Y,Calderone & Jacobs (2003)
503,Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Cone,558,LWS,,Y,Y,Calderone & Jacobs (2003)
504,Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,,430,,,N,Y,Jacobs & Deegan 1992
505,Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,,555,,,N,Y,Jacobs & Deegan 1992
506,Chordata,Mammalia,Carnivora,Procyonidae,Potos flavus,Cone,548,LWS,,Y,N,Jacobs & Deegan (1992)
507,Chordata,Mammalia,Carnivora,Procyonidae,Potos flavus,,555,,,Y,N,Jacobs & Deegan 1992
508,Chordata,Mammalia,Carnivora,Procyonidae,Procyon lotor,Rod,503,Rod,,Y,Y,Jacobs & Deegan (1992)
509,Chordata,Mammalia,Carnivora,Procyonidae,Procyon lotor,Cone,560,LWS,,Y,Y,Jacobs & Deegan (1992)
510,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros speoris,Cone,430,SWS,,Y,N,Joshi & Chandrashekaran (1985)
511,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros speoris,Rod,520,Rod,,Y,N,Joshi & Chandrashekaran (1985)
512,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Cone,365,SWS,,Y,N,Joshi & Chandrashekaran (1985)
513,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Rod,500,Rod,,Y,N,Müller et al. (2009
514,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Cone,540,LWS,,Y,N,Müller et al. (2009
515,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Cone,365,SWS,,Y,N,Müller et al. (2009
516,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Cone,540,LWS,,Y,N,Müller et al. (2009
517,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris fischeri,Cone,358,SWS,,Y,N,Wang et al. (2004
518,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris fischeri,Cone,553,LWS,,Y,N,Wang et al. (2004
519,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus dasymallus,Cone,358,SWS,,Y,N,Wang et al. (2004
520,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus dasymallus,Cone,553,LWS,,Y,N,Wang et al. (2004
521,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus samoensis,Cone,360,,,Y,N,Melin et al. 2014
522,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus samoensis,Cone,553,,,Y,N,Melin et al. 2014
523,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis lucifugus,Rod,500,Rod,,Y,N,Feller et al. 2009
524,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Cone,358,SWS,,Y,N,Wang et al. (2004
525,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Rod,501,Rod,,Y,N,Wang et al. (2004
526,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Cone,565,LWS,,Y,N,Wang et al. (2004
527,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Cone,425,,,Y,N,Nuboer et al. 1983
528,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Cone,523,,,Y,N,Nuboer et al. 1983
529,Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis aurita,Cone,362,SWS,,Y,N,Hunt et al. (2009b);
530,Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis aurita,Cone,555,LWS,,Y,N,Hunt et al. (2009b);
531,Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis virginiana,Rod,493,Rod,,Y,N,Jacobs & Williams (2010)
532,Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis virginiana,Cone,561,LWS,,Y,N,Jacobs & Williams (2010)
533,Chordata,Mammalia,Marsupialia,Didelphidae,Monodelphis domestica,Cone,362,SWS,,Y,N,Hunt et al. (2009b);
534,Chordata,Mammalia,Marsupialia,Didelphidae,Monodelphis domestica,Cone,555,LWS,,Y,N,Hunt et al. (2009b);
535,Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Cone,365,,,Y,N,Palacios et al. (2010)
536,Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Rod,505,,,Y,N,Palacios et al. (2010)
537,Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Cone,565,,,Y,N,Palacios et al. (2010)
538,Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Rod,508,,,Y,N,Arrese et al. (2005);
539,Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Cone,509,,,Y,N,Arrese et al. (2005);
540,Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Cone,551,,,Y,N,Arrese et al. (2005);
541,Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,424,SWS,,Y,Y,Arrese et al. (2005);
542,Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,502,LWS,,Y,Y,Arrese et al. (2005);
543,Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,505,Rod,,Y,Y,Arrese et al. (2005);
544,Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,538,LWS,,Y,Y,Arrese et al. (2005);
545,Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,Cone,428,,,Y,Y,Carroll et al. 2001
546,Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,Cone,539,,,Y,Y,Carroll et al. 2001
547,Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,Rod,500,Rod,,Y,N,"Tan & Li (1999), Tan et al. (2005),"
548,Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,Cone,543,LWS,,Y,N,"Tan & Li (1999), Tan et al. (2005),"
549,Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,423,,,N,Y,Travis et al. 1988; Tovée et al. 1992
550,Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,548,,,N,Y,Travis et al. 1988; Tovée et al. 1992
551,Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,564,,,N,Y,Travis et al. 1988; Tovée et al. 1992
552,Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,426,Cone,,N,Y,Jacobs & Deegan 2003
553,Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,537,Cone,,N,Y,Jacobs & Deegan 2003
554,Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,563,Cone,,N,Y,Jacobs & Deegan 2003
555,Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,430,Cone,,N,Y,Jacobs & Deegan 2003
556,Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,548,Cone,,N,Y,Jacobs & Deegan 2003
557,Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,561,Cone,,N,Y,Jacobs & Deegan 2003
558,Chordata,Mammalia,Primates,Cebidae,Sagiunus midas,,428,Cone,,N,Y,Jacobs & Deegan 2003
559,Chordata,Mammalia,Primates,Cebidae,Sagiunus midas,,550,Cone,,N,Y,Jacobs & Deegan 2003
560,Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,440,Cone,,N,Y,Jacobs & Deegan 2003
561,Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,540,Cone,,N,Y,Jacobs & Deegan 2003
562,Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,590,Cone,,N,Y,Jacobs & Deegan 2003
563,Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,428,Cone,,N,Y,Jacobs & Deegan 2003
564,Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,546,Cone,,N,Y,Jacobs & Deegan 2003
565,Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,555,Cone,,N,Y,Jacobs & Deegan 2003
566,Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,434,,,N,Y,Jacobs & Neitz 1987
567,Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,550,,,N,Y,Jacobs & Neitz 1987
568,Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,558,,,N,Y,Jacobs & Neitz 1987
569,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,432,,,N,Y,Bowmaker et al. 1991
570,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,533,,,N,Y,Bowmaker et al. 1991
571,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,565,,,N,Y,Bowmaker et al. 1991
572,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,432,,,N,Y,Bowmaker et al. 1991
573,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,531,,,N,Y,Bowmaker et al. 1991
574,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,566,,,N,Y,Bowmaker et al. 1991
575,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,424,,,N,Y,Bowmaker et al. 1991
576,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,534,,,N,Y,Bowmaker et al. 1991
577,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,563,,,N,Y,Bowmaker et al. 1991
578,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,434,,,N,Y,Bowmaker et al. 1991
579,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,535,,,N,Y,Bowmaker et al. 1991
580,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,566,,,N,Y,Bowmaker et al. 1991
581,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,432,,,N,Y,Bowmaker et al. 1991
582,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,533,,,N,Y,Bowmaker et al. 1991
583,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,566,,,N,Y,Bowmaker et al. 1991
584,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,430,,,N,Y,Baylor et al. 1984; 1987
585,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,531,,,N,Y,Baylor et al. 1984; 1987
586,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,561,,,N,Y,Baylor et al. 1984; 1987
587,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,434,,,N,Y,Bowmaker et al. 1991
588,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,536,,,N,Y,Bowmaker et al. 1991
589,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,562,,,N,Y,Bowmaker et al. 1991
590,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,429,,,N,Y,Bowmaker et al. 1991
591,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,533,,,N,Y,Bowmaker et al. 1991
592,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,564,,,N,Y,Bowmaker et al. 1991
593,Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,431,,,N,Y,Bowmaker et al. 1991
594,Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,536,,,N,Y,Bowmaker et al. 1991
595,Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,564,,,N,Y,Bowmaker et al. 1991
596,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus major,Cone,409,SWS,,Y,N,Tan & Li (1999
597,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus major,Cone,543,LWS,,Y,N,Tan & Li (1999
598,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus medius,Cone,543,LWS,,Y,N,Tan & Li (1999
599,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Cone,409,SWS,,Y,N,Tan & Li (1999
600,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Cone,558,LWS,,Y,N,Tan & Li (1999
601,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza coquereli,Cone,409,SWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011"
602,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza coquereli,Cone,558,LWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011"
603,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Cone,406,SWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011, Hunt et al. (2009a"
604,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Cone,543,LWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011, Hunt et al. (2009a"
605,Chordata,Mammalia,Primates,Galagidae,Galago senegalensis,Cone,545,LWS,,Y,N,"Tan & Li (1999, Zhou et al. (1997"
606,Chordata,Mammalia,Primates,Galagidae,Otolemur crassicaudatus,Rod,507,Rod,,Y,N,"Tan & Li (1999, Deegan & Jacobs (1996"
607,Chordata,Mammalia,Primates,Galagidae,Otolemur crassicaudatus,Cone,543,LWS,,Y,N,"Tan & Li (1999, Deegan & Jacobs (1996"
608,Chordata,Mammalia,Primates,Galagidae,Otolemur garnettii,Cone,545,LWS,,Y,N,"Tan & Li (1999, Zhou et al. (1997"
609,Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,419,,,Y,Y,Dartnall et al. 1983
610,Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Rod,496,,,Y,Y,Dartnall et al. 1983
611,Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,531,,,Y,Y,Dartnall et al. 1983
612,Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,558,,,Y,Y,Dartnall et al. 1983
613,Chordata,Mammalia,Primates,Indriidae,Avahi laniger,Cone,558,,,Y,N," Veilleux (unpublished),Tan et al. (2005)"
614,Chordata,Mammalia,Primates,Lemuridae,Eulemur fulvus fulvus,,437,,,Y,Y,Jacobs & Deegan 1993
615,Chordata,Mammalia,Primates,Lemuridae,Eulemur fulvus fulvus,,545,,,Y,Y,Jacobs & Deegan 1993
616,Chordata,Mammalia,Primates,Lemuridae,Lemur catta,,437,,,Y,Y,Jacobs & Deegan 1993
617,Chordata,Mammalia,Primates,Lemuridae,Lemur catta,,545,,,Y,Y,Jacobs & Deegan 1993
618,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur ruficaudatus,Cone,416,SWS,,Y,N,"Tan & Li (1999), Tan et al. (2005), 2"
619,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur ruficaudatus,Cone,543,LWS,,Y,N,"Tan & Li (1999), Tan et al. (2005), 2"
620,Chordata,Mammalia,Primates,Lorisidae,Loris tardigradus,Cone,543,LWS,,Y,N,"Tan & Li (1999, Kawamura & Kubotera (2004"
621,Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,428,,,N,Y,Jacobs & Deegan 2003
622,Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,537,,,N,Y,Jacobs & Deegan 2003
623,Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,563,,,N,Y,Jacobs & Deegan 2003
624,Chordata,Mammalia,Primates,Tarsiidae,Carlito syrichta,Cone,558,,,Y,N,"Tan & Li (1999), Tan et al. (2005), (need to find SWS)"
625,Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus bancanus,Cone,543,,,Y,N,"Tan & Li (1999), Tan et al. (2005), Kawamura & Kubotera (2004); (need to find SWS)"
626,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Cone,419,,,Y,Y,Yokoyama et al. 2005
627,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Cone,552,,,Y,Y,Yokoyama et al. 2005
628,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Cone,419,,,Y,Y,Yokoyama et al. 2005
629,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Cone,552,,,Y,Y,Yokoyama et al. 2005
630,Chordata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Cone,400,SWS,,Y,Y,Parry & Bowmaker 2002
631,Chordata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Cone,530,,,Y,Y,Parry & Bowmaker 2002
632,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus auratus,Cone,508,,,Y,Y,Calderone & Jacobs 1999; Williams & Jacobs 2008
633,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus brandti,Cone,506,,,Y,Y,Williams & Jacobs 2008
634,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Cone,360,SWS,,Y,N,Calderone & Jacobs (1999
635,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Rod,499,Rod,,Y,N,Calderone & Jacobs (1999
636,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Cone,500,SWS,,Y,N,Calderone & Jacobs (1999
637,Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Cone,360,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
638,Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Rod,497,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
639,Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Cone,505,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
640,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys bottae,Cone,367,,,Y,Y,Williams et al. 2005
641,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys bottae,Cone,505,,,Y,Y,Williams et al. 2005
642,Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Cone,360,,,Y,Y,Jacobs et al. 1993; Jacobs & Deegan 1994
643,Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Cone,493,,,Y,Y,Jacobs et al. 1993; Jacobs & Deegan 1994
644,Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Cone,359,SWS,,Y,N,Jacobs et al. 1991
645,Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Rod,498,Rod,,Y,N,Jacobs (1993
646,Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Cone,512,LWS,,Y,N,Jacobs et al. 1991
647,Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Cone,359,SWS,,Y,Y,Jacobs et al. 1991
648,Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Rod,498,Rod,,Y,Y,Jacobs (1993
649,Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Cone,522,LWS,,Y,Y,Jacobs et al. 1991
650,Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Cone,360,SWS,,,,Chavez et al. 2003
651,Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Cone,500,,,,,Chavez et al. 2003
652,Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Rod,506,,,,,Chavez et al. 2003 https://iovs.arvojournals.org/article.aspx?articleid=2163096
653,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Cone,365,SWS,,,,Peichl et al. 2005
654,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Rod,500,Rod,,,,Peichl et al. 2005
655,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Cone,505,MWS,,,,Peichl et al. 2005
656,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys sabrinus,Cone,512,LWS,,Y,N,"Jacobs (1993, Carvalho et al. (2006"
657,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Cone,444,,,N,Y,Blakeslee et al. 1988
658,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Cone,543,,,N,Y,Blakeslee et al. 1988
659,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus beecheyi,Cone,437,,,N,Y,Jacobs et al. 1985
660,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus beecheyi,Cone,519,,,N,Y,Jacobs et al. 1985
661,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus lateralis,Cone,435,,,N,Y,Kraft 1988
662,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus lateralis,Cone,520,,,N,Y,Kraft 1988
663,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus tridecemlineatus,Cone,437,,,N,Y,Jacobs et al. 1985
664,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus tridecemlineatus,Cone,517,,,N,Y,Jacobs et al. 1985
665,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Cone,445,,,Y,Y,Bowmaker et al. 1991
666,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Cone,555,,,Y,Y,Bowmaker et al. 1991
667,Chordata,Aves,Accipitriformes,Accipitridae,Buteo jamaicensis,Rod,501,Rod,,N,Y,Sillman et al. 1981
668,Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,405,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
669,Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,449,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
