comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id
2324,Anas platyrhynchos domesiticus,570.0,,,690,,,,,
2325,Caprimulgus europaeus,406.0,,,691,,,,,
2326,Dromiceius novae-hollandiae,502.0,,,692,,,,,
2327,Dromiceius novae-hollandiae,567.0,,,693,,,,,
2328,Larus atricilla,508.0,,,694,,,,,
2329,Larus atricilla,568.0,,,695,,,,,
2330,Columba livia,409.0,,,696,,,,,
2331,Columba livia,453.0,,,697,,,,,
2332,Columba livia,506.0,,,698,,,,,
2333,Columba livia,507.0,,,699,,,,,
2334,Columba livia,567.0,,,700,,,,,
2335,Coturnix coturnix,418.0,,,701,,,,,
2336,Coturnix coturnix,450.0,,,702,,,,,
2337,Coturnix coturnix,505.0,,,703,,,,,
2338,Coturnix coturnix,505.0,,,704,,,,,
2339,Coturnix coturnix,567.0,,,705,,,,,
2340,Gallus gallus,418.0,,,706,,,,,
2341,Gallus gallus,455.0,,,707,,,,,
2342,Gallus gallus,506.0,,,708,,,,,
2343,Gallus gallus,507.0,,,709,,,,,
2344,Gallus gallus,569.0,,,710,,,,,
2345,Meleagris gallopavo,420.0,,,711,,,,,
2346,Meleagris gallopavo,459.0,,,712,,,,,
2347,Meleagris gallopavo,504.0,,,713,,,,,
2348,Meleagris gallopavo,505.0,,,714,,,,,
2349,Meleagris gallopavo,563.0,,,715,,,,,
2350,Pavo cristatus,424.0,,,716,,,,,
2351,Pavo cristatus,457.0,,,717,,,,,
2352,Pavo cristatus,504.0,,,718,,,,,
2353,Pavo cristatus,505.0,,,719,,,,,
2354,Pavo cristatus,566.0,,,720,,,,,
2355,Corvus frugilegus,497.0,,,721,,,,,
2356,Corvus frugilegus,504.0,,,722,,,,,
2357,Corvus frugilegus,565.0,,,723,,,,,
2358,Amadina fasciata,369.0,,,724,,,,,
2359,Amadina fasciata,448.0,,,725,,,,,
2360,Amadina fasciata,500.0,,,726,,,,,
2361,Amadina fasciata,503.0,,,727,,,,,
2362,Amadina fasciata,563.0,,,728,,,,,
2363,Taeniopygia guttata,370.0,,,729,,,,,
2364,Taeniopygia guttata,430.0,,,730,,,,,
2365,Taeniopygia guttata,503.0,,,731,,,,,
2366,Taeniopygia guttata,507.0,,,732,,,,,
2367,Taeniopygia guttata,567.0,,,733,,,,,
2368,Serinus canaria,369.0,,,734,,,,,
2369,Serinus canaria,444.0,,,735,,,,,
2370,Serinus canaria,500.0,,,736,,,,,
2371,Serinus canaria,506.0,,,737,,,,,
2372,Serinus canaria,571.0,,,738,,,,,
2373,Leiothrix lutea,355.0,,,739,,,,,
2374,Leiothrix lutea,355.0,,,740,,,,,
2375,Leiothrix lutea,453.0,,,741,,,,,
2376,Leiothrix lutea,454.0,,,742,,,,,
2377,Leiothrix lutea,499.0,,,743,,,,,
2378,Leiothrix lutea,500.0,,,744,,,,,
2379,Leiothrix lutea,501.0,,,745,,,,,
2380,Leiothrix lutea,501.0,,,746,,,,,
2381,Leiothrix lutea,567.0,,,747,,,,,
2382,Leiothrix lutea,568.0,,,748,,,,,
2383,Parus caeruleus,371.0,,,749,,,,,
2384,Parus caeruleus,448.0,,,750,,,,,
2385,Parus caeruleus,503.0,,,751,,,,,
2386,Parus caeruleus,503.0,,,752,,,,,
2387,Parus caeruleus,563.0,,,753,,,,,
2388,Passer domesticus,445.0,,,754,,,,,
2389,Passer domesticus,503.0,,,755,,,,,
2390,Passer domesticus,504.0,,,756,,,,,
2391,Passer domesticus,563.0,,,757,,,,,
2392,Chloebia gouldiae,371.0,,,758,,,,,
2393,Chloebia gouldiae,440.0,,,759,,,,,
2394,Chloebia gouldiae,500.0,,,760,,,,,
2395,Chloebia gouldiae,502.0,,,761,,,,,
2396,Chloebia gouldiae,563.0,,,762,,,,,
2397,Lonchura maja,373.0,,,763,,,,,
2398,Lonchura maja,446.0,,,764,,,,,
2399,Lonchura maja,500.0,,,765,,,,,
2400,Lonchura maja,503.0,,,766,,,,,
2401,Lonchura maja,562.0,,,767,,,,,
2402,Neochmia modesta,372.0,,,768,,,,,
2403,Neochmia modesta,443.0,,,769,,,,,
2404,Neochmia modesta,500.0,,,770,,,,,
2405,Neochmia modesta,503.0,,,771,,,,,
2406,Neochmia modesta,565.0,,,772,,,,,
2407,Sturnus vulgaris,362.0,,,773,,,,,
2408,Sturnus vulgaris,449.0,,,774,,,,,
2409,Sturnus vulgaris,503.0,,,775,,,,,
2410,Sturnus vulgaris,504.0,,,776,,,,,
2411,Sturnus vulgaris,563.0,,,777,,,,,
2412,Turdus merula,373.0,,,778,,,,,
2413,Turdus merula,454.0,,,779,,,,,
2414,Turdus merula,504.0,,,780,,,,,
2415,Turdus merula,505.0,,,781,,,,,
2416,Turdus merula,557.0,,,782,,,,,
2417,Puffinus pacificus,406.0,,,783,,,,,
2418,Puffinus pacificus,450.0,,,784,,,,,
2419,Puffinus pacificus,503.0,,,785,,,,,
2420,Puffinus pacificus,566.0,,,786,,,,,
2421,Puffinus puffinus,402.0,,,787,,,,,
2422,Puffinus puffinus,452.0,,,788,,,,,
2423,Puffinus puffinus,505.0,,,789,,,,,
2424,Melopsittacus undulatus,371.0,,,790,,,,,
2425,Melopsittacus undulatus,440.0,,,791,,,,,
2426,Melopsittacus undulatus,499.0,,,792,,,,,
2427,Melopsittacus undulatus,509.0,,,793,,,,,
2428,Melopsittacus undulatus,566.0,,,794,,,,,
2429,Rhea americana,446.0,,,795,,,,,
2430,Rhea americana,504.0,,,796,,,,,
2431,Rhea americana,506.0,,,797,,,,,
2432,Rhea americana,570.0,,,798,,,,,
2433,Spheniscus humboldti,403.0,,,799,,,,,
2434,Spheniscus humboldti,450.0,,,800,,,,,
2435,Spheniscus humboldti,504.0,,,801,,,,,
2436,Spheniscus humboldti,543.0,,,802,,,,,
2437,Bubo virginianus,504.0,,,803,,,,,
2438,Bubo virginianus,555.0,,,804,,,,,
2439,Strix aluco,463.0,,,805,,,,,
2440,Strix aluco,503.0,,,806,,,,,
2441,Strix aluco,530.0,,,807,,,,,
2442,Strix aluco,555.0,,,808,,,,,
2443,Struthio camelus,405.0,,,809,,,,,
2444,Struthio camelus,444.0,,,810,,,,,
2445,Struthio camelus,504.0,,,811,,,,,
2446,Struthio camelus,505.0,,,812,,,,,
2447,Struthio camelus,570.0,,,813,,,,,
2448,Nothoprocta cinerascens,498.0,,,814,,,,,
2449,Nothoprocta cinerascens,504.0,,,815,,,,,
2450,Nothoprocta cinerascens,564.0,,,816,,,,,
2451,Nothoprocta perdicaria,501.0,,,817,,,,,
2452,Nothoprocta perdicaria,566.0,,,818,,,,,
2453,Alligator mississippiensis,444.0,,,819,,,,,
2454,Alligator mississippiensis,501.0,,,820,,,,,
2455,Alligator mississippiensis,535.0,,,821,,,,,
2456,Alligator mississippiensis,566.0,,,822,,,,,
2457,Ctenophorus ornatus,440.0,,,823,,,,,
2458,Ctenophorus ornatus,493.0,,,824,,,,,
2459,Ctenophorus ornatus,571.0,,,825,,,,,
2460,Chamaeleo dilepis,383.0,,,826,,,,,
2461,Chamaeleo dilepis,444.0,,,827,,,,,
2462,Chamaeleo dilepis,481.0,,,828,,,,,
2463,Chamaeleo dilepis,499.0,,,829,,,,,
2464,Chamaeleo dilepis,568.0,,,830,,,,,
2465,Chamaeleo dilepis,586.0,,,831,,,,,
2466,Chamaeleo dilepis,605.0,,,832,,,,,
2467,Furcifer pardalis,375.0,,,833,,,,,
2468,Furcifer pardalis,444.0,,,834,,,,,
2469,Furcifer pardalis,490.0,,,835,,,,,
2470,Furcifer pardalis,559.0,,,836,,,,,
2471,Furcifer pardalis,575.0,,,837,,,,,
2472,Furcifer pardalis,604.0,,,838,,,,,
2473,Boa constrictor,357.0,,,839,,,,,
2474,Boa constrictor,549.0,,,840,,,,,
2475,Masticophis flagellum,362.0,,,841,,,,,
2476,Masticophis flagellum,458.0,,,842,,,,,
2477,Masticophis flagellum,561.0,,,843,,,,,
2478,Python regius,360.0,,,844,,,,,
2479,Python regius,551.0,,,845,,,,,
2480,Python regius,494.0,,,846,,,,,
2481,Thamnophis sirtalis sirtalis,360.0,,,847,,,,,
2482,Thamnophis sirtalis sirtalis,482.0,,,848,,,,,
2483,Thamnophis sirtalis sirtalis,554.0,,,849,,,,,
2484,Xenopeltis unicolor,361.0,,,850,,,,,
2485,Xenopeltis unicolor,550.0,,,851,,,,,
2486,Lampropeltis getula,493.0,,,852,,,,,
2487,Lampropeltis getula,370.0,,,853,,,,,
2488,Lampropeltis getula,538.0,,,854,,,,,
2489,Arizona elegans,484.0,,,855,,,,,
2490,Arizona elegans,366.0,,,856,,,,,
2491,Arizona elegans,538.0,,,857,,,,,
2492,Rhinocheilus lecontei,487.0,,,858,,,,,
2493,Rhinocheilus lecontei,372.0,,,859,,,,,
2494,Rhinocheilus lecontei,539.0,,,860,,,,,
2495,Hypsiglena torquata,500.0,,,861,,,,,
2496,Hypsiglena torquata,371.0,,,862,,,,,
2497,Hypsiglena torquata,534.0,,,863,,,,,
2498,Cyrtopodion caspium,365.0,,,864,,,,,
2499,Cyrtopodion caspium,452.0,,,865,,,,,
2500,Cyrtopodion caspium,534.0,,,866,,,,,
2501,Cyrtopodion fedtschenkoi,356.0,,,867,,,,,
2502,Cyrtopodion fedtschenkoi,451.0,,,868,,,,,
2503,Cyrtopodion fedtschenkoi,535.0,,,869,,,,,
2504,Cyrtopodion kotschyi,365.0,,,870,,,,,
2505,Cyrtopodion kotschyi,460.0,,,871,,,,,
2506,Cyrtopodion kotschyi,537.0,,,872,,,,,
2507,Gekko gekko,364.0,,,873,,,,,
2508,Gekko gekko,467.0,,,874,,,,,
2509,Gekko gekko,521.0,,,875,,,,,
2510,Hemidactylus frenatus,365.0,,,876,,,,,
2511,Hemidactylus frenatus,466.0,,,877,,,,,
2512,Hemidactylus frenatus,520.0,,,878,,,,,
2513,Teratoscincus scincus,365.0,,,879,,,,,
2514,Teratoscincus scincus,452.0,,,880,,,,,
2515,Teratoscincus scincus,533.0,,,881,,,,,
2516,Hemidactylus garnotii,363.0,,,882,,,,,
2517,Hemidactylus garnotii,464.0,,,883,,,,,
2518,Hemidactylus garnotii,521.0,,,884,,,,,
2519,Hemidactylus platyurus,365.0,,,885,,,,,
2520,Hemidactylus platyurus,465.0,,,886,,,,,
2521,Hemidactylus platyurus,527.0,,,887,,,,,
2522,Hemidactylus turcicus,366.0,,,888,,,,,
2523,Hemidactylus turcicus,467.0,,,889,,,,,
2524,Hemidactylus turcicus,527.0,,,890,,,,,
2525,Ptychozoon lionotum,365.0,,,891,,,,,
2526,Ptychozoon lionotum,470.0,,,892,,,,,
2527,Ptychozoon lionotum,523.0,,,893,,,,,
2528,Anolis bahorucoensis,365.0,,,894,,,,,
2529,Anolis bahorucoensis,450.0,,,895,,,,,
2530,Anolis bahorucoensis,500.0,,,896,,,,,
2531,Anolis bahorucoensis,569.0,,,897,,,,,
2532,Anolis carolinensis,365.0,,,898,,,,,
2533,Anolis carolinensis,462.0,,,899,,,,,
2534,Anolis carolinensis,503.0,,,900,,,,,
2535,Anolis carolinensis,625.0,,,901,,,,,
2536,Anolis conspersus,365.0,,,902,,,,,
2537,Anolis conspersus,460.0,,,903,,,,,
2538,Anolis conspersus,500.0,,,904,,,,,
2539,Anolis conspersus,562.0,,,905,,,,,
2540,Anolis cristatellus,365.0,,,906,,,,,
2541,Anolis cristatellus,450.0,,,907,,,,,
2542,Anolis cristatellus,500.0,,,908,,,,,
2543,Anolis cristatellus,569.0,,,909,,,,,
2544,Anolis evermanni,364.0,,,910,,,,,
2545,Anolis evermanni,460.0,,,911,,,,,
2546,Anolis evermanni,490.0,,,912,,,,,
2547,Anolis evermanni,565.0,,,913,,,,,
2548,Anolis extremus,365.0,,,914,,,,,
2549,Anolis extremus,451.0,,,915,,,,,
2550,Anolis extremus,487.0,,,916,,,,,
2551,Anolis extremus,566.0,,,917,,,,,
2552,Anolis grahami,365.0,,,918,,,,,
2553,Anolis grahami,460.0,,,919,,,,,
2554,Anolis grahami,495.0,,,920,,,,,
2555,Anolis grahami,565.0,,,921,,,,,
2556,Anolis gundlachi,365.0,,,922,,,,,
2557,Anolis gundlachi,450.0,,,923,,,,,
2558,Anolis gundlachi,490.0,,,924,,,,,
2559,Anolis gundlachi,564.0,,,925,,,,,
2560,Anolis krugi,365.0,,,926,,,,,
2561,Anolis krugi,448.0,,,927,,,,,
2562,Anolis krugi,490.0,,,928,,,,,
2563,Anolis krugi,562.0,,,929,,,,,
2564,Anolis lineatopus,366.0,,,930,,,,,
2565,Anolis lineatopus,449.0,,,931,,,,,
2566,Anolis lineatopus,498.0,,,932,,,,,
2567,Anolis lineatopus,560.0,,,933,,,,,
2568,Anolis pulchellus,367.0,,,934,,,,,
2569,Anolis pulchellus,446.0,,,935,,,,,
2570,Anolis pulchellus,495.0,,,936,,,,,
2571,Anolis pulchellus,565.0,,,937,,,,,
2572,Anolis sagrei,365.0,,,938,,,,,
2573,Anolis sagrei,460.0,,,939,,,,,
2574,Anolis sagrei,495.0,,,940,,,,,
2575,Anolis sagrei,567.0,,,941,,,,,
2576,Anolis stratulus,366.0,,,942,,,,,
2577,Anolis stratulus,454.0,,,943,,,,,
2578,Anolis stratulus,494.0,,,944,,,,,
2579,Anolis stratulus,564.0,,,945,,,,,
2580,Crotaphytus dickersonae,359.0,,,946,,,,,
2581,Crotaphytus dickersonae,459.0,,,947,,,,,
2582,Crotaphytus dickersonae,481.0,,,948,,,,,
2583,Crotaphytus dickersonae,558.0,,,949,,,,,
2584,Platysaurus broadleyi,364.0,,,950,,,,,
2585,Platysaurus broadleyi,451.0,,,951,,,,,
2586,Platysaurus broadleyi,492.0,,,952,,,,,
2587,Platysaurus broadleyi,569.0,,,953,,,,,
2588,Platysaurus broadleyi,570.0,,,954,,,,,
2589,Tarentola chazaliae,360.0,,,955,,,,,
2590,Tarentola chazaliae,440.0,,,956,,,,,
2591,Tarentola chazaliae,520.0,,,957,,,,,
2592,Teratoscincus scincus,365.0,,,958,,,,,
2593,Teratoscincus scincus,452.0,,,959,,,,,
2594,Teratoscincus scincus,533.0,,,960,,,,,
2595,Chelonia mydas,440.0,,,961,,,,,
2596,Chelonia mydas,500.0,,,962,,,,,
2597,Chelonia mydas,502.0,,,963,,,,,
2598,Chelonia mydas,562.0,,,964,,,,,
2599,Caretta caretta,379.0,,,965,,,,,
2600,Caretta caretta,495.0,,,966,,,,,
2601,Caretta caretta,545.0,,,967,,,,,
2602,Trachemys scripta,360.0,,,968,,,,,
2603,Trachemys scripta,450.0,,,969,,,,,
2604,Trachemys scripta,518.0,,,970,,,,,
2605,Trachemys scripta,620.0,,,971,,,,,
2606,Mauremys reevesii,520.0,,,972,,,,,
2607,Mauremys reevesii,620.0,,,973,,,,,
2608,Mauremys reevesii,540.0,,,974,,,,,
2609,Mauremys reevesii,460.0,,,975,,,,,
2610,Apodemia spp.,370.0,,,976,,,,,
2611,Apodemia spp.,460.0,,,977,,,,,
2612,Apodemia spp.,530.0,,,978,,,,,
2613,Apodemia spp.,605.0,,,979,,,,,
2614,Aglais urticae,360.0,,,,0,,,,
2615,Agraulis vanillae,370.0,,,,1,,,,
2616,Alima pacifica,467.0,,,,2,,,,
2617,Antheraea polyphemus,355.0,,,,3,,,,
2618,Apodemia mormo,556.0,,,,4,,,,
2619,Archaeomysis grebnitzkii,496.0,,,,5,,,,
2620,Archaeopropona demophon,554.0,,,,6,,,,
2621,Asterocampa leilia,555.0,,,,7,,,,
2622,Balanus amphitrite,495.0,,,,8,,,,
2623,Balanus eburneus,495.0,,,,9,,,,
2624,Bombus terrestris,346.86,,,,10,,,,
2625,Bombyx mori,350.0,,,,11,,,,
2626,Calappa flammea,485.2,,,,12,,,,
2627,Callinectes ornatus,498.5,,,,13,,,,
2628,Callinectes sapidus,477.0,,,,14,,,,
2629,Cambarellus shufeldtii,526.0,,,,15,,,,
2630,Cambarus ludovicianus,528.0,,,,16,,,,
2631,Cataglyphis bicolor,347.0,,,,17,,,,
2632,Clibanarius vittatus,509.6,,,,18,,,,
2633,Coenobita clypeatus,506.2,,,,19,,,,
2634,Coenobita rugosa,489.5,,,,20,,,,
2635,Colias erate,352.0,,,,21,,,,
2636,Deilephila elpenor,440.0,,,,22,,,,
2637,Engaeus cunicularius,526.0,,,,23,,,,
2638,Euphausia superba,485.0,,,,24,,,,
2639,Euphydryas chalcedona,370.0,,,,25,,,,
2640,Eurypanopeus depressus,490.1,,,,26,,,,
2641,Funchalia villosa,489.0,,,,27,,,,
2642,Gecarcinus lateralis,485.2,,,,28,,,,
2643,Gonodactylellus affinis,445.0,,,,29,,,,
2644,Gonodactylus oerstedii,345.0,,,,30,,,,
2645,Gonostoma bathyphilum,481.0,,,,31,,,,
2646,Gonostoma elongatum,483.0,,,,32,,,,
2647,Gryllus bimaculatus,348.0,,,,33,,,,
2648,Heliconius charithonia,549.0,,,,34,,,,
2649,Heliconius erato,551.0,,,,35,,,,
2650,Heliconius hecale,396.0,,,,36,,,,
2651,Heliconius melpomene,557.0,,,,37,,,,
2652,Heliconius numata,400.0,,,,38,,,,
2653,Hemicordulia tau,220.0,,,,39,,,,
2654,Hemigraspus edwardsi,513.0,,,,40,,,,
2655,Hemigraspus sanguineus,480.0,,,,41,,,,
2656,Hemisquilla ensigera,414.0,,,,42,,,,
2657,Hepatus epheliticus,486.6,,,,43,,,,
2658,Hermeuptychia hermes,515.0,,,,44,,,,
2659,Holmesimysis costata,512.0,,,,45,,,,
2660,Homarus americanus,515.0,,,,46,,,,
2661,Inachis io,530.0,,,,47,,,,
2662,Ischnura heterosticta,360.0,,,,48,,,,
2663,Janicella spinacauda,500.0,,,,49,,,,
2664,Junonia coenia,510.0,,,,50,,,,
2665,Leptograspus variegatus,513.0,,,,51,,,,
2666,Libinia dubia,488.7,,,,52,,,,
2667,Libinia emarginata,493.0,,,,53,,,,
2668,Limenitis archippus,514.0,,,,54,,,,
2669,Limenitis lorquini,530.0,,,,55,,,,
2670,Limenitis weidemeyerii,530.0,,,,56,,,,
2671,Limulus polyphemus,520.0,,,,57,,,,
2672,Lycaena rubidus,360.0,,,,58,,,,
2673,Lysiosquillina maculate,501.0,,,,59,,,,
2674,Malacosteus niger,425.0,,,,60,,,,
2675,Mamestra brassicae,350.0,,,,61,,,,
2676,Meganyctiphanes norvegica,488.0,,,,62,,,,
2677,Melamphaes suborbitalis,482.0,,,,63,,,,
2678,Myrmecia croslandi,370.0,,,,64,,,,
2679,Myrmecia vindex,370.0,,,,65,,,,
2680,Mysis diluviana,503.0,,,,66,,,,
2681,Mysis relicta,520.0,,,,67,,,,
2682,Mysis salemaai,521.2,,,,68,,,,
2683,Nematobrachion boopis,487.0,,,,69,,,,
2684,Nematobrachion sexpinosum,478.0,,,,70,,,,
2685,Neogonodactylus oerstedii,208.0,,,,71,,,,
2686,Neominois ridingsii,531.0,,,,72,,,,
2687,Neomysis americana,520.0,,,,73,,,,
2688,Notostomus elegans,490.0,,,,74,,,,
2689,Notostomus gibbosus,490.0,,,,75,,,,
2690,Nymphalis antiopa,382.0,,,,76,,,,
2691,Odontodactylus brevirostris,402.0,,,,77,,,,
2692,Odontodactylus scyllarus,400.0,,,,78,,,,
2693,Oeneis chryxus,531.0,,,,79,,,,
2694,Oplophorus sp.,405.0,,,,80,,,,
2695,Orconectes virilis,510.0,,,,81,,,,
2696,Pagurus annulipes,492.7,,,,82,,,,
2697,Pagurus longicarpus,513.9,,,,83,,,,
2698,Pandalus borealis,475.0,,,,84,,,,
2699,Panopeus herbstii,493.0,,,,85,,,,
2700,Panopeus obesus,493.5,,,,86,,,,
2701,Papilio xuthus,360.0,,,,87,,,,
2702,Pasiphaea multidentata,497.0,,,,88,,,,
2703,Photinus versicolor,380.0,,,,89,,,,
2704,Phronima sedenteria,470.0,,,,90,,,,
2705,Pieris brassicae,360.0,,,,91,,,,
2706,Pieris rapae,340.0,,,,92,,,,
2707,Pilumnus sayi,489.1,,,,93,,,,
2708,Platyberyx opalescens,474.0,,,,94,,,,
2709,Pleuroncodes planipes,503.0,,,,95,,,,
2710,Procambarus clarkii,556.0,,,,96,,,,
2711,Procambarus milleri,522.0,,,,97,,,,
2712,Pseudosquilla ciliata,403.17,,,,98,,,,
2713,Pullosquilla litoralis,446.0,,,,99,,,,
2714,Pullosquilla thomassini,447.0,,,,100,,,,
2715,Rhithropanopeus harrisii,495.2,,,,101,,,,
2716,Rynchophorus ferrugineus,366.0,,,,102,,,,
2717,Schistocerca gregaria,441.0,,,,103,,,,
2718,Sergestes arcticus,495.0,,,,104,,,,
2719,Sergestes corniculum,500.0,,,,105,,,,
2720,Sergia grandis,500.0,,,,106,,,,
2721,Sesarma cinereum,491.1,,,,107,,,,
2722,Sesarma reticulatum,492.4,,,,108,,,,
2723,Siproeta stelenes,522.0,,,,109,,,,
2724,Speyeria leto,551.0,,,,110,,,,
2725,Stylocheiron maximum,479.0,,,,111,,,,
2726,Sympetrum sp.,420.0,,,,112,,,,
2727,Systellaspis debilis,400.0,,,,113,,,,
2728,Thysanopoda orientalis,478.0,,,,114,,,,
2729,Uca pugilator,508.0,,,,115,,,,
2730,Uca pugnax,508.0,,,,116,,,,
2731,Xenos peckii,345.9,,,,117,,,,
2732,Abramis brama,537.2,,,,118,,,,
2733,Abudefduf abdominalis,347.0,,,,119,,,,
2734,Abyssocottus korotneffi,481.3,,,,120,,,,
2735,Acanthephyra curtirostris,510.0,,,,121,,,,
2736,Acanthephyra smithi,510.0,,,,122,,,,
2737,Acanthropagrus berda,472.0,,,,123,,,,
2738,Acanthropagrus major,460.0,,,,124,,,,
2739,Acanthropagrus schlegelii,471.0,,,,125,,,,
2740,Acanthurus achilles,496.0,,,,126,,,,
2741,Acanthurus nigroris,439.0,,,,127,,,,
2742,Acanthurus triostegus,458.0,,,,128,,,,
2743,Acerina cernua,531.8,,,,129,,,,
2744,Acipenser fulvescens,448.0,,,,130,,,,
2745,Ailuroedus crassirostris,504.6,,,,131,,,,
2746,Alburnus alburnus,514.6,,,,132,,,,
2747,Alepocephalus australis,475.0,,,,133,,,,
2748,Alligator mississippiensis,500.0,,,,134,,,,
2749,Anas platyrhynchus,415.0,,,,135,,,,
2750,Anchoa mitchilli,501.0,,,,136,,,,
2751,Anguilla Anguilla,506.2,,,,137,,,,
2752,Antimora rostrata,475.0,,,,138,,,,
2753,Aotus trivirgatus,505.0,,,,139,,,,
2754,Apogon kallopterus,441.0,,,,140,,,,
2755,Aptychotrema rostrata,457.7,,,,141,,,,
2756,Argyropelecus aculeatus,477.0,,,,142,,,,
2757,Argyropelecus gigas,477.0,,,,143,,,,
2758,Argyropelecus hemigymnus,478.0,,,,144,,,,
2759,Aristostomias tittmanni,518.0,,,,145,,,,
2760,Arothron meleagris,439.0,,,,146,,,,
2761,Asprocottus intermediius,488.0,,,,147,,,,
2762,Asteropteryx semipunctatus,498.0,,,,148,,,,
2763,Astyanax fasciatus,404.0,,,,149,,,,
2764,Atherinops affinis,510.0,,,,150,,,,
2765,Aulostomus chinensis,421.0,,,,151,,,,
2766,Axoclinius carminalis,500.0,,,,152,,,,
2767,Barbantus curvifrons,478.0,,,,153,,,,
2768,Bassozetus compressus,476.0,,,,154,,,,
2769,Bathylagus bericoides,464.0,,,,155,,,,
2770,Bathylagus euryops,465.0,,,,156,,,,
2771,Bathylagus greyae,488.0,,,,157,,,,
2772,Bathylagus longirostris,474.0,,,,158,,,,
2773,Batrachocottus baicalensis,450.0,,,,159,,,,
2774,Batrachocottus multiradiatus,447.0,,,,160,,,,
2775,Batrachocottus nicolskii,428.2,,,,161,,,,
2776,Benthalbella infans,451.0,,,,162,,,,
2777,Benthosema suborbitale,487.0,,,,163,,,,
2778,Bodianus bilunulatus,526.0,,,,164,,,,
2779,Bolinichthys indicus,489.0,,,,165,,,,
2780,Bonapartia pedalioita,471.0,,,,166,,,,
2781,Borostomias panamensis,483.0,,,,167,,,,
2782,Brachydanio rerio,405.0,,,,168,,,,
2783,Brachyistius frenatus,530.8,,,,169,,,,
2784,Canthidermis maculatus,407.0,,,,170,,,,
2785,Caranx hippos,499.0,,,,171,,,,
2786,Carassius carassius,523.0,,,,172,,,,
2787,Carcharhinus acronotus,480.0,,,,173,,,,
2788,Cebus sp.,538.0,,,,174,,,,
2789,Centrophorus squamosus,482.0,,,,175,,,,
2790,Centroswcymnus coleolepis,472.0,,,,176,,,,
2791,Ceratoscopelus warmingii,488.0,,,,177,,,,
2792,Chaetodon kleinii,496.0,,,,178,,,,
2793,Chaetodon unimaculatus,487.0,,,,179,,,,
2794,Chauliodus danae,484.0,,,,180,,,,
2795,Chauliodus macouni,488.0,,,,181,,,,
2796,Chauliodus sloanei,485.0,,,,182,,,,
2797,Chirostomias pliopterus,487.0,,,,183,,,,
2798,Chlamydera maculata,505.2,,,,184,,,,
2799,Chlamydera nuchalis,505.7,,,,185,,,,
2800,Chlorophthalmus sp.,483.0,,,,186,,,,
2801,Chromis hanui,355.0,,,,187,,,,
2802,Chromis ovalis,404.0,,,,188,,,,
2803,Chromis punctipinnis,498.0,,,,189,,,,
2804,Chromis vanderbilti,462.0,,,,190,,,,
2805,Chromis verater,410.0,,,,191,,,,
2806,Citellus lateralis,435.0,,,,192,,,,
2807,Clevelandia ios,512.0,,,,193,,,,
2808,Clupea harengus,502.5,,,,194,,,,
2809,Comephorus baicalensis,497.0,,,,195,,,,
2810,Comephorus dybowskii,495.0,,,,196,,,,
2811,Conger conger,486.0,,,,197,,,,
2812,Conocara macroptera,476.0,,,,198,,,,
2813,Coregonus clupeoides,520.0,,,,199,,,,
2814,Coregonus lavaretus,531.5,,,,200,,,,
2815,Coryphopterus nicholsii,500.0,,,,201,,,,
2816,Cottinella boulengeri,479.5,,,,202,,,,
2817,Cottocomephorus grewingki,449.0,,,,203,,,,
2818,Cottocomephorus inermis,450.4,,,,204,,,,
2819,Cottus kessleri,449.0,,,,205,,,,
2820,Cottus sp.,511.0,,,,206,,,,
2821,Ctenochaetus strigosus,449.0,,,,207,,,,
2822,Ctenomys magellanicus,370.0,,,,208,,,,
2823,Ctenomys talarum,370.0,,,,209,,,,
2824,Cymatogaster aggregata,456.1,,,,210,,,,
2825,Cynops pyrrhogaster,529.0,,,,211,,,,
2826,Cyprinus carpio,474.0,,,,212,,,,
2827,Cyttopsis rosea,523.0,,,,213,,,,
2828,Dama dama,453.0,,,,214,,,,
2829,Damalichthys vacca,465.8,,,,215,,,,
2830,Danaus plexippus,340.0,,,,216,,,,
2831,Danio aequipinnatus,358.0,,,,217,,,,
2832,Dascyllus albisella,359.0,,,,218,,,,
2833,Dasyatis kuhlii,475.0,,,,219,,,,
2834,Deania calcea,484.0,,,,220,,,,
2835,Derichthys serpentinus,489.0,,,,221,,,,
2836,Diaphus dumerilli,485.0,,,,222,,,,
2837,Diaphus holti,489.0,,,,223,,,,
2838,Diaphus lucidus,490.0,,,,224,,,,
2839,Diaphus rafinesqueii,490.0,,,,225,,,,
2840,Dicrolene intronigra,479.0,,,,226,,,,
2841,Dissostichus mawsoni,414.3,,,,227,,,,
2842,Dolichonyx orzivorous,372.2,,,,228,,,,
2843,Dromiceius novae-hollandae,502.0,,,,229,,,,
2844,Dugesia japonica,500.0,,,,230,,,,
2845,Echinomacrurus mollis,478.0,,,,231,,,,
2846,Echiostoma barbatum,483.0,,,,232,,,,
2847,Embiotoca jacksoni,476.9,,,,233,,,,
2848,Embiotoca lateralis,482.5,,,,234,,,,
2849,Engraulis encrasicolus,474.0,,,,235,,,,
2850,Engraulis japonicus,492.0,,,,236,,,,
2851,Equus caballus,428.0,,,,237,,,,
2852,Etroplus suratensis,530.0,,,,238,,,,
2853,Eucyclogobius newberryi,512.0,,,,239,,,,
