comp_db_id,Full_Species,LambdaMax,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id
2300,Taeniopygia guttata,430.0,,,730,,,,,
2301,Taeniopygia guttata,503.0,,,731,,,,,
2302,Taeniopygia guttata,507.0,,,732,,,,,
2303,Taeniopygia guttata,567.0,,,733,,,,,
2304,Serinus canaria,369.0,,,734,,,,,
2305,Serinus canaria,444.0,,,735,,,,,
2306,Serinus canaria,500.0,,,736,,,,,
2307,Serinus canaria,506.0,,,737,,,,,
2308,Serinus canaria,571.0,,,738,,,,,
2309,Leiothrix lutea,355.0,,,739,,,,,
2310,Leiothrix lutea,355.0,,,740,,,,,
2311,Leiothrix lutea,453.0,,,741,,,,,
2312,Leiothrix lutea,454.0,,,742,,,,,
2313,Leiothrix lutea,499.0,,,743,,,,,
2314,Leiothrix lutea,500.0,,,744,,,,,
2315,Leiothrix lutea,501.0,,,745,,,,,
2316,Leiothrix lutea,501.0,,,746,,,,,
2317,Leiothrix lutea,567.0,,,747,,,,,
2318,Leiothrix lutea,568.0,,,748,,,,,
2319,Parus caeruleus,371.0,,,749,,,,,
2320,Parus caeruleus,448.0,,,750,,,,,
2321,Parus caeruleus,503.0,,,751,,,,,
2322,Parus caeruleus,503.0,,,752,,,,,
2323,Parus caeruleus,563.0,,,753,,,,,
2324,Passer domesticus,445.0,,,754,,,,,
2325,Passer domesticus,503.0,,,755,,,,,
2326,Passer domesticus,504.0,,,756,,,,,
2327,Passer domesticus,563.0,,,757,,,,,
2328,Chloebia gouldiae,371.0,,,758,,,,,
2329,Chloebia gouldiae,440.0,,,759,,,,,
2330,Chloebia gouldiae,500.0,,,760,,,,,
2331,Chloebia gouldiae,502.0,,,761,,,,,
2332,Chloebia gouldiae,563.0,,,762,,,,,
2333,Lonchura maja,373.0,,,763,,,,,
2334,Lonchura maja,446.0,,,764,,,,,
2335,Lonchura maja,500.0,,,765,,,,,
2336,Lonchura maja,503.0,,,766,,,,,
2337,Lonchura maja,562.0,,,767,,,,,
2338,Neochmia modesta,372.0,,,768,,,,,
2339,Neochmia modesta,443.0,,,769,,,,,
2340,Neochmia modesta,500.0,,,770,,,,,
2341,Neochmia modesta,503.0,,,771,,,,,
2342,Neochmia modesta,565.0,,,772,,,,,
2343,Sturnus vulgaris,362.0,,,773,,,,,
2344,Sturnus vulgaris,449.0,,,774,,,,,
2345,Sturnus vulgaris,503.0,,,775,,,,,
2346,Sturnus vulgaris,504.0,,,776,,,,,
2347,Sturnus vulgaris,563.0,,,777,,,,,
2348,Turdus merula,373.0,,,778,,,,,
2349,Turdus merula,454.0,,,779,,,,,
2350,Turdus merula,504.0,,,780,,,,,
2351,Turdus merula,505.0,,,781,,,,,
2352,Turdus merula,557.0,,,782,,,,,
2353,Puffinus pacificus,406.0,,,783,,,,,
2354,Puffinus pacificus,450.0,,,784,,,,,
2355,Puffinus pacificus,503.0,,,785,,,,,
2356,Puffinus pacificus,566.0,,,786,,,,,
2357,Puffinus puffinus,402.0,,,787,,,,,
2358,Puffinus puffinus,452.0,,,788,,,,,
2359,Puffinus puffinus,505.0,,,789,,,,,
2360,Melopsittacus undulatus,371.0,,,790,,,,,
2361,Melopsittacus undulatus,440.0,,,791,,,,,
2362,Melopsittacus undulatus,499.0,,,792,,,,,
2363,Melopsittacus undulatus,509.0,,,793,,,,,
2364,Melopsittacus undulatus,566.0,,,794,,,,,
2365,Rhea americana,446.0,,,795,,,,,
2366,Rhea americana,504.0,,,796,,,,,
2367,Rhea americana,506.0,,,797,,,,,
2368,Rhea americana,570.0,,,798,,,,,
2369,Spheniscus humboldti,403.0,,,799,,,,,
2370,Spheniscus humboldti,450.0,,,800,,,,,
2371,Spheniscus humboldti,504.0,,,801,,,,,
2372,Spheniscus humboldti,543.0,,,802,,,,,
2373,Bubo virginianus,504.0,,,803,,,,,
2374,Bubo virginianus,555.0,,,804,,,,,
2375,Strix aluco,463.0,,,805,,,,,
2376,Strix aluco,503.0,,,806,,,,,
2377,Strix aluco,530.0,,,807,,,,,
2378,Strix aluco,555.0,,,808,,,,,
2379,Struthio camelus,405.0,,,809,,,,,
2380,Struthio camelus,444.0,,,810,,,,,
2381,Struthio camelus,504.0,,,811,,,,,
2382,Struthio camelus,505.0,,,812,,,,,
2383,Struthio camelus,570.0,,,813,,,,,
2384,Nothoprocta cinerascens,498.0,,,814,,,,,
2385,Nothoprocta cinerascens,504.0,,,815,,,,,
2386,Nothoprocta cinerascens,564.0,,,816,,,,,
2387,Nothoprocta perdicaria,501.0,,,817,,,,,
2388,Nothoprocta perdicaria,566.0,,,818,,,,,
2389,Alligator mississippiensis,444.0,,,819,,,,,
2390,Alligator mississippiensis,501.0,,,820,,,,,
2391,Alligator mississippiensis,535.0,,,821,,,,,
2392,Alligator mississippiensis,566.0,,,822,,,,,
2393,Ctenophorus ornatus,440.0,,,823,,,,,
2394,Ctenophorus ornatus,493.0,,,824,,,,,
2395,Ctenophorus ornatus,571.0,,,825,,,,,
2396,Chamaeleo dilepis,383.0,,,826,,,,,
2397,Chamaeleo dilepis,444.0,,,827,,,,,
2398,Chamaeleo dilepis,481.0,,,828,,,,,
2399,Chamaeleo dilepis,499.0,,,829,,,,,
2400,Chamaeleo dilepis,568.0,,,830,,,,,
2401,Chamaeleo dilepis,586.0,,,831,,,,,
2402,Chamaeleo dilepis,605.0,,,832,,,,,
2403,Furcifer pardalis,375.0,,,833,,,,,
2404,Furcifer pardalis,444.0,,,834,,,,,
2405,Furcifer pardalis,490.0,,,835,,,,,
2406,Furcifer pardalis,559.0,,,836,,,,,
2407,Furcifer pardalis,575.0,,,837,,,,,
2408,Furcifer pardalis,604.0,,,838,,,,,
2409,Boa constrictor,357.0,,,839,,,,,
2410,Boa constrictor,549.0,,,840,,,,,
2411,Masticophis flagellum,362.0,,,841,,,,,
2412,Masticophis flagellum,458.0,,,842,,,,,
2413,Masticophis flagellum,561.0,,,843,,,,,
2414,Python regius,360.0,,,844,,,,,
2415,Python regius,551.0,,,845,,,,,
2416,Python regius,494.0,,,846,,,,,
2417,Thamnophis sirtalis sirtalis,360.0,,,847,,,,,
2418,Thamnophis sirtalis sirtalis,482.0,,,848,,,,,
2419,Thamnophis sirtalis sirtalis,554.0,,,849,,,,,
2420,Xenopeltis unicolor,361.0,,,850,,,,,
2421,Xenopeltis unicolor,550.0,,,851,,,,,
2422,Lampropeltis getula,493.0,,,852,,,,,
2423,Lampropeltis getula,370.0,,,853,,,,,
2424,Lampropeltis getula,538.0,,,854,,,,,
2425,Arizona elegans,484.0,,,855,,,,,
2426,Arizona elegans,366.0,,,856,,,,,
2427,Arizona elegans,538.0,,,857,,,,,
2428,Rhinocheilus lecontei,487.0,,,858,,,,,
2429,Rhinocheilus lecontei,372.0,,,859,,,,,
2430,Rhinocheilus lecontei,539.0,,,860,,,,,
2431,Hypsiglena torquata,500.0,,,861,,,,,
2432,Hypsiglena torquata,371.0,,,862,,,,,
2433,Hypsiglena torquata,534.0,,,863,,,,,
2434,Cyrtopodion caspium,365.0,,,864,,,,,
2435,Cyrtopodion caspium,452.0,,,865,,,,,
2436,Cyrtopodion caspium,534.0,,,866,,,,,
2437,Cyrtopodion fedtschenkoi,356.0,,,867,,,,,
2438,Cyrtopodion fedtschenkoi,451.0,,,868,,,,,
2439,Cyrtopodion fedtschenkoi,535.0,,,869,,,,,
2440,Cyrtopodion kotschyi,365.0,,,870,,,,,
2441,Cyrtopodion kotschyi,460.0,,,871,,,,,
2442,Cyrtopodion kotschyi,537.0,,,872,,,,,
2443,Gekko gekko,364.0,,,873,,,,,
2444,Gekko gekko,467.0,,,874,,,,,
2445,Gekko gekko,521.0,,,875,,,,,
2446,Hemidactylus frenatus,365.0,,,876,,,,,
2447,Hemidactylus frenatus,466.0,,,877,,,,,
2448,Hemidactylus frenatus,520.0,,,878,,,,,
2449,Teratoscincus scincus,365.0,,,879,,,,,
2450,Teratoscincus scincus,452.0,,,880,,,,,
2451,Teratoscincus scincus,533.0,,,881,,,,,
2452,Hemidactylus garnotii,363.0,,,882,,,,,
2453,Hemidactylus garnotii,464.0,,,883,,,,,
2454,Hemidactylus garnotii,521.0,,,884,,,,,
2455,Hemidactylus platyurus,365.0,,,885,,,,,
2456,Hemidactylus platyurus,465.0,,,886,,,,,
2457,Hemidactylus platyurus,527.0,,,887,,,,,
2458,Hemidactylus turcicus,366.0,,,888,,,,,
2459,Hemidactylus turcicus,467.0,,,889,,,,,
2460,Hemidactylus turcicus,527.0,,,890,,,,,
2461,Ptychozoon lionotum,365.0,,,891,,,,,
2462,Ptychozoon lionotum,470.0,,,892,,,,,
2463,Ptychozoon lionotum,523.0,,,893,,,,,
2464,Anolis bahorucoensis,365.0,,,894,,,,,
2465,Anolis bahorucoensis,450.0,,,895,,,,,
2466,Anolis bahorucoensis,500.0,,,896,,,,,
2467,Anolis bahorucoensis,569.0,,,897,,,,,
2468,Anolis carolinensis,365.0,,,898,,,,,
2469,Anolis carolinensis,462.0,,,899,,,,,
2470,Anolis carolinensis,503.0,,,900,,,,,
2471,Anolis carolinensis,625.0,,,901,,,,,
2472,Anolis conspersus,365.0,,,902,,,,,
2473,Anolis conspersus,460.0,,,903,,,,,
2474,Anolis conspersus,500.0,,,904,,,,,
2475,Anolis conspersus,562.0,,,905,,,,,
2476,Anolis cristatellus,365.0,,,906,,,,,
2477,Anolis cristatellus,450.0,,,907,,,,,
2478,Anolis cristatellus,500.0,,,908,,,,,
2479,Anolis cristatellus,569.0,,,909,,,,,
2480,Anolis evermanni,364.0,,,910,,,,,
2481,Anolis evermanni,460.0,,,911,,,,,
2482,Anolis evermanni,490.0,,,912,,,,,
2483,Anolis evermanni,565.0,,,913,,,,,
2484,Anolis extremus,365.0,,,914,,,,,
2485,Anolis extremus,451.0,,,915,,,,,
2486,Anolis extremus,487.0,,,916,,,,,
2487,Anolis extremus,566.0,,,917,,,,,
2488,Anolis grahami,365.0,,,918,,,,,
2489,Anolis grahami,460.0,,,919,,,,,
2490,Anolis grahami,495.0,,,920,,,,,
2491,Anolis grahami,565.0,,,921,,,,,
2492,Anolis gundlachi,365.0,,,922,,,,,
2493,Anolis gundlachi,450.0,,,923,,,,,
2494,Anolis gundlachi,490.0,,,924,,,,,
2495,Anolis gundlachi,564.0,,,925,,,,,
2496,Anolis krugi,365.0,,,926,,,,,
2497,Anolis krugi,448.0,,,927,,,,,
2498,Anolis krugi,490.0,,,928,,,,,
2499,Anolis krugi,562.0,,,929,,,,,
2500,Anolis lineatopus,366.0,,,930,,,,,
2501,Anolis lineatopus,449.0,,,931,,,,,
2502,Anolis lineatopus,498.0,,,932,,,,,
2503,Anolis lineatopus,560.0,,,933,,,,,
2504,Anolis pulchellus,367.0,,,934,,,,,
2505,Anolis pulchellus,446.0,,,935,,,,,
2506,Anolis pulchellus,495.0,,,936,,,,,
2507,Anolis pulchellus,565.0,,,937,,,,,
2508,Anolis sagrei,365.0,,,938,,,,,
2509,Anolis sagrei,460.0,,,939,,,,,
2510,Anolis sagrei,495.0,,,940,,,,,
2511,Anolis sagrei,567.0,,,941,,,,,
2512,Anolis stratulus,366.0,,,942,,,,,
2513,Anolis stratulus,454.0,,,943,,,,,
2514,Anolis stratulus,494.0,,,944,,,,,
2515,Anolis stratulus,564.0,,,945,,,,,
2516,Crotaphytus dickersonae,359.0,,,946,,,,,
2517,Crotaphytus dickersonae,459.0,,,947,,,,,
2518,Crotaphytus dickersonae,481.0,,,948,,,,,
2519,Crotaphytus dickersonae,558.0,,,949,,,,,
2520,Platysaurus broadleyi,364.0,,,950,,,,,
2521,Platysaurus broadleyi,451.0,,,951,,,,,
2522,Platysaurus broadleyi,492.0,,,952,,,,,
2523,Platysaurus broadleyi,569.0,,,953,,,,,
2524,Platysaurus broadleyi,570.0,,,954,,,,,
2525,Tarentola chazaliae,360.0,,,955,,,,,
2526,Tarentola chazaliae,440.0,,,956,,,,,
2527,Tarentola chazaliae,520.0,,,957,,,,,
2528,Teratoscincus scincus,365.0,,,958,,,,,
2529,Teratoscincus scincus,452.0,,,959,,,,,
2530,Teratoscincus scincus,533.0,,,960,,,,,
2531,Chelonia mydas,440.0,,,961,,,,,
2532,Chelonia mydas,500.0,,,962,,,,,
2533,Chelonia mydas,502.0,,,963,,,,,
2534,Chelonia mydas,562.0,,,964,,,,,
2535,Caretta caretta,379.0,,,965,,,,,
2536,Caretta caretta,495.0,,,966,,,,,
2537,Caretta caretta,545.0,,,967,,,,,
2538,Trachemys scripta,360.0,,,968,,,,,
2539,Trachemys scripta,450.0,,,969,,,,,
2540,Trachemys scripta,518.0,,,970,,,,,
2541,Trachemys scripta,620.0,,,971,,,,,
2542,Mauremys reevesii,520.0,,,972,,,,,
2543,Mauremys reevesii,620.0,,,973,,,,,
2544,Mauremys reevesii,540.0,,,974,,,,,
2545,Mauremys reevesii,460.0,,,975,,,,,
2546,Apodemia spp.,370.0,,,976,,,,,
2547,Apodemia spp.,460.0,,,977,,,,,
2548,Apodemia spp.,530.0,,,978,,,,,
2549,Apodemia spp.,605.0,,,979,,,,,
2550,Aglais urticae,360.0,,,,0,,,,
2551,Agraulis vanillae,370.0,,,,1,,,,
2552,Alima pacifica,467.0,,,,2,,,,
2553,Antheraea polyphemus,355.0,,,,3,,,,
2554,Apodemia mormo,556.0,,,,4,,,,
2555,Archaeomysis grebnitzkii,496.0,,,,5,,,,
2556,Archaeopropona demophon,554.0,,,,6,,,,
2557,Asterocampa leilia,555.0,,,,7,,,,
2558,Balanus amphitrite,495.0,,,,8,,,,
2559,Balanus eburneus,495.0,,,,9,,,,
2560,Bombus terrestris,346.86,,,,10,,,,
2561,Bombyx mori,350.0,,,,11,,,,
2562,Calappa flammea,485.2,,,,12,,,,
2563,Callinectes ornatus,498.5,,,,13,,,,
2564,Callinectes sapidus,477.0,,,,14,,,,
2565,Cambarellus shufeldtii,526.0,,,,15,,,,
2566,Cambarus ludovicianus,528.0,,,,16,,,,
2567,Cataglyphis bicolor,347.0,,,,17,,,,
2568,Clibanarius vittatus,509.6,,,,18,,,,
2569,Coenobita clypeatus,506.2,,,,19,,,,
2570,Coenobita rugosa,489.5,,,,20,,,,
2571,Colias erate,352.0,,,,21,,,,
2572,Deilephila elpenor,440.0,,,,22,,,,
2573,Engaeus cunicularius,526.0,,,,23,,,,
2574,Euphausia superba,485.0,,,,24,,,,
2575,Euphydryas chalcedona,370.0,,,,25,,,,
2576,Eurypanopeus depressus,490.1,,,,26,,,,
2577,Funchalia villosa,489.0,,,,27,,,,
2578,Gecarcinus lateralis,485.2,,,,28,,,,
2579,Gonodactylellus affinis,445.0,,,,29,,,,
2580,Gonodactylus oerstedii,345.0,,,,30,,,,
2581,Gonostoma bathyphilum,481.0,,,,31,,,,
2582,Gonostoma elongatum,483.0,,,,32,,,,
2583,Gryllus bimaculatus,348.0,,,,33,,,,
2584,Heliconius charithonia,549.0,,,,34,,,,
2585,Heliconius erato,551.0,,,,35,,,,
2586,Heliconius hecale,396.0,,,,36,,,,
2587,Heliconius melpomene,557.0,,,,37,,,,
2588,Heliconius numata,400.0,,,,38,,,,
2589,Hemicordulia tau,220.0,,,,39,,,,
2590,Hemigraspus edwardsi,513.0,,,,40,,,,
2591,Hemigraspus sanguineus,480.0,,,,41,,,,
2592,Hemisquilla ensigera,414.0,,,,42,,,,
2593,Hepatus epheliticus,486.6,,,,43,,,,
2594,Hermeuptychia hermes,515.0,,,,44,,,,
2595,Holmesimysis costata,512.0,,,,45,,,,
2596,Homarus americanus,515.0,,,,46,,,,
2597,Inachis io,530.0,,,,47,,,,
2598,Ischnura heterosticta,360.0,,,,48,,,,
2599,Janicella spinacauda,500.0,,,,49,,,,
2600,Junonia coenia,510.0,,,,50,,,,
2601,Leptograspus variegatus,513.0,,,,51,,,,
2602,Libinia dubia,488.7,,,,52,,,,
2603,Libinia emarginata,493.0,,,,53,,,,
2604,Limenitis archippus,514.0,,,,54,,,,
2605,Limenitis lorquini,530.0,,,,55,,,,
2606,Limenitis weidemeyerii,530.0,,,,56,,,,
2607,Limulus polyphemus,520.0,,,,57,,,,
2608,Lycaena rubidus,360.0,,,,58,,,,
2609,Lysiosquillina maculate,501.0,,,,59,,,,
2610,Malacosteus niger,425.0,,,,60,,,,
2611,Mamestra brassicae,350.0,,,,61,,,,
2612,Meganyctiphanes norvegica,488.0,,,,62,,,,
2613,Melamphaes suborbitalis,482.0,,,,63,,,,
2614,Myrmecia croslandi,370.0,,,,64,,,,
2615,Myrmecia vindex,370.0,,,,65,,,,
2616,Mysis diluviana,503.0,,,,66,,,,
2617,Mysis relicta,520.0,,,,67,,,,
2618,Mysis salemaai,521.2,,,,68,,,,
2619,Nematobrachion boopis,487.0,,,,69,,,,
2620,Nematobrachion sexpinosum,478.0,,,,70,,,,
2621,Neogonodactylus oerstedii,208.0,,,,71,,,,
2622,Neominois ridingsii,531.0,,,,72,,,,
2623,Neomysis americana,520.0,,,,73,,,,
2624,Notostomus elegans,490.0,,,,74,,,,
2625,Notostomus gibbosus,490.0,,,,75,,,,
2626,Nymphalis antiopa,382.0,,,,76,,,,
2627,Odontodactylus brevirostris,402.0,,,,77,,,,
2628,Odontodactylus scyllarus,400.0,,,,78,,,,
2629,Oeneis chryxus,531.0,,,,79,,,,
2630,Oplophorus sp.,405.0,,,,80,,,,
2631,Orconectes virilis,510.0,,,,81,,,,
2632,Pagurus annulipes,492.7,,,,82,,,,
2633,Pagurus longicarpus,513.9,,,,83,,,,
2634,Pandalus borealis,475.0,,,,84,,,,
2635,Panopeus herbstii,493.0,,,,85,,,,
2636,Panopeus obesus,493.5,,,,86,,,,
2637,Papilio xuthus,360.0,,,,87,,,,
2638,Pasiphaea multidentata,497.0,,,,88,,,,
2639,Photinus versicolor,380.0,,,,89,,,,
2640,Phronima sedenteria,470.0,,,,90,,,,
2641,Pieris brassicae,360.0,,,,91,,,,
2642,Pieris rapae,340.0,,,,92,,,,
2643,Pilumnus sayi,489.1,,,,93,,,,
2644,Platyberyx opalescens,474.0,,,,94,,,,
2645,Pleuroncodes planipes,503.0,,,,95,,,,
2646,Procambarus clarkii,556.0,,,,96,,,,
2647,Procambarus milleri,522.0,,,,97,,,,
2648,Pseudosquilla ciliata,403.17,,,,98,,,,
2649,Pullosquilla litoralis,446.0,,,,99,,,,
2650,Pullosquilla thomassini,447.0,,,,100,,,,
2651,Rhithropanopeus harrisii,495.2,,,,101,,,,
2652,Rynchophorus ferrugineus,366.0,,,,102,,,,
2653,Schistocerca gregaria,441.0,,,,103,,,,
2654,Sergestes arcticus,495.0,,,,104,,,,
2655,Sergestes corniculum,500.0,,,,105,,,,
2656,Sergia grandis,500.0,,,,106,,,,
2657,Sesarma cinereum,491.1,,,,107,,,,
2658,Sesarma reticulatum,492.4,,,,108,,,,
2659,Siproeta stelenes,522.0,,,,109,,,,
2660,Speyeria leto,551.0,,,,110,,,,
2661,Stylocheiron maximum,479.0,,,,111,,,,
2662,Sympetrum sp.,420.0,,,,112,,,,
2663,Systellaspis debilis,400.0,,,,113,,,,
2664,Thysanopoda orientalis,478.0,,,,114,,,,
2665,Uca pugilator,508.0,,,,115,,,,
2666,Uca pugnax,508.0,,,,116,,,,
2667,Xenos peckii,345.9,,,,117,,,,
2668,Abramis brama,537.2,,,,118,,,,
2669,Abudefduf abdominalis,347.0,,,,119,,,,
2670,Abyssocottus korotneffi,481.3,,,,120,,,,
2671,Acanthephyra curtirostris,510.0,,,,121,,,,
2672,Acanthephyra smithi,510.0,,,,122,,,,
2673,Acanthropagrus berda,472.0,,,,123,,,,
2674,Acanthropagrus major,460.0,,,,124,,,,
2675,Acanthropagrus schlegelii,471.0,,,,125,,,,
2676,Acanthurus achilles,496.0,,,,126,,,,
2677,Acanthurus nigroris,439.0,,,,127,,,,
2678,Acanthurus triostegus,458.0,,,,128,,,,
2679,Acerina cernua,531.8,,,,129,,,,
2680,Acipenser fulvescens,448.0,,,,130,,,,
2681,Ailuroedus crassirostris,504.6,,,,131,,,,
2682,Alburnus alburnus,514.6,,,,132,,,,
2683,Alepocephalus australis,475.0,,,,133,,,,
2684,Alligator mississippiensis,500.0,,,,134,,,,
2685,Anas platyrhynchus,415.0,,,,135,,,,
2686,Anchoa mitchilli,501.0,,,,136,,,,
2687,Anguilla Anguilla,506.2,,,,137,,,,
2688,Antimora rostrata,475.0,,,,138,,,,
2689,Aotus trivirgatus,505.0,,,,139,,,,
2690,Apogon kallopterus,441.0,,,,140,,,,
2691,Aptychotrema rostrata,457.7,,,,141,,,,
2692,Argyropelecus aculeatus,477.0,,,,142,,,,
2693,Argyropelecus gigas,477.0,,,,143,,,,
2694,Argyropelecus hemigymnus,478.0,,,,144,,,,
2695,Aristostomias tittmanni,518.0,,,,145,,,,
2696,Arothron meleagris,439.0,,,,146,,,,
2697,Asprocottus intermediius,488.0,,,,147,,,,
2698,Asteropteryx semipunctatus,498.0,,,,148,,,,
2699,Astyanax fasciatus,404.0,,,,149,,,,
2700,Atherinops affinis,510.0,,,,150,,,,
2701,Aulostomus chinensis,421.0,,,,151,,,,
2702,Axoclinius carminalis,500.0,,,,152,,,,
2703,Barbantus curvifrons,478.0,,,,153,,,,
2704,Bassozetus compressus,476.0,,,,154,,,,
2705,Bathylagus bericoides,464.0,,,,155,,,,
2706,Bathylagus euryops,465.0,,,,156,,,,
2707,Bathylagus greyae,488.0,,,,157,,,,
2708,Bathylagus longirostris,474.0,,,,158,,,,
2709,Batrachocottus baicalensis,450.0,,,,159,,,,
2710,Batrachocottus multiradiatus,447.0,,,,160,,,,
2711,Batrachocottus nicolskii,428.2,,,,161,,,,
2712,Benthalbella infans,451.0,,,,162,,,,
2713,Benthosema suborbitale,487.0,,,,163,,,,
2714,Bodianus bilunulatus,526.0,,,,164,,,,
2715,Bolinichthys indicus,489.0,,,,165,,,,
2716,Bonapartia pedalioita,471.0,,,,166,,,,
2717,Borostomias panamensis,483.0,,,,167,,,,
2718,Brachydanio rerio,405.0,,,,168,,,,
2719,Brachyistius frenatus,530.8,,,,169,,,,
2720,Canthidermis maculatus,407.0,,,,170,,,,
2721,Caranx hippos,499.0,,,,171,,,,
2722,Carassius carassius,523.0,,,,172,,,,
2723,Carcharhinus acronotus,480.0,,,,173,,,,
2724,Cebus sp.,538.0,,,,174,,,,
2725,Centrophorus squamosus,482.0,,,,175,,,,
2726,Centroswcymnus coleolepis,472.0,,,,176,,,,
2727,Ceratoscopelus warmingii,488.0,,,,177,,,,
2728,Chaetodon kleinii,496.0,,,,178,,,,
2729,Chaetodon unimaculatus,487.0,,,,179,,,,
2730,Chauliodus danae,484.0,,,,180,,,,
2731,Chauliodus macouni,488.0,,,,181,,,,
2732,Chauliodus sloanei,485.0,,,,182,,,,
2733,Chirostomias pliopterus,487.0,,,,183,,,,
2734,Chlamydera maculata,505.2,,,,184,,,,
2735,Chlamydera nuchalis,505.7,,,,185,,,,
2736,Chlorophthalmus sp.,483.0,,,,186,,,,
2737,Chromis hanui,355.0,,,,187,,,,
2738,Chromis ovalis,404.0,,,,188,,,,
2739,Chromis punctipinnis,498.0,,,,189,,,,
2740,Chromis vanderbilti,462.0,,,,190,,,,
2741,Chromis verater,410.0,,,,191,,,,
2742,Citellus lateralis,435.0,,,,192,,,,
2743,Clevelandia ios,512.0,,,,193,,,,
2744,Clupea harengus,502.5,,,,194,,,,
2745,Comephorus baicalensis,497.0,,,,195,,,,
2746,Comephorus dybowskii,495.0,,,,196,,,,
2747,Conger conger,486.0,,,,197,,,,
2748,Conocara macroptera,476.0,,,,198,,,,
2749,Coregonus clupeoides,520.0,,,,199,,,,
2750,Coregonus lavaretus,531.5,,,,200,,,,
2751,Coryphopterus nicholsii,500.0,,,,201,,,,
2752,Cottinella boulengeri,479.5,,,,202,,,,
2753,Cottocomephorus grewingki,449.0,,,,203,,,,
2754,Cottocomephorus inermis,450.4,,,,204,,,,
2755,Cottus kessleri,449.0,,,,205,,,,
2756,Cottus sp.,511.0,,,,206,,,,
2757,Ctenochaetus strigosus,449.0,,,,207,,,,
2758,Ctenomys magellanicus,370.0,,,,208,,,,
2759,Ctenomys talarum,370.0,,,,209,,,,
2760,Cymatogaster aggregata,456.1,,,,210,,,,
2761,Cynops pyrrhogaster,529.0,,,,211,,,,
2762,Cyprinus carpio,474.0,,,,212,,,,
2763,Cyttopsis rosea,523.0,,,,213,,,,
2764,Dama dama,453.0,,,,214,,,,
2765,Damalichthys vacca,465.8,,,,215,,,,
2766,Danaus plexippus,340.0,,,,216,,,,
2767,Danio aequipinnatus,358.0,,,,217,,,,
2768,Dascyllus albisella,359.0,,,,218,,,,
2769,Dasyatis kuhlii,475.0,,,,219,,,,
2770,Deania calcea,484.0,,,,220,,,,
2771,Derichthys serpentinus,489.0,,,,221,,,,
2772,Diaphus dumerilli,485.0,,,,222,,,,
2773,Diaphus holti,489.0,,,,223,,,,
2774,Diaphus lucidus,490.0,,,,224,,,,
2775,Diaphus rafinesqueii,490.0,,,,225,,,,
2776,Dicrolene intronigra,479.0,,,,226,,,,
2777,Dissostichus mawsoni,414.3,,,,227,,,,
2778,Dolichonyx orzivorous,372.2,,,,228,,,,
2779,Dromiceius novae-hollandae,502.0,,,,229,,,,
2780,Dugesia japonica,500.0,,,,230,,,,
2781,Echinomacrurus mollis,478.0,,,,231,,,,
2782,Echiostoma barbatum,483.0,,,,232,,,,
2783,Embiotoca jacksoni,476.9,,,,233,,,,
2784,Embiotoca lateralis,482.5,,,,234,,,,
2785,Engraulis encrasicolus,474.0,,,,235,,,,
2786,Engraulis japonicus,492.0,,,,236,,,,
2787,Equus caballus,428.0,,,,237,,,,
2788,Etroplus suratensis,530.0,,,,238,,,,
2789,Eucyclogobius newberryi,512.0,,,,239,,,,
2790,Eulemur fulvus,413.0,,,,240,,,,
2791,Eurypharynx pelecanoides,474.0,,,,241,,,,
2792,Eustomias obscurus,485.0,,,,242,,,,
2793,Evermannella balbo,480.0,,,,243,,,,
2794,Forcipiger flavissimus,431.0,,,,244,,,,
2795,Galago crassicauda,501.0,,,,245,,,,
2796,Gasterosteus sp.,504.3,,,,246,,,,
2797,Gasterosteus aculeatus,508.8,,,,247,,,,
2798,Gekko gecko,364.0,,,,248,,,,
2799,Geoclemys reevesii,480.0,,,,249,,,,
2800,Geotria australis,439.0,,,,250,,,,
2801,Geryon quinquedens,472.9,,,,251,,,,
2802,Globicephala melas,488.0,,,,252,,,,
2803,Gobius niger,504.8,,,,253,,,,
2804,Hariotta raleighana,481.0,,,,254,,,,
2805,Hexagrammos octagrammus,530.0,,,,255,,,,
2806,Histiobranchus bathybius,476.0,,,,256,,,,
2807,Holtbyrnia spinithara,480.0,,,,257,,,,
2808,Howella sherborni,463.0,,,,258,,,,
2809,Hydrolagus colliei,484.0,,,,259,,,,
2810,Hyperprosopon argenteum,507.0,,,,260,,,,
2811,Hypsurus caryi,456.4,,,,261,,,,
2812,Ichthyococcus ovatus,489.0,,,,262,,,,
2813,Idiacanthus fasciola,483.0,,,,263,,,,
2814,Isoodon obesulus,508.0,,,,264,,,,
2815,Kali macrodon,484.0,,,,265,,,,
2816,Kuhlia sandvicensis,362.0,,,,266,,,,
2817,Lampadena speculigera,488.0,,,,267,,,,
2818,Lampanychtus ater,483.0,,,,268,,,,
2819,Lampanyctus alatus,485.0,,,,269,,,,
2820,Lampanyctus crocodilus,487.0,,,,270,,,,
2821,Lampanyctus regalis,489.0,,,,271,,,,
2822,Lepidion eques,476.0,,,,272,,,,
2823,Leptocottus armatus,498.0,,,,273,,,,
2824,Leuroglosus stilbius,491.0,,,,274,,,,
2825,Limnocottus bergianus,490.4,,,,275,,,,
2826,Limnocottus eurystomus,427.6,,,,276,,,,
2827,Limnocottus griseus,431.0,,,,277,,,,
