	Lambda_Max	Species	Opsin_Family	Accession
S712	363.00000	Callosobruchus_maculatus	IV-UVS	OP722929.1
S713	511.00000	Callosobruchus_maculatus	IV-LWS	OP722946.1
S714	431.00000	Chrysochroa_rajah	inv-UVS	OP722930.1
S715	356.00000	Chrysochroa_rajah	IV-UVS	OP722931.1
S716	357.00000	Chrysochroa_mniszechii	IV-UVS	OP722932.1
S717	442.00000	Chrysochroa_mniszechii	IV-UVS	OP722933.1
S718	584.00000	Chrysochroa_rajah	IV-LWS	OP722947.1
S719	509.00000	Chrysochroa_rajah	IV-LWS	OP722948.1
S720	572.00000	Chrysochroa_mniszechii	IV-LWS	OP722949.1
S721	507.00000	Chrysochroa_mniszechii	IV-LWS	OP722950.1
S722	352.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A
S723	359.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_F261Y
S724	358.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A_F261Y
S725	507.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T
S726	511.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_V211C
S727	519.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T_V211C
S728	563.00000	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S729	563.00000	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S730	561.00000	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S731	558.00000	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S732	558.00000	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S733	536.00000	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S734	561.00000	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S735	564.00000	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S736	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S737	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S738	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S739	533.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S740	532.00000	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S741	554.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S742	553.00000	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S743	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S744	533.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S745	532.00000	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
S746	501.70000	Bos_taurus	Rh1	NM_001014890.2_T160A
S747	499.00000	Bos_taurus	Rh1	NM_001014890.2_I259M
S748	359.00000	Phodopus_sungorus	SWS1	JQ036217
S749	376.00000	Phodopus_sungorus	SWS1	JQ036217_F86Y
S750	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90A
S751	358.00000	Phodopus_sungorus	SWS1	JQ036217_S90C
S752	424.00000	Mus_musculus	UVS	NP_031564.1_F86Y
S753	430.00000	Mus_musculus	UVS	NP_031564.1_F86Y_T93I_A97T
S754	354.00000	Mus_musculus	UVS	NP_031564.1_E113A
S755	367.00000	Bos_taurus	SWS1	U92557.1_Y86F
S756	361.00000	Bos_taurus	SWS1	U92557.1_Y86F_I93T_T97A
S757	431.00000	Bos_taurus	SWS1	U92557.1_S90C
S758	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM
S759	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_S90C
S760	403.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86S
S761	365.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F
S762	363.00000	Chlamydera_nuchalis	SWS1	CNUCHCUSTOM_C86F_S90C
S763	539.00000	Neogonodactylus_oerstedii	IV-LWS	MT112877
S764	611.00000	Neogonodactylus_oerstedii	IV-LWS	MT112883
S765	542.00000	Sympetrum_frequens	IV-LWS	LC009064
S766	557.00000	Sympetrum_frequens	IV-LWS	LC009061
S767	577.00000	Epargyreus_clarus	IV-LWS	OK930070.1
S768	532.00000	Macroglossum_stellatarum	IV-LWS	KF539444
S769	532.00000	Automeris_io	IV-LWS	OK930069.1
S770	537.00000	Anisota_stigma	IV-LWS	OK930068.1
S771	518.00000	Callophrys_sheridanii	IV-LWS	MN831887.1
S772	500.00000	Bos_taurus	Rh1	NM_001014890_H195T
S773	499.00000	Bos_taurus	Rh1	NM_001014890_H195S
S774	482.00000	Physeter_catodon	Rh1	XM_007126220
S775	482.00000	Physeter_catodon	Rh1	XM_007126220_T195H
S776	482.00000	Physeter_catodon	Rh1	XM_007126220_T195K
S777	431.00000	Ochotona_princeps	SWS1	XM_004592516
S778	443.00000	Ochotona_princeps	SWS1	XM_004592516_A86F
S779	433.00000	Ochotona_princeps	SWS1	XM_004592516_N93T
S780	363.00000	Ochotona_princeps	SWS1	XM_004592516_A86F_N93T
S781	370.00000	Mus_musculus	SWS1	NP_031564.1_F86A
S782	365.00000	Mus_musculus	SWS1	NP_031564.1_T93N
S783	430.00000	Mus_musculus	SWS1	NP_031564.1_F86A_T93N
S784	353.00000	Mus_musculus	SWS1	NP_031564.1_E114Q
S785	353.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114A
S786	415.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114E
S787	352.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114G
S788	365.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114N
S789	371.00000	Xenopus_laevis	SWS1	NM_001085652.1_D114H
S790	429.00000	Xenopus_laevis	SWS1	NM_001085652.1_G116A
S791	425.00000	Xenopus_laevis	SWS1	NM_001085652.1_G116D
S792	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	LC543598
S793	482.00000	Laticauda_semifasciata	Rh1	LC543599
S794	494.00000	Emydocephalus_ijimae	Rh1	LC543603
S795	490.00000	Hydrophis_ornatus	Rh1	LC543606
S796	551.00000	Hydrophis_ornatus	LWS	LC543597
S797	539.00000	Aotus_azaraiboliviensis	LWS	AB081277.2
S798	532.00000	Saimiri_sciureus	LWS	AH006283
S799	532.00000	Saimiri_sciureus	LWS	AH006283_I232F
S800	533.00000	Saimiri_sciureus	LWS	AH006283_S236G
S801	533.00000	Saimiri_sciureus	LWS	AH006283_I232F_S236G
S802	545.00000	Saimiri_sciureus	LWS	AH006282
S803	545.00000	Saimiri_sciureus	LWS	AH006282_I232F
S804	546.00000	Saimiri_sciureus	LWS	AH006282_S236G
S805	546.00000	Saimiri_sciureus	LWS	AH006282_I232F_S236G
S806	558.00000	Saimiri_sciureus	LWS	AH006281
S807	559.00000	Saimiri_sciureus	LWS	AH006281_F232I
S808	556.00000	Saimiri_sciureus	LWS	AH006281_G236S
S809	559.00000	Saimiri_sciureus	LWS	AH006281_F232I_G236S
S810	555.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A
S811	536.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y
S812	550.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_Y277F
S813	543.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_T285A
S814	527.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_A308S
S815	533.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_H197Y
S816	545.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_ S180A_Y277F
S817	536.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_T285A
S818	525.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_ S180A_A308S
S819	522.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y_T285A
S820	516.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_H197Y_A308S
S821	534.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_Y277F_T285A
S822	512.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_H197Y_A308S
S823	532.00000	lwsancestor_pigmentd	LWS	lwsanc_pigmentd_S180A_Y277F_T285A
S824	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F
S825	439.00000	Anolis_carolinensis	SWS2	AF133907_V49I
S826	438.00000	Anolis_carolinensis	SWS2	AF133907_G164A
S827	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A
S828	438.00000	Anolis_carolinensis	SWS2	AF133907_I46L_V49I_G164A
S829	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_G164A
S830	438.00000	Anolis_carolinensis	SWS2	AF133907_I46A_V49I_G164A
S831	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52A_G164A
S832	442.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269S
S833	438.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_V52F_G164A
S834	439.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269C
S835	444.00000	Anolis_carolinensis	SWS2	AF133907_I46F_V49I_G164A_A269T
S836	448.00000	Carassius_auratus	SWS2	L11864_A269S
S837	444.00000	Carassius_auratus	SWS2	L11864_A269C
S838	449.00000	Carassius_auratus	SWS2	L11864_A269T
S839	448.00000	Columba_livia	SWS2	AH007799.2_S269A
S840	450.00000	Columba_livia	SWS2	AH007799.2_S269C
S841	453.00000	Columba_livia	SWS2	AH007799.2_S269T
S842	430.00000	Anopheles_stephensi	IV-SWS	LC710140
S843	500.00000	Anopheles_stephensi	IV	AB753162
S844	347.00000	Drosophila_melanogaster	IV-RH	NM_079687.3
S845	486.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126F
S846	344.00000	Drosophila_melanogaster	IV	NM_079687.3_F133Y
S847	436.00000	Drosophilia_melanogaster	Rh-MWS	U67905.1
S848	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_H38P_R42L
S849	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_A53Y
S850	377.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_N104K
S851	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_I110Y
S852	436.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_D125Q_Y127F
S853	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_F147Y
S854	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_T173I_W176Y
S855	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_R243F
S856	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_S325A
S857	420.00000	Drosophila_melanogaster	IV	NM_079687.3_K110N
S858	421.00000	Drosophila_melanogaster	IV	NM_079687.3_K110E
S859	488.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126E
S860	345.00000	Drosophila_melanogaster	IV-RH	AF184224
S861	350.00000	Drosophila_melanogaster	IV-RH	AY060299
S862	450.00000	Drosophila_melanogaster	IV-RH	AY060299_K168E
S863	513.00000	Limulus_polyphemus	IV-RH	L03782.1
