comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,kooi_id,LambdaMax
1191,Ctenophorus decresii,,1210.0,,,,,,,569.0
1192,Ctenophorus decresii,,1211.0,,,,,,,491.0
1193,Ctenophorus decresii,,1212.0,,,,,,,436.0
1194,Ctenophorus decresii,,1213.0,,,,,,,507.0
1195,Ctenophorus ornatus,,1214.0,,,,,,,440.0
1196,Ctenophorus ornatus,,1215.0,,,,,,,493.0
1197,Ctenophorus ornatus,,1216.0,,,,,,,571.0
1198,Alouatta sp.,,1217.0,,,,,,,530.0
1199,Alouatta sp.,,1218.0,,,,,,,558.0
1200,Alouatta sp.,,1219.0,,,,,,,500.0
1202,Oncorhynchus kisutch,,1221.0,,,,,,,455.0
1203,Oncorhynchus kisutch,,1222.0,,,,,,,405.0
1205,Oncorhynchus mykiss,,1224.0,,,,,,,521.0
1206,Oncorhynchus mykiss,,1225.0,,,,,,,564.0
1208,Oncorhynchus mykiss,,1227.0,,,,,,,382.0
1210,Oncorhynchus mykiss,,1230.0,,,,,,,508.0
1211,Danio rerio,,1231.0,,,,,,,361.0
1212,Danio rerio,,1232.0,,,,,,,417.0
1213,Danio rerio,,1233.0,,,,,,,483.0
1214,Danio rerio,,1234.0,,,,,,,566.0
1215,Danio rerio,,1235.0,,,,,,,501.0
1216,Lampetra fluviatilis,,1236.0,,,,,,,515.0
1217,Lampetra fluviatilis,,1237.0,,,,,,,555.0
1218,Lampetra fluviatilis,,1238.0,,,,,,,610.0
1219,Eigenmannia virescens,,1239.0,,,,,,,524.0
1220,Eigenmannia virescens,,1240.0,,,,,,,608.0
1221,Gasterosteus acuelatus,,1241.0,,,,,,,373.0
1222,Gasterosteus acuelatus,,1242.0,,,,,,,449.0
1223,Gasterosteus acuelatus,,1243.0,,,,,,,528.0
1224,Gasterosteus acuelatus,,1244.0,,,,,,,603.0
1225,Gasterosteus acuelatus,,1245.0,,,,,,,524.0
1226,Pseudotropheus acei,,1247.0,,,,,,,415.0
1227,Pseudotropheus acei,,1248.0,,,,,,,452.0
1228,Pseudotropheus acei,,1251.0,,,,,,,506.0
1229,Pseudotropheus acei,,1253.0,,,,,,,476.0
1230,Pseudotropheus acei,,1255.0,,,,,,,534.0
1231,Pseudotropheus acei,,1256.0,,,,,,,566.0
1232,Melanochromis vermivorus,,1260.0,,,,,,,503.0
1233,Melanochromis vermivorus,,1261.0,,,,,,,535.0
1234,Tramitichromis intermedius,,1264.0,,,,,,,506.0
1235,Tramitichromis intermedius,,1266.0,,,,,,,532.0
1236,Tramitichromis intermedius,,1267.0,,,,,,,569.0
1237,Tramitichromis intermedius,,1268.0,,,,,,,534.0
1238,Poecilia reticulata cumana,,1269.0,,,,,,,359.0
1239,Poecilia reticulata cumana,,1270.0,,,,,,,406.0
1240,Poecilia reticulata cumana,,1271.0,,,,,,,465.0
1241,Poecilia reticulata cumana,,1272.0,,,,,,,525.0
1242,Poecilia reticulata cumana,,1273.0,,,,,,,541.0
1243,Poecilia reticulata cumana,,1274.0,,,,,,,560.0
1244,Poecilia reticulata cumana,,1275.0,,,,,,,503.0
1245,Poecilia reticulata trinidad,,1276.0,,,,,,,501.0
1246,Poecilia reticulata trinidad,,1277.0,,,,,,,408.0
1247,Poecilia reticulata trinidad,,1278.0,,,,,,,464.0
1248,Poecilia reticulata trinidad,,1279.0,,,,,,,533.0
1249,Poecilia reticulata trinidad,,1280.0,,,,,,,543.0
1250,Poecilia reticulata trinidad,,1281.0,,,,,,,572.0
1251,Neoniphon argenteus,,1283.0,,,,,,,502.0
1252,Neoniphon aurolineatus,,1284.0,,,,,,,481.0
1253,Sargocentron punctatissimum,,1285.0,,,,,,,494.0
1254,Sargocentron microstoma,,1286.0,,,,,,,494.0
1255,Sargocentron diadema,,1287.0,,,,,,,491.0
1256,Sargocentron xantherythrum,,1288.0,,,,,,,486.0
1257,Sargocentron spiniferum,,1289.0,,,,,,,490.0
1258,Sargocentron tiere,,1290.0,,,,,,,490.0
1259,Myripristis violacea,,1291.0,,,,,,,499.0
1260,Myripristis berndti,,1292.0,,,,,,,493.0
1261,Photostomias guernei,,1293.0,,,,,,,483.0
1262,Chauliodus danae,,1294.0,,,,,,,484.0
1263,Chauliodus sloani,,1295.0,,,,,,,485.0
1264,Idiacanthus fasciola,,1296.0,,,,,,,485.0
1265,Stomias boa,,1297.0,,,,,,,489.0
1266,Ichthyocossus ovatus,,1298.0,,,,,,,489.0
1267,Vinciguerria nimbaria,,1299.0,,,,,,,477.0
1268,Argyropelecus aculeatus,,1300.0,,,,,,,477.0
1269,Argyropelecus gigas,,1301.0,,,,,,,477.0
1270,Gonostoma bathyphilium,,1302.0,,,,,,,481.0
1271,Gonostoma elongatum,,1303.0,,,,,,,483.0
1272,Diaphus rafinesquei,,1304.0,,,,,,,489.0
1273,Bolinichthys indicus,,1305.0,,,,,,,489.0
1274,Ceratoscopelus warmingii,,1306.0,,,,,,,488.0
1275,Lampanyctus alatus,,1307.0,,,,,,,485.0
1276,Benthosema suborbitale,,1308.0,,,,,,,487.0
1277,Phycis blennoides,,1309.0,,,,,,,494.0
1278,Coryphaenoides guntheri,,1310.0,,,,,,,479.0
1279,Bassozetus compresis,,1311.0,,,,,,,476.0
1280,Cataetyx laticeps,,1312.0,,,,,,,468.0
1281,Conocara salmonea,,1313.0,,,,,,,480.0
1282,Alepocephalus bairdii,,1314.0,,,,,,,476.0
1283,Anoplogaster cornuta,,1315.0,,,,,,,485.0
1284,Hoplostethus mediteranus,,1316.0,,,,,,,479.0
1285,Bathysaurus ferox,,1317.0,,,,,,,481.0
1286,Bathysaurus mollis,,1318.0,,,,,,,479.0
1288,Aristostomias tittmani,,1320.0,,,,,,,551.0
1289,Aristostomias tittmani,,1321.0,,,,,,,581.0
1290,Malacosteus niger,,1322.0,,,,,,,517.0
1291,Malacosteus niger,,1323.0,,,,,,,542.0
1292,Typhlops platycephalus,,1330.0,,,,,,,494.0
1293,Typhlops hypomethes,,1331.0,,,,,,,490.0
1294,Leptotyphlops sp.,,1332.0,,,,,,,500.0
1295,Anilius scytale,,1333.0,,,,,,,497.0
1297,Platichthys stellatus,,1335.0,,,,,,,445.0
1299,Platichthys stellatus,,1337.0,,,,,,,526.0
1300,Platichthys stellatus,,1338.0,,,,,,,536.0
1302,Platichthys stellatus,,1340.0,,,,,,,557.0
1304,Platichthys stellatus,,1342.0,,,,,,,437.0
1306,Platichthys stellatus,,1344.0,,,,,,,527.0
1307,Platichthys stellatus,,1345.0,,,,,,,545.0
1310,Carassius auratus,,1349.0,,,,,,,509.0
1311,Cavia porcellus,,1350.0,,,,,,,499.0
1314,Rhea  americana,,1356.0,,,,,,,504.0
1315,Gallus  gallus domesticus,,1357.0,,,,,,,509.0
1316,Coturnix  japonica,,1358.0,,,,,,,505.0
1317,Meleagris  galoparvo,,1359.0,,,,,,,504.0
1318,Pavo  cristatus,,1360.0,,,,,,,504.0
1319,Anas  platyrhynchos,,1361.0,,,,,,,505.0
1321,Taeniopygia guttata,,1363.0,,,,,,,507.0
1322,Leiothrix lutea,,1364.0,,,,,,,500.0
1323,Sturnus vulgaris,,1366.0,,,,,,,503.0
1324,Turdus merula,,1367.0,,,,,,,504.0
1325,Parvus  caeruleus,,1368.0,,,,,,,503.0
1326,Melopsittacus undulatus,,1369.0,,,,,,,509.0
1328,Anas playrhnchos domesticus,,1371.0,,,,,,,504.0
1329,Buteo jamaicensis,,1372.0,,,,,,,501.0
1330,Larus atricilla,,1373.0,,,,,,,508.0
1331,Amandina fasciata,,1374.0,,,,,,,503.0
1332,Corvus  frugilegus,,1375.0,,,,,,,504.0
1333,Chloebia gouldiae,,1376.0,,,,,,,502.0
1334,Lonchura maga,,1377.0,,,,,,,503.0
1335,Neochmia modesta,,1378.0,,,,,,,503.0
1336,Passer domesticus,,1379.0,,,,,,,504.0
1337,Melopsittacus undatus,,1380.0,,,,,,,509.0
1338,Dromiceius novae-hollandiae,,1381.0,,,,,,,502.0
1339,Nothoprocta cinerascens cinerascens,,1382.0,,,,,,,504.0
1340,Nothoprocta perdicaria sanborni,,1383.0,,,,,,,501.0
1341,Phalaenoptilus nuttallii,,1384.0,,,,,,,506.0
1342,Streptopelia roseogrisea,,1385.0,,,,,,,502.0
1343,Zenaida macroura,,1386.0,,,,,,,502.0
1344,Callipepla californica,,1387.0,,,,,,,500.0
1345,Colinus virginianus,,1388.0,,,,,,,500.0
1347,Estrilda troglodytes,,1390.0,,,,,,,502.0
1348,Lonchura malabarica,,1391.0,,,,,,,502.0
1349,Lonchura malacca,,1392.0,,,,,,,503.0
1350,Lonchura striata,,1393.0,,,,,,,502.0
1352,Pipilo fuscus,,1395.0,,,,,,,500.0
1353,Plocepasser mahali,,1396.0,,,,,,,504.0
1354,Zonotrichia leucophrys,,1397.0,,,,,,,502.0
1356,Bubo virginianus,,1399.0,,,,,,,502.0
1357,Otus asio,,1400.0,,,,,,,505.0
1361,Ostorhinchus Cookii,,1404.0,,,,,,,468.0
1363,Ostorhinchus Cookii,,1406.0,,,,,,,519.0
1364,Ostorhinchus Cookii,,1407.0,,,,,,,504.0
1367,Ostorhinchus Cyanosoma,,1410.0,,,,,,,519.0
1369,Ostorhinchus Doederleini,,1412.0,,,,,,,467.0
1370,Ostorhinchus Doederleini,,1413.0,,,,,,,402.0
1372,Ostorhinchus Doederleini,,1415.0,,,,,,,501.0
1373,Zoramia  Viridiventer,,1416.0,,,,,,,441.0
1374,Zoramia  Viridiventer,,1417.0,,,,,,,506.0
1375,Zoramia  Viridiventer,,1418.0,,,,,,,520.0
1376,Zoramia  Viridiventer,,1419.0,,,,,,,502.0
1377,Zoramia  Leptacanthus,,1420.0,,,,,,,442.0
1378,Zoramia  Leptacanthus,,1421.0,,,,,,,501.0
1379,Zoramia  Leptacanthus,,1422.0,,,,,,,512.0
1380,Zoramia  Leptacanthus,,1423.0,,,,,,,521.0
1381,Zoramia  Leptacanthus,,1424.0,,,,,,,504.0
1382,Rhabdamia  Gracilis,,1425.0,,,,,,,420.0
1383,Rhabdamia  Gracilis,,1426.0,,,,,,,485.0
1384,Rhabdamia  Gracilis,,1427.0,,,,,,,500.0
1385,Rhabdamia  Gracilis,,1428.0,,,,,,,520.0
1386,Rhabdamia  Gracilis,,1429.0,,,,,,,497.0
1387,Nectamia  Savayensis,,1430.0,,,,,,,466.0
1388,Nectamia  Savayensis,,1431.0,,,,,,,493.0
1389,Nectamia  Savayensis,,1432.0,,,,,,,507.0
1390,Nectamia  Savayensis,,1433.0,,,,,,,520.0
1391,Nectamia  Savayensis,,1434.0,,,,,,,505.0
1393,Mirza coquereli,,1436.0,,,,,,,409.0
1394,Mirza coquereli,,1437.0,,,,,,,558.0
1396,Cheirogaleus major,,1439.0,,,,,,,543.0
1397,Cheirogaleus medius,,1440.0,,,,,,,543.0
1398,Avahi laniger,,1441.0,,,,,,,558.0
1399,Lepilemur ruficaudatus,,1442.0,,,,,,,416.0
1400,Lepilemur ruficaudatus,,1443.0,,,,,,,543.0
1401,Daubentonia madagascariensis ,,1444.0,,,,,,,406.0
1402,Daubentonia madagascariensis ,,1445.0,,,,,,,543.0
1403,Loris tardigradus,,1446.0,,,,,,,543.0
1404,Otolemur crassicaudatus,,1447.0,,,,,,,543.0
1405,Otolemur crassicaudatus,,1448.0,,,,,,,507.0
1406,Otolemur garnettii,,1449.0,,,,,,,545.0
1409,Tarsius bancanus,,1452.0,,,,,,,543.0
1410,Aotus trivirgatus,,1453.0,,,,,,,543.0
1411,Aotus trivirgatus,,1454.0,,,,,,,500.0
1412,Procyon lotor,,1455.0,,,,,,,560.0
1413,Procyon lotor,,1456.0,,,,,,,503.0
1414,Potos flavus,,1457.0,,,,,,,548.0
1415,Mustela putorius furo,,1458.0,,,,,,,430.0
1418,Mus musculus,,1461.0,,,,,,,360.0
1421,Rattus rattus,,1464.0,,,,,,,360.0
1424,Glaucomys sabrinus,,1467.0,,,,,,,512.0
1429,Didelphis virginiana,,1472.0,,,,,,,493.0
1431,Setonix brachyurus,,1474.0,,,,,,,502.0
1433,Setonix brachyurus,,1476.0,,,,,,,505.0
1435,Thylamys elegans,,1478.0,,,,,,,565.0
1436,Thylamys elegans,,1479.0,,,,,,,505.0
1437,Glossophaga soricina,,1480.0,,,,,,,365.0
1440,Pteropus dasymallus,,1483.0,,,,,,,358.0
1441,Pteropus dasymallus,,1484.0,,,,,,,553.0
1442,Haplonycteris fischeri,,1485.0,,,,,,,358.0
1443,Haplonycteris fischeri,,1486.0,,,,,,,553.0
1444,Myotis velifer,,1487.0,,,,,,,358.0
1445,Myotis velifer,,1488.0,,,,,,,565.0
1446,Myotis velifer,,1489.0,,,,,,,501.0
1447,Strix aluco,,1490.0,,,,,,,463.0
1448,Bubo virginianus,,1492.0,,,,,,,555.0
1449,Caprimulgus europaeus,,1493.0,,,,,,,406.0
1450,Tarentola chazaliae,,1494.0,,,,,,,360.0
1451,Tarentola chazaliae,,1495.0,,,,,,,440.0
1452,Tarentola chazaliae,,1496.0,,,,,,,520.0
1453,Gekko gekko,,1497.0,,,,,,,364.0
1454,Gekko gekko,,1498.0,,,,,,,467.0
1455,Gekko gekko,,1499.0,,,,,,,521.0
1456,Hemidactylus turcicus,,1500.0,,,,,,,366.0
1457,Hemidactylus turcicus,,1501.0,,,,,,,467.0
1458,Hemidactylus turcicus,,1502.0,,,,,,,527.0
1459,Hemidactylus garnotii,,1503.0,,,,,,,363.0
1460,Hemidactylus garnotii,,1504.0,,,,,,,464.0
1461,Hemidactylus garnotii,,1505.0,,,,,,,521.0
1462,Teratoscincus scincus,,1506.0,,,,,,,365.0
1463,Teratoscincus scincus,,1507.0,,,,,,,452.0
1464,Teratoscincus scincus,,1508.0,,,,,,,533.0
1466,Cottus gobio,,1511.0,,,,,,,453.0
1467,Cottus gobio,,1512.0,,,,,,,452.0
1468,Cottus gobio,,1513.0,,,,,,,458.0
1469,Serinus canaria,,1514.0,,,,,,,615.0
1470,Serinus canaria,,1515.0,,,,,,,540.0
1471,Serinus canaria,,1516.0,,,,,,,450.0
1472,Pseudotropheus  acei,,1519.0,,,,,,,505.0
1473,Pseudotropheus  acei,,1520.0,,,,,,,378.0
1474,Pseudotropheus  acei,,1521.0,,,,,,,415.0
1475,Pseudotropheus  acei,,1522.0,,,,,,,451.0
1476,Pseudotropheus  acei,,1523.0,,,,,,,482.0
1477,Pseudotropheus  acei,,1524.0,,,,,,,506.0
1478,Pseudotropheus  acei,,1525.0,,,,,,,535.0
1479,Pseudotropheus  acei,,1526.0,,,,,,,476.0
1480,Pseudotropheus  acei,,1528.0,,,,,,,534.0
1481,Pseudotropheus  acei,,1529.0,,,,,,,566.0
1482,Melanochromis  vermivorus,,1530.0,,,,,,,505.0
1483,Melanochromis  vermivorus,,1531.0,,,,,,,418.0
1484,Melanochromis  vermivorus,,1532.0,,,,,,,485.0
1485,Melanochromis  vermivorus,,1533.0,,,,,,,503.0
1486,Melanochromis  vermivorus,,1534.0,,,,,,,535.0
1487,Melanochromis  vermivorus,,1535.0,,,,,,,506.0
1488,Melanochromis  vermivorus,,1536.0,,,,,,,555.0
1489,Tramitichromis  intermedius,,1537.0,,,,,,,506.0
1490,Tramitichromis  intermedius,,1538.0,,,,,,,455.0
1491,Tramitichromis  intermedius,,1539.0,,,,,,,532.0
1492,Tramitichromis  intermedius,,1540.0,,,,,,,569.0
1493,Tramitichromis  intermedius,,1541.0,,,,,,,534.0
1494,Neogonodactylus oerstedii,,1542.0,,,,,,,334.0
1496,Bombus  impatiens,,1544.0,,,,,,,539.0
1497,Bombus  impatiens,,1545.0,,,,,,,424.0
1498,Bombus  impatiens,,1546.0,,,,,,,347.0
1499,Drosophilia melanogaster,,1547.0,,,,,,,486.0
1500,Drosophilia melanogaster,,1548.0,,,,,,,418.0
1501,Drosophilia melanogaster,,1549.0,,,,,,,331.0
1502,Drosophilia melanogaster,,1550.0,,,,,,,355.0
1503,Drosophilia melanogaster,,1551.0,,,,,,,442.0
1504,Drosophilia melanogaster,,1552.0,,,,,,,515.0
1506,Lycaena rubidus,,1554.0,,,,,,,437.0
1508,Lycaena rubidus,,1556.0,,,,,,,568.0
1509,Squilla empusa,,1557.0,,,,,,,507.0
1511,Heliconius erato petiverana,,1559.0,,,,,,,389.0
1512,Heliconius erato petiverana,,1560.0,,,,,,,356.0
1513,Heliconius erato petiverana,,1561.0,,,,,,,470.0
1514,Heliconius erato petiverana,,1562.0,,,,,,,555.0
1516,Heliconius erato petiverana,,1564.0,,,,,,,469.0
1517,Heliconius erato petiverana,,1565.0,,,,,,,556.0
1519,Coccinella septempunctata,,1567.0,,,,,,,420.0
1521,Pieris rapae crucivora,,1569.0,,,,,,,563.0
1523,Argiope amoena,,,0.0,,,,,,360.0
1524,Argiope amoena,,,1.0,,,,,,490.0
1525,Argiope amoena,,,2.0,,,,,,540.0
1526,Argiope bruennichi,,,3.0,,,,,,360.0
1529,Cupiennius salei,,,6.0,,,,,,340.0
1530,Cupiennius salei,,,7.0,,,,,,480.0
1532,Menemerus confusus,,,9.0,,,,,,360.0
1533,Menemerus confusus,,,10.0,,,,,,490.0
1534,Menemerus confusus,,,11.0,,,,,,530.0
1535,Menemerus confusus,,,12.0,,,,,,538.0
1536,Menemerus confusus,,,13.0,,,,,,580.0
1537,Phidippus regius,,,14.0,,,,,,370.0
1538,Phidippus regius,,,15.0,,,,,,532.0
1539,Plexippus validus,,,16.0,,,,,,360.0
1540,Plexippus validus,,,17.0,,,,,,520.0
1541,Daphnia magna,,,18.0,,,,,,348.0
1542,Daphnia magna,,,19.0,,,,,,434.0
1543,Daphnia magna,,,20.0,,,,,,525.0
1544,Daphnia magna,,,21.0,,,,,,608.0
1546,Periplaneta americana,,,23.0,,,,,,505.0
1547,Carabus auratus,,,24.0,,,,,,348.0
1548,Carabus auratus,,,25.0,,,,,,430.0
1549,Carabus auratus,,,26.0,,,,,,500.0
1550,Carabus auratus,,,27.0,,,,,,620.0
1551,Carabus nemoralis,,,28.0,,,,,,348.0
1552,Carabus nemoralis,,,29.0,,,,,,430.0
1553,Carabus nemoralis,,,30.0,,,,,,500.0
1554,Carabus nemoralis,,,31.0,,,,,,620.0
1556,Bicellonycha wickershamorum,,,36.0,,,,,,560.0
1557,Photinus collustrans,,,37.0,,,,,,425.0
1558,Photinus collustrans,,,38.0,,,,,,560.0
1559,Photinus macdermotti,,,39.0,,,,,,400.0
1560,Photinus macdermotti,,,40.0,,,,,,575.0
1562,Photinus marginellus,,,42.0,,,,,,565.0
1564,Photinus pyralis,,,44.0,,,,,,570.0
1565,Photinus scintillans,,,45.0,,,,,,450.0
1566,Photinus scintillans,,,46.0,,,,,,580.0
1567,Photuris frontalis,,,47.0,,,,,,350.0
1568,Photuris frontalis,,,48.0,,,,,,560.0
1569,Photuris lucicrescens,,,49.0,,,,,,350.0
1570,Photuris lucicrescens,,,50.0,,,,,,440.0
1571,Photuris lucicrescens,,,51.0,,,,,,550.0
1572,Photuris potomaca,,,52.0,,,,,,375.0
1573,Photuris potomaca,,,53.0,,,,,,560.0
1575,Drosophila melanogaster,,,56.0,,,,,,440.0
1576,Drosophila melanogaster,,,57.0,,,,,,480.0
1577,Drosophila melanogaster,,,58.0,,,,,,520.0
1578,Musca domestica,,,59.0,,,,,,335.0
1579,Musca domestica,,,60.0,,,,,,355.0
1583,Eristalis tenax,,,64.0,,,,,,350.0
1584,Eristalis tenax,,,65.0,,,,,,450.0
1585,Eristalis tenax,,,66.0,,,,,,520.0
1586,Notonecta glauca,,,67.0,,,,,,350.0
1587,Notonecta glauca,,,68.0,,,,,,420.0
1588,Notonecta glauca,,,69.0,,,,,,567.0
1589,Notonecta insulata,,,70.0,,,,,,375.0
1590,Notonecta insulata,,,71.0,,,,,,475.0
1591,Notonecta insulata,,,72.0,,,,,,520.0
1592,Notonecta irrorata,,,73.0,,,,,,375.0
1593,Notonecta irrorata,,,74.0,,,,,,475.0
1594,Notonecta irrorata,,,75.0,,,,,,520.0
1595,Notonecta undulata,,,76.0,,,,,,375.0
1596,Notonecta undulata,,,77.0,,,,,,475.0
1597,Notonecta undulata,,,78.0,,,,,,520.0
1598,Andrena florea,,,79.0,,,,,,340.0
1599,Andrena florea,,,80.0,,,,,,412.0
1600,Andrena florea,,,81.0,,,,,,536.0
1601,Anthophora acervorum,,,82.0,,,,,,348.0
1602,Anthophora acervorum,,,83.0,,,,,,428.0
1603,Anthophora acervorum,,,84.0,,,,,,528.0
1604,Callonychium petuniae,,,85.0,,,,,,360.0
1605,Callonychium petuniae,,,86.0,,,,,,404.0
1606,Callonychium petuniae,,,87.0,,,,,,536.0
1607,Callonychium petuniae,,,88.0,,,,,,600.0
1608,Oxea flavescens,,,89.0,,,,,,370.0
1609,Oxea flavescens,,,90.0,,,,,,435.0
1610,Oxea flavescens,,,91.0,,,,,,536.0
1612,Apis mellifera,,,93.0,,,,,,436.0
1614,Bombus distinguendis,,,95.0,,,,,,350.0
1615,Bombus distinguendis,,,96.0,,,,,,440.0
1616,Bombus distinguendis,,,97.0,,,,,,540.0
1618,Bombus fervidus,,,99.0,,,,,,450.0
1619,Bombus hortorum,,,100.0,,,,,,353.0
1620,Bombus hortorum,,,101.0,,,,,,436.0
1621,Bombus hortorum,,,102.0,,,,,,544.0
1622,Bombus hypnorum,,,103.0,,,,,,524.0
1625,Bombus jonellus,,,106.0,,,,,,336.0
1626,Bombus jonellus,,,107.0,,,,,,432.0
1627,Bombus jonellus,,,108.0,,,,,,544.0
1628,Bombus lapidarius,,,109.0,,,,,,332.0
1629,Bombus lapidarius,,,110.0,,,,,,432.0
1630,Bombus lapidarius,,,111.0,,,,,,544.0
1631,Bombus monticola,,,112.0,,,,,,336.0
1632,Bombus monticola,,,113.0,,,,,,440.0
1633,Bombus monticola,,,114.0,,,,,,544.0
1634,Bombus morio,,,115.0,,,,,,352.0
1635,Bombus morio,,,116.0,,,,,,428.0
1636,Bombus morio,,,117.0,,,,,,548.0
1637,Bombus terrestris,,,118.0,,,,,,328.0
1638,Bombus terrestris,,,119.0,,,,,,428.0
1639,Bombus terrestris,,,120.0,,,,,,536.0
1640,Colletes fulgidus,,,121.0,,,,,,340.0
1641,Colletes fulgidus,,,122.0,,,,,,532.0
1642,Lestrimelitta limao,,,123.0,,,,,,536.0
1643,Melecta punctata,,,124.0,,,,,,336.0
1644,Melecta punctata,,,125.0,,,,,,428.0
1645,Melecta punctata,,,126.0,,,,,,540.0
1646,Melipona marginata,,,127.0,,,,,,340.0
1647,Melipona marginata,,,128.0,,,,,,450.0
1648,Melipona marginata,,,129.0,,,,,,540.0
1650,Melipona quadrifasciata,,,131.0,,,,,,428.0
1651,Melipona quadrifasciata,,,132.0,,,,,,520.0
1652,Nomada alboguttata,,,133.0,,,,,,428.0
1653,Nomada alboguttata,,,134.0,,,,,,512.0
1654,Partamona helleri,,,135.0,,,,,,347.0
1655,Partamona helleri,,,136.0,,,,,,444.0
1656,Partamona helleri,,,137.0,,,,,,521.0
1657,Schwarziana sp,,,138.0,,,,,,343.0
1658,Schwarziana sp,,,139.0,,,,,,440.0
1659,Schwarziana sp,,,140.0,,,,,,528.0
1660,Trigona spinipes,,,141.0,,,,,,340.0
1661,Trigona spinipes,,,142.0,,,,,,440.0
1662,Trigona spinipes,,,143.0,,,,,,536.0
1663,Xylocopa brasilianorum,,,144.0,,,,,,360.0
1664,Xylocopa brasilianorum,,,145.0,,,,,,428.0
1665,Xylocopa brasilianorum,,,146.0,,,,,,544.0
1666,Formica polyctena,,,147.0,,,,,,360.0
1667,Formica polyctena,,,148.0,,,,,,510.0
1668,Cataglyphis bicolor,,,149.0,,,,,,350.0
1669,Cataglyphis bicolor,,,150.0,,,,,,510.0
1670,Philanthus triangulum,,,151.0,,,,,,344.0
1671,Philanthus triangulum,,,152.0,,,,,,444.0
1672,Philanthus triangulum,,,153.0,,,,,,524.0
1673,Anthidium manicatum,,,154.0,,,,,,344.0
1674,Anthidium manicatum,,,155.0,,,,,,440.0
1675,Anthidium manicatum,,,156.0,,,,,,532.0
1676,Myrmecia gulosa,,,157.0,,,,,,412.0
1677,Myrmecia gulosa,,,158.0,,,,,,540.0
1679,Lasioglossum malachurum,,,160.0,,,,,,442.0
1680,Lasioglossum malachurum,,,161.0,,,,,,528.0
1681,Ichneumon spp.,,,162.0,,,,,,524.0
1682,Ichneumon stramentarius,,,163.0,,,,,,542.0
1683,Chelostoma florisomne,,,164.0,,,,,,324.0
1684,Chelostoma florisomne,,,165.0,,,,,,548.0
1685,Osmia rufa,,,166.0,,,,,,344.0
1686,Osmia rufa,,,167.0,,,,,,432.0
1687,Osmia rufa,,,168.0,,,,,,560.0
1688,Urocerus gigas,,,169.0,,,,,,524.0
1689,Cerceris rybyensis,,,170.0,,,,,,436.0
1690,Cerceris rybyensis,,,171.0,,,,,,516.0
1691,Cerceris rybyensis,,,172.0,,,,,,528.0
1692,Tenthredo campestris,,,173.0,,,,,,328.0
1693,Tenthredo campestris,,,174.0,,,,,,464.0
1694,Tenthredo campestris,,,175.0,,,,,,540.0
1695,Tenthredo scrophulariae,,,176.0,,,,,,556.0
1696,Tenthredo scrophulariae,,,177.0,,,,,,604.0
1697,Dolichovespula norwegica,,,178.0,,,,,,448.0
1698,Dolichovespula norwegica,,,179.0,,,,,,524.0
1701,Polistes dominulus,,,182.0,,,,,,528.0
1702,Vespo crabro,,,183.0,,,,,,336.0
1703,Vespo crabro,,,184.0,,,,,,436.0
1704,Vespo crabro,,,185.0,,,,,,536.0
1705,Vespo crabro,,,186.0,,,,,,542.0
1706,Vespula germanica,,,187.0,,,,,,336.0
1707,Vespula germanica,,,188.0,,,,,,432.0
1708,Vespula germanica,,,189.0,,,,,,544.0
1709,Vespula vulgaris,,,190.0,,,,,,336.0
1711,Vespula vulgaris,,,192.0,,,,,,536.0
1712,Xiphydria camelus,,,193.0,,,,,,542.0
1713,Epicopeia hainesii,,,194.0,,,,,,380.0
1714,Epicopeia hainesii,,,195.0,,,,,,420.0
1715,Epicopeia hainesii,,,196.0,,,,,,500.0
1716,Arichanna gaschkevitchii,,,197.0,,,,,,360.0
1717,Arichanna gaschkevitchii,,,198.0,,,,,,500.0
1718,Arichanna gaschkevitchii,,,199.0,,,,,,540.0
1719,Phassus excrescens,,,200.0,,,,,,380.0
1720,Phassus excrescens,,,201.0,,,,,,460.0
1721,Phassus excrescens,,,202.0,,,,,,520.0
1722,Phassus excrescens,,,203.0,,,,,,580.0
1723,Ochlodes venata,,,204.0,,,,,,380.0
1724,Ochlodes venata,,,205.0,,,,,,460.0
1725,Ochlodes venata,,,206.0,,,,,,520.0
1726,Parnara guttata,,,207.0,,,,,,380.0
1727,Parnara guttata,,,208.0,,,,,,460.0
1728,Parnara guttata,,,209.0,,,,,,520.0
1729,Celastrina argiolus,,,210.0,,,,,,380.0
1730,Celastrina argiolus,,,211.0,,,,,,440.0
1731,Celastrina argiolus,,,212.0,,,,,,560.0
1732,Lycaena dorcas,,,213.0,,,,,,360.0
1733,Lycaena dorcas,,,214.0,,,,,,437.0
1734,Lycaena dorcas,,,215.0,,,,,,500.0
1735,Lycaena dorcas,,,216.0,,,,,,568.0
1737,Lycaena heteronea,,,218.0,,,,,,437.0
1739,Lycaena heteronea,,,220.0,,,,,,568.0
1741,Lycaena nivalis,,,222.0,,,,,,438.0
1743,Lycaena nivalis,,,224.0,,,,,,575.0
1744,Lycaena phlaeas,,,225.0,,,,,,400.0
1745,Lycaena phlaeas,,,226.0,,,,,,540.0
1746,Lycaena phlaeas,,,227.0,,,,,,600.0
1747,Pseudozizeeria maha,,,232.0,,,,,,400.0
1748,Pseudozizeeria maha,,,233.0,,,,,,520.0
