qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
XP_039367007.1,visual_opsin_S257,92.877,365,26,0,1,365,1,365,0.0,694.0
XP_039366258.1,visual_opsin_S125,87.106,349,45,0,1,349,1,349,0.0,642.0
XP_039403751.1,visual_opsin_S343,97.727,352,8,0,1,352,1,352,0.0,716.0
XP_039394138.1,visual_opsin_S75,95.211,355,17,0,1,355,1,355,0.0,692.0
XP_039375912.1,visual_opsin_S238,88.184,347,41,0,1,347,4,350,0.0,645.0
KOX70597.1,visual_opsin_S287,44.937,316,164,5,9,321,10,318,5.84e-81,249.0
KOX69883.1,visual_opsin_Melipona_quadrifasciata_LW2,100.0,324,0,0,31,354,1,324,0.0,664.0
KOX69882.1,visual_opsin_Melipona_quadrifasciata_LW1,100.0,323,0,0,59,381,1,323,0.0,660.0
KOX68034.1,visual_opsin_S286,94.609,371,18,1,1,369,1,371,0.0,732.0
AGI97211.1,visual_opsin_S238,89.337,347,36,1,1,346,4,350,0.0,637.0
AGI97210.1,visual_opsin_S238,85.479,365,34,2,1,364,4,350,0.0,630.0
AGI97209.1,visual_opsin_S238,85.479,365,34,2,1,364,4,350,0.0,630.0
AGI97208.1,visual_opsin_S238,89.049,347,37,1,1,346,4,350,0.0,634.0
AGI97207.1,visual_opsin_S238,89.625,347,35,1,1,346,4,350,0.0,640.0
AGI97206.1,visual_opsin_S238,89.914,347,34,1,1,346,4,350,0.0,642.0
AGI97205.1,visual_opsin_S238,88.761,347,38,1,1,346,4,350,0.0,631.0
XP_046969698.1,visual_opsin_S93,23.693,287,191,7,1,275,39,309,9.94e-18,79.7
AAP49025.2,visual_opsin_S145,88.773,383,43,0,1,383,23,405,0.0,697.0
AAP49026.2,visual_opsin_S182,86.053,380,52,1,1,380,1,379,0.0,709.0
AAL59879.2,visual_opsin_S270,84.392,378,55,3,5,378,4,381,0.0,667.0
AAX11259.1,visual_opsin_S316,93.931,346,21,0,1,346,1,346,0.0,678.0
AAX11257.1,visual_opsin_S317,95.868,363,15,0,1,363,1,363,0.0,731.0
P35358.1,visual_opsin_S257,85.479,365,53,0,1,365,1,365,0.0,638.0
P35357.1,visual_opsin_S73,100.0,355,0,0,1,355,1,355,0.0,732.0
AAG61163.1,visual_opsin_S89,100.0,347,0,0,1,347,1,347,0.0,709.0
XP_064289254.1,visual_opsin_S115,99.43,351,2,0,1,351,1,351,0.0,721.0
XP_064255228.1,visual_opsin_S120,99.718,355,1,0,1,355,1,355,0.0,734.0
AJD38824.1,visual_opsin_S300,81.586,353,63,1,1,353,1,351,0.0,612.0
BAU71686.1,visual_opsin_Luciola_cruciata_UV,94.136,324,19,0,27,350,1,324,0.0,649.0
BAU71685.1,visual_opsin_Luciola_cruciata_LW,93.498,323,21,0,33,355,1,323,0.0,637.0
ACC77718.1,visual_opsin_S145,87.013,385,49,1,1,385,23,406,0.0,681.0
ABY84504.1,visual_opsin_S182,84.474,380,58,1,1,380,1,379,0.0,688.0
ABI97866.1,visual_opsin_Heliconius_erato_LW,96.594,323,11,0,34,356,1,323,0.0,645.0
AAC12763.1,visual_opsin_S102,100.0,348,0,0,1,348,1,348,0.0,717.0
ADJ54170.1,visual_opsin_S214,100.0,335,0,0,1,335,1,335,0.0,691.0
ADJ54169.1,visual_opsin_S214,99.701,335,1,0,1,335,1,335,0.0,689.0
ADI72250.1,visual_opsin_S211,100.0,352,0,0,1,352,1,352,0.0,722.0
ADI72139.1,visual_opsin_S301,96.866,351,11,0,1,351,1,351,0.0,708.0
QDR50944.1,XP_029975531_Salarias_fasciatus_parapinopsin_a,24.096,249,179,4,22,260,21,269,3.02e-09,53.1
QDR50941.1,visual_opsin_Heliconius_numata_LW,100.0,323,0,0,34,356,1,323,0.0,667.0
QDR50940.1,visual_opsin_S182,85.0,380,56,1,1,380,1,379,0.0,697.0
QDR50939.1,visual_opsin_Heliconius_numata_UV1,99.074,324,3,0,30,353,1,324,0.0,663.0
QDR50938.1,visual_opsin_S145,88.36,378,44,0,1,378,29,406,0.0,681.0
ART30047.1,visual_opsin_S145,88.624,378,43,0,1,378,29,406,0.0,683.0
ART30045.1,visual_opsin_Heliconius_numata_LW,100.0,323,0,0,34,356,1,323,0.0,666.0
ART30039.1,visual_opsin_S145,88.624,378,43,0,1,378,29,406,0.0,682.0
ART30038.1,visual_opsin_S182,85.263,380,55,1,1,380,1,379,0.0,697.0
ART30033.1,visual_opsin_Heliconius_numata_LW,99.69,323,1,0,34,356,1,323,0.0,665.0
ADN96774.1,visual_opsin_S145,88.36,378,44,0,1,378,29,406,0.0,679.0
ADN96766.1,visual_opsin_Heliconius_numata_LW,99.381,323,2,0,34,356,1,323,0.0,664.0
ADN96753.1,visual_opsin_S182,85.0,380,56,1,1,380,1,379,0.0,695.0
ACC77726.1,visual_opsin_Heliconius_numata_LW,99.69,323,1,0,34,356,1,323,0.0,665.0
AAY16530.1,visual_opsin_S182,84.737,380,57,1,1,380,1,379,0.0,694.0
ADA77657.1,visual_opsin_S32,100.0,354,0,0,1,354,1,354,0.0,728.0
XP_041597999.1,visual_opsin_S138,94.78,364,19,0,1,364,1,364,0.0,714.0
XP_041619878.1,visual_opsin_S357,96.839,348,11,0,1,348,1,348,0.0,704.0
XP_041583914.1,visual_opsin_S180,91.691,349,28,1,1,348,1,349,0.0,662.0
WWQ50564.1,visual_opsin_S190,90.057,352,34,1,1,352,1,351,0.0,637.0
WWQ50528.1,visual_opsin_S191,88.696,345,39,0,1,345,1,345,0.0,628.0
WWQ50493.1,visual_opsin_S300,80.627,351,66,1,1,349,1,351,0.0,592.0
WWQ50421.1,visual_opsin_S299,79.104,335,70,0,1,335,1,335,0.0,548.0
XXQ17504.1,visual_opsin_Aspisoma_sp_LW,50.467,321,157,2,31,351,2,320,2.17e-111,325.0
XXQ17503.1,visual_opsin_Epiophlebia_superstes_LWF4,49.068,322,162,2,30,351,1,320,1.5100000000000001e-109,320.0
XXQ17501.1,visual_opsin_Xanthostigma_xanthostigma_LW2,50.156,321,158,2,30,350,2,320,4.23e-116,337.0
XXQ17499.1,visual_opsin_S291,44.663,356,192,4,17,368,8,362,7.519999999999999e-111,325.0
XXQ17498.1,visual_opsin_S242,43.514,370,206,3,6,375,7,373,3.54e-109,321.0
XP_014881004.1,visual_opsin_S155,99.403,335,2,0,1,335,1,335,0.0,684.0
XP_014875326.1,XP_040523482_opsin3_G_gallus,32.031,256,161,4,16,263,31,281,1.4499999999999999e-34,126.0
XP_014875325.1,XP_040523482_opsin3_G_gallus,34.364,291,178,4,16,298,31,316,3.15e-48,163.0
XP_014916209.1,visual_opsin_S153,96.866,351,11,0,1,351,1,351,0.0,706.0
XP_014916208.1,visual_opsin_S154,98.295,352,6,0,3,354,1,352,0.0,716.0
XP_014905008.1,visual_opsin_S307,89.888,356,36,0,1,356,1,356,0.0,678.0
XP_014904171.1,visual_opsin_S147,98.034,356,7,0,1,356,1,356,0.0,726.0
XP_014902744.1,visual_opsin_S109,96.045,354,14,0,1,354,1,354,0.0,711.0
XP_014897888.1,visual_opsin_S152,97.391,345,9,0,1,345,1,345,0.0,696.0
XP_014897886.1,visual_opsin_S151,99.148,352,3,0,1,352,1,352,0.0,716.0
XP_014891082.1,visual_opsin_Cloeon_dipterum_LW1,38.535,314,188,3,3,315,10,319,5.86e-77,238.0
XP_014891081.1,visual_opsin_Cloeon_dipterum_LW1,38.535,314,188,3,3,315,10,319,5.4200000000000005e-77,238.0
XP_014890600.1,visual_opsin_S287,31.359,287,186,3,62,348,58,333,4.99e-41,147.0
XP_014889875.1,XP_007254640_Astyanax_mexicanus_parapinopsin_b,32.5,280,181,2,21,300,33,304,2.3899999999999998e-45,157.0
XP_014885127.1,XP_040523482_opsin3_G_gallus,40.752,319,174,3,15,321,2,317,1.5800000000000001e-77,241.0
XP_014882994.1,visual_opsin_Megachile_rotundata_LW1,22.785,237,158,6,13,241,27,246,3.54e-13,65.9
XP_014893606.1,XP_040523482_opsin3_G_gallus,42.489,233,116,3,22,240,3,231,7.300000000000001e-58,187.0
XP_014893598.1,XP_040523482_opsin3_G_gallus,42.038,314,159,3,22,315,3,313,2.78e-83,256.0
AEQ53951.1,visual_opsin_S151,97.443,352,3,1,1,346,1,352,0.0,699.0
AEQ53935.1,visual_opsin_S149,96.359,357,13,0,1,357,1,357,0.0,716.0
AVR48191.1,visual_opsin_S54,91.808,354,27,1,1,352,1,354,0.0,668.0
AVR48189.1,visual_opsin_S54,91.808,354,27,1,1,352,1,354,0.0,667.0
NP_001117794.1,visual_opsin_S213,74.074,351,89,2,4,354,1,349,0.0,556.0
NP_001117795.1,visual_opsin_S79,75.862,348,80,1,3,346,2,349,0.0,548.0
NP_001117793.1,visual_opsin_S296,81.682,333,61,0,1,333,1,333,0.0,578.0
NP_001117792.1,visual_opsin_S308,85.154,357,53,0,1,357,1,357,0.0,650.0
XP_036812510.1,visual_opsin_S147,85.632,348,50,0,6,353,9,356,0.0,637.0
XP_036803430.1,XP_010138786_Buceros_rhinoceros_VA,27.095,358,237,7,17,366,29,370,5.79e-39,140.0
XP_036842732.1,NP_001104634_opsin3_D_rerio,29.653,317,208,7,35,350,30,332,6.15e-36,131.0
XP_036841962.1,XP_026077609_Carassius_auratus_parapinopsin_b,31.419,296,195,2,8,303,15,302,1.3400000000000002e-47,163.0
XP_021469171.2,XP_026077609_Carassius_auratus_parapinopsin_b,31.419,296,195,2,26,321,15,302,2.1400000000000002e-47,163.0
XP_036839803.1,visual_opsin_S223,84.713,314,48,0,3,316,2,315,0.0,549.0
XP_036839802.1,visual_opsin_S302,77.654,358,67,1,3,347,10,367,0.0,580.0
XP_036831363.1,XP_040523482_opsin3_G_gallus,32.632,285,184,4,98,379,41,320,2.8999999999999996e-42,150.0
XP_021471198.1,visual_opsin_S162,86.053,337,47,0,1,337,1,337,0.0,615.0
XP_021465991.1,visual_opsin_S78,79.656,349,67,2,1,345,1,349,0.0,576.0
XP_021465987.1,visual_opsin_S302,78.492,358,64,1,3,347,10,367,0.0,583.0
XP_021453614.1,XP_006638720_opsin_3_Lepisosteus_oculatus,40.0,300,161,3,28,310,2,299,2.62e-74,232.0
XP_021429664.1,XP_018424575_Nanorana_parkeri_VA,30.588,340,215,10,33,368,39,361,1.4799999999999998e-42,149.0
NP_001117791.1,visual_opsin_S53,88.136,354,42,0,1,354,1,354,0.0,645.0
KAL2807162.1,visual_opsin_S177,97.701,348,8,0,1,348,1,348,0.0,706.0
KAL2777651.1,visual_opsin_S94,90.435,345,33,0,1,345,4,348,0.0,648.0
KAL2767968.1,visual_opsin_S176,95.33,364,17,0,1,364,1,364,0.0,708.0
ABR53751.1,visual_opsin_S94,90.517,348,33,0,1,348,1,348,0.0,655.0
ABR53750.1,visual_opsin_S94,90.517,348,33,0,1,348,1,348,0.0,655.0
XP_068780205.1,visual_opsin_S169,96.154,364,14,0,1,364,1,364,0.0,728.0
XP_068780204.1,visual_opsin_S124,89.375,320,34,0,1,320,1,320,0.0,606.0
XP_068780203.1,visual_opsin_S173,93.842,341,21,0,11,351,2,342,0.0,670.0
XP_068780201.1,visual_opsin_S173,93.824,340,21,0,11,350,2,341,0.0,667.0
XP_068763062.1,visual_opsin_S353,98.575,351,5,0,1,351,1,351,0.0,718.0
XP_068799394.1,visual_opsin_S238,87.896,347,42,0,1,347,4,350,0.0,648.0
XP_009670124.1,visual_opsin_S121,98.288,292,5,0,22,313,64,355,0.0,597.0
XP_009670123.1,visual_opsin_S119,98.31,355,6,0,1,355,1,355,0.0,731.0
BAD14290.1,visual_opsin_S94,89.244,344,37,0,3,346,5,348,0.0,649.0
XP_062249983.1,XP_040523482_opsin3_G_gallus,40.0,295,168,2,47,335,29,320,1.3e-73,231.0
XP_062248717.1,visual_opsin_S54,92.09,354,26,1,1,352,1,354,0.0,671.0
XP_062248264.1,visual_opsin_Epiophlebia_superstes_LWD1,30.405,296,194,3,21,307,27,319,6.63e-44,152.0
XP_062238255.1,visual_opsin_S296,82.84,338,58,0,1,338,1,338,0.0,590.0
XP_062235595.1,XP_040523482_opsin3_G_gallus,42.32,319,169,5,15,323,4,317,6.91e-83,255.0
XP_062258971.1,visual_opsin_S74,88.696,345,39,0,1,345,1,345,0.0,632.0
XP_062258959.1,visual_opsin_S302,86.607,336,45,0,3,338,10,345,0.0,607.0
XP_062258949.1,visual_opsin_S302,86.068,323,45,0,3,325,10,332,0.0,579.0
XP_062258940.1,visual_opsin_S302,86.607,336,45,0,3,338,10,345,0.0,607.0
XP_062258931.1,visual_opsin_S193,82.67,352,60,1,1,352,1,351,0.0,600.0
XP_062258918.1,visual_opsin_S151,89.773,352,36,0,1,352,1,352,0.0,631.0
XP_062251796.1,visual_opsin_S200,92.068,353,28,0,1,353,1,353,0.0,662.0
XP_062251782.1,visual_opsin_S206,84.046,351,56,0,1,351,1,351,0.0,628.0
XP_062251772.1,visual_opsin_S201,91.761,352,29,0,1,352,1,352,0.0,665.0
XP_062251759.1,visual_opsin_S308,89.916,357,36,0,1,357,1,357,0.0,686.0
XP_062268214.1,visual_opsin_Megachile_rotundata_LW1,24.201,219,151,5,16,226,30,241,1.51e-09,54.7
XP_062268211.1,visual_opsin_Ischnura_asiatica_LWE1,38.438,320,183,4,3,315,10,322,2.4700000000000002e-73,229.0
XP_062267932.1,XP_022611953_Seriola_dumerili_parietopsin,28.691,359,230,8,7,359,18,356,1.94e-37,135.0
XP_062267850.1,NP_001104634_opsin3_D_rerio,32.967,273,172,5,24,293,35,299,3.95e-38,137.0
XP_062267009.1,XP_040269222_Bufo_bufo_parietopsin,29.499,339,212,6,7,332,19,343,5.0599999999999995e-45,154.0
XP_062261120.1,XP_028970850_Esox_lucius_parietopsin,32.99,291,191,2,22,312,42,328,7.659999999999999e-45,156.0
XP_062259049.1,XP_040523482_opsin3_G_gallus,38.462,299,176,2,26,318,21,317,1.39e-74,233.0
XP_026726768.1,XP_032825597_Petromyzon_marinus_parapinopsin-like,28.485,165,109,3,110,265,114,278,1.1e-10,57.8
XP_026737245.1,visual_opsin_S290,48.0,300,142,2,1,299,140,426,3.55e-94,286.0
QDQ16906.1,visual_opsin_S70,24.537,216,147,4,46,248,67,279,1.58e-09,54.3
QDQ16902.1,visual_opsin_S182,100.0,379,0,0,1,379,1,379,0.0,792.0
QDQ16901.1,visual_opsin_S145,86.612,366,49,0,1,366,23,388,0.0,673.0
AAU07978.1,visual_opsin_Danaus_plexippus_LW,100.0,323,0,0,34,356,1,323,0.0,667.0
ART29913.1,visual_opsin_Heliconius_sara_UV2,99.074,324,3,0,30,353,1,324,0.0,663.0
ART29912.1,visual_opsin_S145,86.243,378,52,0,1,378,29,406,0.0,670.0
ART29911.1,visual_opsin_S182,87.105,380,48,1,1,380,1,379,0.0,705.0
ART29910.1,visual_opsin_Heliconius_sara_LW_partial,99.69,323,1,0,34,356,1,323,0.0,664.0
ART29908.1,visual_opsin_S145,86.508,378,51,0,1,378,29,406,0.0,672.0
NP_001269750.1,visual_opsin_S90,100.0,347,0,0,1,347,1,347,0.0,712.0
P51476.1,NP_001296979_Columba_livia_pinopsin,99.713,349,1,0,1,349,1,349,0.0,716.0
NP_001296977.1,visual_opsin_S124,100.0,365,0,0,1,365,1,365,0.0,746.0
NP_001296978.1,visual_opsin_S119,99.718,355,1,0,1,355,1,355,0.0,735.0
XP_064930866.1,visual_opsin_S114,100.0,351,0,0,1,351,1,351,0.0,724.0
PKK26178.1,XP_040292238_Bufo_bufo_VA,31.034,319,209,3,1,311,1,316,5.789999999999999e-54,177.0
PKK23328.1,visual_opsin_S38,26.633,199,124,7,56,236,48,242,6.88e-06,43.1
AAD38036.1,visual_opsin_S128,100.0,359,0,0,1,359,1,359,0.0,739.0
AAD32242.1,visual_opsin_S119,100.0,355,0,0,1,355,1,355,0.0,736.0
XP_036254474.1,visual_opsin_S120,99.437,355,2,0,1,355,1,355,0.0,733.0
XP_036256714.1,visual_opsin_S91,99.422,346,2,0,1,346,1,346,0.0,712.0
XP_036246843.1,visual_opsin_S115,99.145,351,3,0,1,351,1,351,0.0,719.0
XP_036261854.1,visual_opsin_S129,99.452,365,2,0,1,365,1,365,0.0,747.0
XP_036261852.1,visual_opsin_S125,95.856,362,15,0,1,362,1,362,0.0,723.0
XP_068997512.1,visual_opsin_S124,30.242,248,162,2,17,264,114,350,2.18e-35,128.0
XP_068997511.1,visual_opsin_Apis_mellifera_SW,28.333,300,201,5,17,306,22,317,2.13e-41,145.0
XP_068997138.1,visual_opsin_S287,34.387,253,157,2,53,305,58,301,3.0599999999999995e-42,150.0
XP_068996374.1,visual_opsin_S54,91.254,343,29,1,1,342,1,343,0.0,660.0
XP_068996373.1,visual_opsin_S54,91.045,335,29,1,19,352,9,343,0.0,644.0
XP_069027075.1,XP_040523482_opsin3_G_gallus,40.893,291,163,3,35,319,30,317,9.56e-76,236.0
XP_069022961.1,XP_019737420_Hippocampus_comes_VA_a,29.296,355,232,10,30,378,40,381,3.4500000000000002e-43,151.0
XP_069015848.1,XP_040523482_opsin3_G_gallus,40.525,343,184,4,22,349,17,354,5.43e-84,258.0
XP_069014876.1,visual_opsin_Anotogaster_sieboldii_LWC1,30.408,319,189,8,3,298,11,319,1.15e-38,137.0
XP_069014692.1,XP_040523482_opsin3_G_gallus,34.409,279,178,2,22,299,43,317,1.2799999999999999e-48,164.0
XP_069013564.1,XP_007254640_Astyanax_mexicanus_parapinopsin_b,32.74,281,179,4,21,300,33,304,2.2e-44,154.0
XP_069010216.1,XP_040523482_opsin3_G_gallus,39.13,299,174,2,26,318,21,317,1.3499999999999999e-74,233.0
XP_069001562.1,visual_opsin_S296,74.556,338,61,3,1,313,1,338,0.0,513.0
XP_069030038.1,XP_026798920_Pangasianodon_hypophthalmus_VA_a,27.762,353,239,8,31,383,45,381,1.36e-36,134.0
XP_069028456.1,visual_opsin_Gryllus_bimaculatus_green1_ocellar,25.974,231,148,8,14,235,28,244,6.43e-10,55.8
XP_069000294.1,visual_opsin_S198,88.761,347,39,0,6,352,2,348,0.0,631.0
XP_069000275.1,visual_opsin_S195,86.167,347,48,0,6,352,2,348,0.0,613.0
XP_069015245.1,visual_opsin_S305,93.277,357,24,0,1,357,1,357,0.0,694.0
XP_069015120.1,visual_opsin_S206,82.336,351,62,0,1,351,1,351,0.0,625.0
XP_069015008.1,visual_opsin_S213,85.795,352,49,1,1,352,1,351,0.0,627.0
AHA48200.1,visual_opsin_S145,85.6,375,52,2,3,376,33,406,0.0,660.0
AHA48188.1,visual_opsin_S269,100.0,381,0,0,1,381,1,381,0.0,784.0
AHA48170.1,visual_opsin_Macroglossum_stellatarum_SW,100.0,324,0,0,34,357,1,324,0.0,678.0
XP_015176771.1,visual_opsin_Polistes_dominula_UV,100.0,324,0,0,24,347,1,324,0.0,667.0
XP_015175605.1,visual_opsin_Polistes_dominula_LW1,93.808,323,0,1,27,349,1,303,0.0,609.0
XP_015173428.1,visual_opsin_Polistes_dominula_SW,100.0,323,0,0,33,355,1,323,0.0,670.0
AVR48137.1,visual_opsin_S62,90.341,352,34,0,1,352,1,352,0.0,656.0
XP_030031512.2,XP_020505750_Labrus_bergylta_parapinopsin_a,24.818,274,179,9,9,263,10,275,4.95e-12,62.0
QDR51018.1,XP_020505750_Labrus_bergylta_parapinopsin_a,24.818,274,179,8,9,263,10,275,4.43e-12,62.0
QDR51015.1,visual_opsin_S270,94.96,377,19,0,1,377,5,381,0.0,742.0
QDR51014.1,visual_opsin_Manduca_sexta_SW,99.691,324,1,0,34,357,1,324,0.0,675.0
QDR51013.1,visual_opsin_S145,84.921,378,56,1,1,377,29,406,0.0,660.0
AAD11965.1,visual_opsin_S145,83.598,378,61,1,1,377,29,406,0.0,651.0
AAD11964.1,visual_opsin_S270,93.103,377,26,0,1,377,5,381,0.0,728.0
AAD11966.1,visual_opsin_Manduca_sexta_SW,100.0,324,0,0,34,357,1,324,0.0,676.0
AAP13016.1,visual_opsin_S240,93.132,364,25,0,1,364,1,364,0.0,694.0
AAC12766.1,visual_opsin_S105,100.0,348,0,0,1,348,1,348,0.0,715.0
XP_069687170.1,visual_opsin_Periplaneta_americana_UV,100.0,302,0,0,1,302,23,324,0.0,627.0
XP_069687169.1,visual_opsin_Periplaneta_americana_UV,98.94,283,3,0,28,310,1,283,0.0,582.0
XP_069687168.1,visual_opsin_Periplaneta_americana_UV,100.0,324,0,0,28,351,1,324,0.0,674.0
XP_069685090.1,visual_opsin_S290,42.453,212,107,3,1,204,218,422,3.79e-54,179.0
XP_069685089.1,visual_opsin_S290,46.35,274,132,3,1,266,156,422,2.49e-83,258.0
XP_069676605.1,visual_opsin_Periplaneta_americana_LW1,100.0,323,0,0,28,350,1,323,0.0,666.0
NP_001267588.1,visual_opsin_S71,100.0,348,0,0,1,348,1,348,0.0,719.0
XP_019789203.1,visual_opsin_S72,100.0,364,0,0,1,364,1,364,0.0,752.0
XP_004311163.2,visual_opsin_S180,89.368,348,31,2,1,342,1,348,0.0,633.0
AVR48155.1,visual_opsin_S309,92.711,343,23,1,1,341,1,343,0.0,664.0
AWC68212.1,visual_opsin_S312,90.685,365,34,0,1,365,12,376,0.0,696.0
XP_049860406.1,visual_opsin_Schistocerca_gregaria_UV,100.0,324,0,0,28,351,1,324,0.0,669.0
XP_049840865.1,visual_opsin_S290,44.551,312,156,6,32,342,145,440,3.43e-79,250.0
CAA56377.1,visual_opsin_Schistocerca_gregaria_LW,100.0,323,0,0,30,352,1,323,0.0,666.0
CAA56378.1,visual_opsin_Schistocerca_gregaria_lo2_SW,100.0,325,0,0,28,352,1,325,0.0,678.0
AVR48191.1,visual_opsin_S54,91.808,354,27,1,1,352,1,354,0.0,668.0
AVR48189.1,visual_opsin_S54,91.808,354,27,1,1,352,1,354,0.0,667.0
XP_037303817.2,visual_opsin_S305,92.437,357,27,0,1,357,1,357,0.0,696.0
XP_037304244.2,visual_opsin_S311,87.861,346,42,0,7,352,1,346,0.0,631.0
XP_037306015.2,XP_041853990_Melanotaenia_boesemani_parietopsin,28.99,307,206,7,21,325,42,338,1.87e-39,139.0
XP_037305018.2,XP_026798920_Pangasianodon_hypophthalmus_VA_a,30.742,283,189,4,63,345,45,320,6.72e-41,146.0
XP_037305450.2,XP_040523482_opsin3_G_gallus,34.708,291,179,3,29,313,31,316,4.9599999999999994e-48,162.0
XP_037317418.2,visual_opsin_S299,84.32,338,53,0,20,357,1,338,0.0,609.0
XP_037323773.2,XP_042298498_Sceloporus_undulatus_pinopsin,38.855,332,197,3,28,359,26,351,4.9199999999999994e-74,230.0
XP_037314175.2,XP_018415733_Nanorana_parkeri_parietopsin,33.21,271,177,2,30,300,33,299,1.05e-44,155.0
XP_037309301.2,visual_opsin_Xenos_vesparum_LW1_partial,31.837,245,162,2,33,274,28,270,1.3200000000000001e-36,133.0
XP_037345520.2,XP_006638720_opsin_3_Lepisosteus_oculatus,39.928,278,159,2,39,310,24,299,5.66e-72,227.0
XP_037334249.2,visual_opsin_S54,90.678,354,31,1,1,352,1,354,0.0,667.0
XP_062420126.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,30.345,290,190,6,65,350,30,311,4.42e-41,145.0
XP_037311131.1,XP_040523482_opsin3_G_gallus,39.748,317,180,3,18,326,4,317,3.15e-78,244.0
XP_037304245.1,visual_opsin_S311,87.861,346,42,0,7,352,1,346,0.0,631.0
XP_037304052.1,visual_opsin_S200,81.87,353,62,1,1,351,1,353,0.0,585.0
XP_037336656.1,visual_opsin_S287,33.992,253,158,2,53,305,58,301,1.47e-43,153.0
XP_037334463.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.508,305,206,5,8,311,15,311,1e-43,152.0
BBH55934.1,visual_opsin_S227,83.099,355,60,0,1,355,1,355,0.0,613.0
BBH55933.1,visual_opsin_S354,89.518,353,37,0,1,353,1,353,0.0,665.0
BCK34764.1,visual_opsin_S145,87.772,368,45,0,10,377,39,406,0.0,665.0
BCK34754.1,visual_opsin_S182,80.208,384,71,3,1,384,1,379,0.0,662.0
BCK34744.1,visual_opsin_S269,91.777,377,31,0,1,377,5,381,0.0,708.0
BAP11267.1,visual_opsin_S106,88.918,379,42,0,1,379,1,379,0.0,709.0
BAP11266.1,visual_opsin_S106,95.526,380,15,2,1,379,1,379,0.0,739.0
BAP11265.1,visual_opsin_S270,84.656,378,57,1,5,381,4,381,0.0,675.0
BAP11264.1,visual_opsin_S182,77.045,379,87,0,1,379,1,379,0.0,647.0
BAP11263.1,visual_opsin_S145,80.315,381,75,0,1,381,23,403,0.0,636.0
XP_046397157.1,visual_opsin_Ischnura_asiatica_UV,99.074,324,3,0,43,366,1,324,0.0,666.0
XP_046390612.1,visual_opsin_Ischnura_asiatica_SWb1,97.196,321,9,0,38,358,2,322,0.0,654.0
XP_046385026.1,visual_opsin_Ischnura_asiatica_SWb2,99.068,322,3,0,31,352,1,322,0.0,668.0
XP_071893658.1,visual_opsin_S92,92.464,345,26,0,2,346,3,347,0.0,650.0
XP_027300704.1,visual_opsin_S121,98.873,355,4,0,1,355,1,355,0.0,732.0
XP_005012111.1,visual_opsin_S353,99.43,351,2,0,1,351,1,351,0.0,722.0
BAU71684.1,visual_opsin_Luciola_cruciata_UV,99.691,324,1,0,28,351,1,324,0.0,676.0
BAU71683.1,visual_opsin_Luciola_cruciata_LW,98.142,323,6,0,33,355,1,323,0.0,656.0
QDQ16906.1,visual_opsin_S70,24.537,216,147,4,46,248,67,279,1.58e-09,54.3
QDQ16902.1,visual_opsin_S182,100.0,379,0,0,1,379,1,379,0.0,792.0
QDQ16901.1,visual_opsin_S145,86.612,366,49,0,1,366,23,388,0.0,673.0
AAU07978.1,visual_opsin_Danaus_plexippus_LW,100.0,323,0,0,34,356,1,323,0.0,667.0
CAD23115.1,visual_opsin_S83,94.587,351,19,0,1,351,1,351,0.0,641.0
XP_076963770.1,visual_opsin_S141,97.253,364,10,0,1,364,1,364,0.0,734.0
XP_076962366.1,visual_opsin_S216,89.08,348,38,0,1,348,1,348,0.0,654.0
XP_076718396.1,visual_opsin_S315,98.266,346,6,0,1,346,1,346,0.0,699.0
NP_001269192.1,visual_opsin_S141,96.429,364,13,0,1,364,1,364,0.0,729.0
XP_021578082.1,visual_opsin_S315,98.266,346,6,0,4,349,1,346,0.0,699.0
XP_021578081.1,visual_opsin_S315,96.19,315,12,0,4,318,1,315,0.0,620.0
XP_005333841.1,visual_opsin_S216,89.08,348,38,0,1,348,1,348,0.0,654.0
QNS17640.1,visual_opsin_S151,96.307,352,13,0,1,352,1,352,0.0,701.0
QNS17639.1,visual_opsin_S152,93.333,345,23,0,1,345,1,345,0.0,656.0
AAP57197.2,visual_opsin_S206,100.0,351,0,0,1,351,1,351,0.0,719.0
AAP57200.1,visual_opsin_S308,94.398,357,20,0,1,357,1,357,0.0,706.0
AAP57199.1,visual_opsin_S151,96.254,347,13,0,2,348,6,352,0.0,688.0
AAP57198.1,visual_opsin_S54,94.915,354,18,0,1,354,1,354,0.0,698.0
AAP57196.1,visual_opsin_S207,100.0,354,0,0,1,354,1,354,0.0,733.0
AAP57195.1,visual_opsin_S297,100.0,335,0,0,1,335,1,335,0.0,686.0
AAP57201.1,visual_opsin_S307,89.752,322,33,0,4,325,35,356,0.0,614.0
AJD38782.1,visual_opsin_S201,84.703,353,53,1,1,353,1,352,0.0,619.0
XP_052120366.1,visual_opsin_Frankliniella_occidentalis_LW3,100.0,323,0,0,29,351,1,323,0.0,667.0
XP_026279762.1,visual_opsin_Frankliniella_occidentalis_UV,100.0,324,0,0,39,362,1,324,0.0,669.0
KAE8750304.1,visual_opsin_Frankliniella_occidentalis_LW1,100.0,324,0,0,48,371,1,324,0.0,669.0
