	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S664	415.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114E
S665	352.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114G
S666	365.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114N
S667	371.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114H
S668	429.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_G116A
S669	425.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_G116D
S670	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	Chordata	LC543598
S671	482.00000	Laticauda_semifasciata	Rh1	Chordata	LC543599
S672	494.00000	Emydocephalus_ijimae	Rh1	Chordata	LC543603
S673	490.00000	Hydrophis_ornatus	Rh1	Chordata	LC543606
S674	551.00000	Hydrophis_ornatus	LWS	Chordata	LC543597
S675	539.00000	Aotus_azaraiboliviensis	LWS	Chordata	AB081277.2
S676	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283
S677	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F
S678	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_S236G
S679	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F_S236G
S680	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282
S681	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F
S682	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_S236G
S683	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F_S236G
S684	558.00000	Saimiri_sciureus	LWS	Chordata	AH006281
S685	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I
S686	556.00000	Saimiri_sciureus	LWS	Chordata	AH006281_G236S
S687	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I_G236S
S688	555.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A
S689	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y
S690	550.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F
S691	543.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_T285A
S692	527.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_A308S
S693	533.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y
S694	545.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_Y277F
S695	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_T285A
S696	525.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_A308S
S697	522.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_T285A
S698	516.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_A308S
S699	534.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F_T285A
S700	512.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y_A308S
S701	532.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_Y277F_T285A
S702	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F
S703	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_V49I
S704	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_G164A
S705	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A
S706	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46L_V49I_G164A
S707	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_G164A
S708	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46A_V49I_G164A
S709	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_V52A_G164A
S710	442.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269S
S711	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_V52F_G164A
S712	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269C
S713	444.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269T
S714	448.00000	Carassius_auratus	SWS2	Chordata	L11864_A269S
S715	444.00000	Carassius_auratus	SWS2	Chordata	L11864_A269C
S716	449.00000	Carassius_auratus	SWS2	Chordata	L11864_A269T
S717	448.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269A
S718	450.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269C
S719	453.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269T
S720	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria
S721	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T
S722	354.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L
S723	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L
S724	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P
S725	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_A114G
S726	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_S118T
S727	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L
S728	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F
S729	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L
S730	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P
S731	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,S118T
S732	353.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L
S733	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P
S734	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,T93P
S735	377.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P
S736	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,A114G
S737	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,S118T
S738	361.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,A114G
S739	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,S118T
S740	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_A114G,S118T
S741	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L
S742	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P
S743	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,T93P
S744	386.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P
S745	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,A114G
S746	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,S118T
S747	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,A114G
S748	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,S118T
S749	388.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P
S750	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,A114G
S751	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,S118T
S752	388.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P
S753	381.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,A114G
S754	399.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,S118T
S755	361.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,A114G,S118T
S756	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,A114G,S118T
S757	389.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P
S758	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P,S118T
S759	390.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P
S760	391.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,A114G
S761	397.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,S118T
S762	362.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,A114G,S118T
S763	396.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P
S764	385.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,A114G
S765	403.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,S118T
S766	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,A114G,S118T
S767	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,A114G
S768	408.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,S118T
S769	402.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,A114G,S118T
S770	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P
S771	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,A114G
S772	401.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,S118T
S773	369.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,A114G,S118T
S774	395.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,A114G
S775	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,S118T
S776	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,A114G,S118T
S777	402.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,A114G,S118T
S778	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,A114G
S779	406.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,S118T
S780	399.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,A114G,S118T
S781	410.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,A114G,S118T
S782	393.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,A114G
S783	407.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,S118T
S784	404.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,A114G,S118T
S785	407.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,A114G,S118T
S786	408.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,A114G,S118T
S787	411.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,A114G,S118T
S788	362.00000	swsanc3_sp.	SWS1	Chordata	swsanc3_V91I
S789	356.00000	swsanc3_sp.	SWS1	Chordata	swsanc3_E113D,L116V
S790	364.00000	AncEuteleost_sp.	SWS1	Chordata	AncEuteleost
S791	359.00000	AncMammal_sp.	SWS1	Chordata	AncMammal
S792	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria
S793	374.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S
S794	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_T93I
S795	359.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_L116V
S796	415.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,T93I
S797	398.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,L116V
S798	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_T93I,L116V
S799	410.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,T93I,L116V
S800	380.00000	AncVertebrate_sp.	SWS1	Chordata	AncVertebrate_F86del
S801	371.00000	Stenobrachius_leucepsarus	SWS1	Chordata	FJ443127
S802	408.00000	Stenobrachius_leucepsarus	SWS1	Chordata	FJ443127_F86del
S803	355.00000	Lucania_goodie	SWS1	Chordata	AY296735.1
S804	413.00000	Lucania_goodie	SWS1	Chordata	AY296735.1_F86del
S805	423.00000	Lepidopus_fitchi	SWS1	Chordata	FJ443126
S806	363.00000	Lepidopus_fitchi	SWS1	Chordata	FJ443126_insF86
S807	405.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86Y
S808	353.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93I
S809	416.00000	AncMammal_sp.	SWS1	Chordata	AncMammal_F86Y
S810	361.00000	Notamacropus_eugenii	SWS1	Chordata	AY286017.1_Y86F
S811	364.00000	Sciurus_carolinensis	SWS1	Chordata	DQ302163_Y86F
S812	419.00000	Carassius_auratus	SWS1	Chordata	D85863_F86Y
S813	360.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1_C86S
S814	398.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1_C90S
S815	400.00000	Melopsittacus_undulatus	SWS1	Chordata	Y11787.1_C90S
S816	418.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86Y
S817	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_S90C
S818	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_T93I
S819	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_A114G
S820	425.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86Y,T93I
S821	416.00000	Bos_taurus	SWS1	Chordata	U92557.1_I93T
S822	399.00000	Bos_taurus	SWS1	Chordata	U92557.1_I93T,T97S
S823	370.00000	Bos_taurus	SWS1	Chordata	U92557.1_Y86F,I93T
S824	359.00000	Carassius_auratus	SWS1	Chordata	D85863
S825	360.00000	Oreochromis_niloticus	SWS1	Chordata	DQ235678.1
S826	425.00000	Oreochromis_niloticus	SWS2	Chordata	DQ235679.1
S827	456.00000	Oreochromis_niloticus	SWS2	Chordata	DQ235680.1
S828	472.00000	Oreochromis_niloticus	Rh2B	Chordata	DQ235681.1
S829	517.00000	Oreochromis_niloticus	LWS	Chordata	DQ235682.1
S830	528.00000	Oreochromis_niloticus	LWS	Chordata	DQ235683.1
S831	560.00000	Oreochromis_niloticus	LWS	Chordata	DQ235684.1
S832	356.00000	Oryzias_latipes	SWS1	Chordata	AB223058
S833	561.00000	Oryzias_latipes	LWS	Chordata	AB223051.1
S834	562.00000	Oryzias_latipes	LWS	Chordata	AB223052.1
S835	502.00000	Oryzias_latipes	RH1	Chordata	AB180742.1
S836	369.00000	Dissostichus_mawsoni	SWS1	Chordata	AY927651.1
S837	488.00000	Dissostichus_mawsoni	Rh2	Chordata	AY771352.1
S838	550.00000	Xenopeltis_unicolor	LWS	Chordata	FJ497235.1
S839	497.00000	Xenopeltis_unicolor	Rh1	Chordata	FJ497233.1
S840	361.00000	Xenopeltis_unicolor	SWS1	Chordata	FJ497234
S841	440.00000	Sciurus_carolinensis	SWS1	Chordata	DQ302163
S842	363.00000	Sminthopsis_crassicaudata	SWS1	Chordata	AY442173
S843	533.00000	Sminthopsis_crassicaudata	LWS	Chordata	EU232013
S844	486.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea
S845	491.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D
S846	498.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_S292A
S847	500.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D,S292A
S848	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha
S849	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha_V300I
S850	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1
S851	497.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T
S852	481.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_F187Y
S853	500.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T,F187Y
S854	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94I
S855	500.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1
S856	478.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A,Y187F
S857	481.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A
S858	497.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_Y187F
S859	555.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T
S860	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T,P298A,F309Y
S861	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,V274I,L275F,F277Y,F279V,A285T
S862	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,V274I,L275F,F277Y,F279V,A285T
S863	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,F277Y,A285T
S864	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,S233A,V236M,F277Y,A285T
S865	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,V236M,F277Y,A285T
S866	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T
S867	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T
S868	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T
S869	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T,F309Y
S870	558.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T,F309Y
S871	561.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,F277Y,A285T,F309Y
S872	563.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T,F309Y
S873	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_I65T
S874	534.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S
S875	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_T230I
S876	533.00000	Homo_sapiens	LWS	Chordata	AH005296.2_S233A
S877	538.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y
S878	542.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A285T
S879	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F309Y
S880	541.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y
S881	546.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,A285T
S882	550.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y,A285T
S883	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I
S884	556.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A
S885	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T
S886	560.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S
S887	553.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F
S888	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A
S889	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y309F
S890	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,Y277F
S891	540.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,T285A
S892	536.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,T285A
S893	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S894	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P
S895	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A
S896	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F
S897	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F
S898	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L
S899	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V
S900	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V
S901	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S
S902	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T
S903	555.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A
S904	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M
S905	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y
S906	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V
S907	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S908	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S909	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S910	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S911	534.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S912	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S913	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S914	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S915	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_F275L,Y277F,V279F,T285A,A298P,Y309F
S916	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,V279F,T285A,A298P,Y309F
S917	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_V279F,T285A,A298P,Y309F
S918	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A,A298P,Y309F
S919	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A298P,Y309F
S920	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A,R13A
S921	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A
S922	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R13A
S923	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R50A
S924	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H46Y,H54S
S925	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K80Q,H86T
S926	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H123P
S927	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K167N
S928	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E,K200Q
S929	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E
S930	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200Q
S931	508.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A
S932	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200A
S933	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A,K200A
S934	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K251A,K254Q
S935	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H300G
S936	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K339C,K340G
S937	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K352T
S938	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_F115A
S939	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A117F
S940	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122D
S941	476.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E122A
S942	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126F
S943	490.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126L
S944	486.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W126A
S945	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W161L
S946	483.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265Y
S947	480.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265F
S948	470.00000	Bos_taurus	Rh1	Chordata	NM_001014890_W265A
S949	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267G
S950	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267A
S951	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267S
S952	495.00000	Bos_taurus	Rh1	Chordata	NM_001014890_P267N
S953	493.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y268F
S954	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_Y274F
S955	488.00000	Bos_taurus	Rh1	Chordata	NM_001014890_A292D
S956	483.00000	Branchiostoma_belcheri	RhG	Chordata	AB050606
S957	490.00000	Branchiostoma_belcheri	RhG	Chordata	AB050610
S958	504.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Lc
S959	449.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_Fb
S960	448.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_D
S961	460.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_C
S962	455.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_B
S963	457.00000	Diretmus_argenteus	Rh1	Chordata	Diretmus_argenteus_Rh1_A
S964	526.00000	Mus_musculus	RH2	Chordata	AF011389.1_S308A
