	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S663	365.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_T93N
S664	430.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86A_T93N
S665	353.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_E114Q
S666	353.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114A
S667	0.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114Q
S668	415.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114E
S669	352.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114G
S670	365.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114N
S671	371.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114H
S672	0.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_D114A_G116D
S673	429.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_G116A
S674	425.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1_G116D
S675	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	Chordata	LC543598
S676	482.00000	Laticauda_semifasciata	Rh1	Chordata	LC543599
S677	494.00000	Emydocephalus_ijimae	Rh1	Chordata	LC543603
S678	490.00000	Hydrophis_ornatus	Rh1	Chordata	LC543606
S679	551.00000	Hydrophis_ornatus	LWS	Chordata	LC543597
S680	539.00000	Aotus_azaraiboliviensis	LWS	Chordata	AB081277.2
S681	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283
S682	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F
S683	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_S236G
S684	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F_S236G
S685	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282
S686	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F
S687	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_S236G
S688	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F_S236G
S689	558.00000	Saimiri_sciureus	LWS	Chordata	AH006281
S690	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I
S691	556.00000	Saimiri_sciureus	LWS	Chordata	AH006281_G236S
S692	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I_G236S
S693	555.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A
S694	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y
S695	550.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F
S696	543.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_T285A
S697	527.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_A308S
S698	533.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y
S699	545.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_Y277F
S700	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_T285A
S701	525.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_A308S
S702	522.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_T285A
S703	516.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_A308S
S704	534.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F_T285A
S705	512.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y_A308S
S706	532.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_Y277F_T285A
S707	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F
S708	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_V49I
S709	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_G164A
S710	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A
S711	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46L_V49I_G164A
S712	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_G164A
S713	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46A_V49I_G164A
S714	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_V52A_G164A
S715	442.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269S
S716	438.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_V52F_G164A
S717	439.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269C
S718	444.00000	Anolis_carolinensis	SWS2	Chordata	AF133907_I46F_V49I_G164A_A269T
S719	448.00000	Carassius_auratus	SWS2	Chordata	L11864_A269S
S720	444.00000	Carassius_auratus	SWS2	Chordata	L11864_A269C
S721	449.00000	Carassius_auratus	SWS2	Chordata	L11864_A269T
S722	448.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269A
S723	450.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269C
S724	453.00000	Columba_livia	SWS2	Chordata	AH007799.2_S269T
S725	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria
S726	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T
S727	354.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L
S728	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F
S729	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L
S730	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P
S731	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_A114G
S732	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_S118T
S733	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L
S734	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F
S735	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L
S736	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P
S737	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,A114G
S738	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,S118T
S739	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F
S740	353.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L
S741	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P
S742	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,A114G
S743	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,S118T
S744	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L
S745	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,T93P
S746	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,A114G
S747	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,S118T
S748	377.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P
S749	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,A114G
S750	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,S118T
S751	361.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,A114G
S752	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,S118T
S753	357.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_A114G,S118T
S754	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F
S755	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L
S756	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P
S757	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,A114G
S758	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,S118T
S759	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L
S760	355.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,T93P
S761	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,A114G
S762	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,S118T
S763	386.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P
S764	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,A114G
S765	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,S118T
S766	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,A114G
S767	360.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,S118T
S768	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,A114G,S118T
S769	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L
S770	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,T93P
S771	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,A114G
S772	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,S118T
S773	388.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P
S774	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,A114G
S775	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,S118T
S776	359.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,A114G
S777	356.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,S118T
S778	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,A114G,S118T
S779	388.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P
S780	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,A114G
S781	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,S118T
S782	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,T93P,A114G
S783	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,T93P,S118T
S784	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,A114G,S118T
S785	381.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,A114G
S786	399.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,S118T
S787	361.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,A114G,S118T
S788	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93P,A114G,S118T
S789	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L
S790	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,T93P
S791	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,A114G
S792	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,S118T
S793	389.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P
S794	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,A114G
S795	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,S118T
S796	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P,A114G
S797	358.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P,S118T
S798	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,A114G,S118T
S799	390.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P
S800	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,A114G
S801	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,S118T
S802	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,T93P,A114G
S803	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,T93P,S118T
S804	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,A114G,S118T
S805	391.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,A114G
S806	397.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,S118T
S807	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,A114G,S118T
S808	362.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T93P,A114G,S118T
S809	396.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P
S810	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,A114G
S811	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,S118T
S812	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,T93P,A114G
S813	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,T93P,S118T
S814	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,A114G,S118T
S815	385.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,A114G
S816	403.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,S118T
S817	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,A114G,S118T
S818	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T93P,A114G,S118T
S819	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,A114G
S820	408.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,S118T
S821	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,A114G,S118T
S822	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,T93P,A114G,S118T
S823	402.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86L,T93P,A114G,S118T
S824	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P
S825	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,A114G
S826	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,S118T
S827	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,T93P,A114G
S828	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,T93P,S118T
S829	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,A114G,S118T
S830	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,A114G
S831	401.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,S118T
S832	369.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,A114G,S118T
S833	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T93P,A114G,S118T
S834	395.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,A114G
S835	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,S118T
S836	363.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,A114G,S118T
S837	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,T93P,A114G,S118T
S838	402.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F86L,T93P,A114G,S118T
S839	394.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,A114G
S840	406.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,S118T
S841	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,T93P,A114G,S118T
S842	399.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,F86L,T93P,A114G,S118T
S843	410.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T52F,F86L,T93P,A114G,S118T
S844	393.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,A114G
S845	407.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,S118T
S846	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,A114G,S118T
S847	0.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,T93P,A114G,S118T
S848	404.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,F86L,T93P,A114G,S118T
S849	407.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,T52F,F86L,T93P,A114G,S118T
S850	408.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F49L,T52F,F86L,T93P,A114G,S118T
S851	411.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F46T,F49L,T52F,F86L,T93P,A114G,S118T
S852	362.00000	swsanc3_sp.	SWS1	Chordata	swsanc3_V91I
S853	356.00000	swsanc3_sp.	SWS1	Chordata	swsanc3_E113D,L116V
S854	364.00000	AncEuteleost_sp.	SWS1	Chordata	AncEuteleost
S855	359.00000	AncMammal_sp.	SWS1	Chordata	AncMammal
S856	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria
S857	374.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S
S858	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_T93I
S859	359.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_L116V
S860	415.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,T93I
S861	398.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,L116V
S862	360.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_T93I,L116V
S863	410.00000	AncEutheria_sp.	SWS1	Chordata	AncEutheria_F86S,T93I,L116V
S864	380.00000	AncVertebrate_sp.	SWS1	Chordata	AncVertebrate_F86del
S865	0.00000	AncEuteleost_sp.	SWS1	Chordata	AncEuteleost_F86del
S866	371.00000	Stenobrachius_leucepsarus	SWS1	Chordata	FJ443127
S867	408.00000	Stenobrachius_leucepsarus	SWS1	Chordata	FJ443127_F86del
S868	355.00000	Lucania_goodie	SWS1	Chordata	AY296735.1
S869	413.00000	Lucania_goodie	SWS1	Chordata	AY296735.1_F86del
S870	423.00000	Lepidopus_fitchi	SWS1	Chordata	FJ443126
S871	363.00000	Lepidopus_fitchi	SWS1	Chordata	FJ443126_insF86
S872	405.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_F86Y
S873	353.00000	AncBoreotheria_sp.	SWS1	Chordata	AncBoreotheria_T93I
S874	416.00000	AncMammal_sp.	SWS1	Chordata	AncMammal_F86Y
S875	361.00000	Notamacropus_eugenii	SWS1	Chordata	AY286017.1_Y86F
S876	364.00000	Sciurus_carolinensis	SWS1	Chordata	DQ302163_Y86F
S877	419.00000	Carassius_auratus	SWS1	Chordata	D85863_F86Y
S878	360.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1_C86S
S879	398.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1_C90S
S880	400.00000	Melopsittacus_undulatus	SWS1	Chordata	Y11787.1_C90S
S881	418.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86Y
S882	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_S90C
S883	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_T93I
S884	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_A114G
S885	425.00000	Mus_musculus	SWS1	Chordata	NP_031564.1_F86Y,T93I
S886	416.00000	Bos_taurus	SWS1	Chordata	U92557.1_I93T
S887	399.00000	Bos_taurus	SWS1	Chordata	U92557.1_I93T,T97S
S888	370.00000	Bos_taurus	SWS1	Chordata	U92557.1_Y86F,I93T
S889	359.00000	Carassius_auratus	SWS1	Chordata	D85863
S890	360.00000	Oreochromis_niloticus	SWS1	Chordata	DQ235678.1
S891	425.00000	Oreochromis_niloticus	SWS2	Chordata	DQ235679.1
S892	456.00000	Oreochromis_niloticus	SWS2	Chordata	DQ235680.1
S893	472.00000	Oreochromis_niloticus	Rh2B	Chordata	DQ235681.1
S894	517.00000	Oreochromis_niloticus	LWS	Chordata	DQ235682.1
S895	528.00000	Oreochromis_niloticus	LWS	Chordata	DQ235683.1
S896	560.00000	Oreochromis_niloticus	LWS	Chordata	DQ235684.1
S897	356.00000	Oryzias_latipes	SWS1	Chordata	AB223058
S898	561.00000	Oryzias_latipes	LWS	Chordata	AB223051.1
S899	562.00000	Oryzias_latipes	LWS	Chordata	AB223052.1
S900	502.00000	Oryzias_latipes	RH1	Chordata	AB180742.1
S901	369.00000	Dissostichus_mawsoni	SWS1	Chordata	AY927651.1
S902	488.00000	Dissostichus_mawsoni	Rh2	Chordata	AY771352.1
S903	550.00000	Xenopeltis_unicolor	LWS	Chordata	FJ497235.1
S904	497.00000	Xenopeltis_unicolor	Rh1	Chordata	FJ497233.1
S905	361.00000	Xenopeltis_unicolor	SWS1	Chordata	FJ497234
S906	440.00000	Sciurus_carolinensis	SWS1	Chordata	DQ302163
S907	363.00000	Sminthopsis_crassicaudata	SWS1	Chordata	AY442173
S908	533.00000	Sminthopsis_crassicaudata	LWS	Chordata	EU232013
S909	486.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea
S910	491.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D
S911	498.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_S292A
S912	500.00000	AncCetacea_sp.	Rh1	Chordata	AncCetacea_N83D,S292A
S913	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha
S914	500.00000	AncWhippomorpha_sp.	Rh1	Chordata	AncWhippomorpha_V300I
S915	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1
S916	497.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T
S917	481.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_F187Y
S918	500.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94T,F187Y
S919	478.00000	Rhincodon_typus	Rh1	Chordata	XM_048606470.1_A94I
S920	500.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1
S921	478.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A,Y187F
S922	481.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_T94A
S923	497.00000	Stegostoma_fasciatum	Rh1	Chordata	MT625929.1_Y187F
S924	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181R
S925	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181K
S926	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181P
S927	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181H
S928	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181Q
S929	0.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q,E181F
S930	0.00000	Bos_taurus	LWS	Chordata	NM_001014890_E113Q,E181W
S931	555.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T
S932	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T,P298A,F309Y
S933	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,V274I,L275F,F277Y,F279V,A285T
S934	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,V274I,L275F,F277Y,F279V,A285T
S935	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,F277Y,A285T
S936	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,S233A,V236M,F277Y,A285T
S937	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,V236M,F277Y,A285T
S938	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T
S939	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T
S940	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T
S941	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T,F309Y
S942	558.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T,F309Y
S943	561.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,F277Y,A285T,F309Y
S944	563.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T,F309Y
S945	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_I65T
S946	534.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S
S947	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_T230I
S948	533.00000	Homo_sapiens	LWS	Chordata	AH005296.2_S233A
S949	538.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y
S950	542.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A285T
S951	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F309Y
S952	541.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y
S953	546.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,A285T
S954	550.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y,A285T
S955	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I
S956	556.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A
S957	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T
S958	560.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S
S959	553.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F
